Date,Close,High,Low,Open,Volume,RSI,EMA_short,EMA_long,MACD,MACD_signal,MACD_hist,BB_upper,BB_middle,BB_lower,ADX,ATR,OBV,MFI,wavelet_cA,wavelet_cD,target
2017-04-28,10.247002601623535,10.315628269374518,10.097274845564474,10.137826484683728,8129400.0,52.24766834186688,10.138282732125662,10.04319991469982,-0.0576552710612165,-0.0724526236414757,0.0147973525802591,10.732429299712283,10.168708181381223,9.604987063050167,18.0829868000136,0.2929364824985286,173060400.0,62.87106463744874,14.491450052888393,1.036063596027148e-15,2.0
2017-05-02,10.571414947509766,10.596370172292035,10.243885356791443,10.315629843144556,15989800.0,58.65207879432349,10.177658388069672,10.063914229711976,-0.0153282883874243,-0.0610277565906654,0.045699468203241,10.720946106480753,10.16590085029602,9.610855594111287,17.74559347903047,0.2971899348558188,189050200.0,69.02699110650636,14.932585221206512,3.81109191258072e-05,2.0
2017-05-03,10.537100791931152,10.593248850745708,10.381134226319713,10.552698400436666,8382600.0,57.76951937239768,10.210334970238897,10.082470565485275,0.0152712473181058,-0.0457679558089112,0.061039203127017,10.721517501770046,10.166056871414185,9.610596241058325,17.432299680974715,0.2911131269679742,180667600.0,67.99169505213031,14.901710848041317,1.3814904081810296e-15,0.0
2017-05-04,10.094156265258787,10.55893596204842,10.094156265258787,10.55893596204842,15072400.0,47.77576058345361,10.19977326978616,10.082928828221494,0.0037366051042102,-0.0358670436262869,0.0396036487304971,10.66738001119638,10.142505931854249,9.617631852512115,16.59212059581667,0.3035178819552356,165595200.0,59.67817424457449,14.299395890528174,-5.203569853830096e-05,0.0
2017-05-05,10.328109741210938,10.415450667416753,10.106637426942834,10.153426698868431,9927800.0,52.45425986280199,10.211440221733866,10.092543765985786,0.0133198652108248,-0.0260296618588645,0.0393495270696894,10.617190913863617,10.128624963760377,9.640059013657137,15.811954302455629,0.3047876333982877,175523000.0,68.7508308189614,14.606152869698183,6.314393452555578e-16,2.0
2017-05-08,10.069201469421388,10.312510129972996,10.044247436759726,10.200214008169254,9507000.0,47.39414639037843,10.198509426069096,10.09162838180679,2.267278452450228e-05,-0.0208191949301867,0.0208418677147112,10.580518871908826,10.11084475517273,9.641170638436634,15.361116355369017,0.3032929670449252,166016000.0,73.97722168298311,14.254089991995958,-3.0415711152277477e-05,2.0
2017-05-09,10.106635093688965,10.278198097670256,10.031770609988264,10.081679869145198,9771600.0,48.17261203054864,10.19015721403454,10.092216880311971,-0.0074094557877781,-0.018137247101705,0.0107277913139268,10.575655852406232,10.107101726531983,9.638547600657734,14.998522482933168,0.2992311470904299,175787600.0,66.61708886807092,14.29294041945081,1.347663300399482e-15,2.0
2017-05-10,10.40296745300293,10.40296745300293,10.234524498829773,10.259478525772735,11147000.0,53.97849263943655,10.2095035993953,10.104403177280243,0.0104911383049817,-0.0124115700203676,0.0229027083253494,10.6063201971278,10.12035880088806,9.634397404648324,13.98916026800972,0.2990240908206824,186934600.0,65.75805498735173,14.69589248604668,3.4812172604651226e-05,2.0
2017-05-11,10.727377891540527,10.870866815544003,10.449757654685476,10.449757654685476,27938800.0,59.347526897650894,10.256583080499412,10.128833558231628,0.0502751585367242,0.0001257756910507,0.0501493828456735,10.697610427880178,10.145313215255737,9.593016002631297,14.77549033921757,0.3110866102292818,214873400.0,75.76239816931324,15.170803302917909,4.688090193827321e-16,2.0
2017-05-12,11.039311408996582,11.039311408996582,10.733617136207606,10.792883992486097,21332000.0,63.729239632331655,10.327740201271885,10.164538571987116,0.1057556241160746,0.0212517453760554,0.0845038787400191,10.861227033075268,10.185396432876589,9.509565832677906,15.99009266418699,0.3111471036026227,236205400.0,82.05685305732058,15.59496978878678,3.66449464930794e-05,0.0
