Date,Close,High,Low,Open,Volume,RSI,EMA_short,EMA_long,MACD,MACD_signal,MACD_hist,BB_upper,BB_middle,BB_lower,ADX,ATR,OBV,MFI,wavelet_cA,wavelet_cD,target
2017-04-28,13.190518379211426,13.291650060432069,13.089386697990786,13.1471764269477,10489400.0,59.10990019169346,13.003610997306096,12.810097894651134,0.1074665833684438,0.0988225566989042,0.0086440266695396,13.310260557593097,13.03520894050598,12.760157323418868,12.97555475144102,0.2187559627303432,150954800.0,40.26494860494148,18.65420998661237,5.941427905220564e-16,2.0
2017-05-02,13.414456367492676,13.457798329322715,13.197745180526343,13.269982702120496,11291100.0,65.22885528567595,13.040960576413967,12.83379822691943,0.1266041279750229,0.1043788709541279,0.022225257020895,13.360156277966588,13.04604468345642,12.731933088946256,14.111089205035952,0.2222219618289822,162245900.0,41.321915520063136,18.958720352527717,2.6307514706796868e-05,2.0
2017-05-03,13.407230377197266,13.457796221046774,13.248308956839397,13.414454266006612,9659800.0,64.89141214424983,13.07425783103063,12.856285762224443,0.1395787163699999,0.1114188400373023,0.0281598763326976,13.40522490318006,13.057602548599244,12.709980194018426,15.165514054802676,0.2213123405702961,152586100.0,47.66099699401766,18.96068703329292,1.5907414274707321e-15,2.0
2017-05-04,13.746747016906738,13.891220667578082,13.342217488268613,13.43612667013017,35564100.0,72.17498712835598,13.13539321156482,12.891205811427673,0.1752373000024913,0.1241825320303401,0.0510547679721512,13.55272015269573,13.094804763793944,12.63688937489216,17.61073277466184,0.2447188290516657,188150200.0,62.82560828536856,19.422360985916058,3.988532299065151e-05,2.0
2017-05-05,13.652835845947266,13.746745014127086,13.623941671149018,13.681731398561295,8540800.0,67.97433172690906,13.182433451054134,12.921073655918637,0.1936864410624892,0.1380833138367699,0.0556031272257192,13.64167954946756,13.123338317871092,12.604997086274627,19.881293014531064,0.2360107231020982,179609400.0,70.76029928536609,19.30802561819217,9.872744982653003e-16,1.0
2017-05-08,13.645612716674805,13.67450827089582,13.558928809643476,13.609494651714394,9409800.0,67.64821020024966,13.22454065701965,12.949486952418876,0.205357439374799,0.1515381389443758,0.0538193004304232,13.715976533812675,13.159818124771116,12.603659715729558,21.479563249378486,0.2274084901128301,170199600.0,64.83007277498723,19.298203623475278,-8.48549998216366e-07,2.0
2017-05-09,13.688956260681152,13.768416280391737,13.58059930848474,13.681732372013666,11333100.0,68.62108326912832,13.266760257352514,12.97848574882132,0.2156187328521888,0.1643542577259384,0.0512644751262504,13.790263089537149,13.19485330581665,12.599443522096152,23.24913607704475,0.2245805245266992,181532700.0,64.88422136356212,19.35910759858737,3.0262251038415404e-15,2.0
2017-05-10,13.862323760986328,13.905665709878068,13.68173069981908,13.72507264871082,11358800.0,72.21960579298238,13.320902394046495,13.013146063023868,0.2350309003263149,0.1784895862460137,0.0565413140803012,13.893269174907925,13.236028480529786,12.578787786151649,25.26943909614172,0.224534416350434,192891500.0,64.9079999375048,19.594852330246987,2.036665640952045e-05,0.0
2017-05-11,14.10793399810791,14.144052068338612,13.811761413204746,13.833431704216745,22824200.0,76.35639534538761,13.392450721688444,13.05607892322324,0.2671542880570374,0.1962225266082184,0.070931761448819,14.040226378507436,13.291290044784546,12.542353711061654,27.682811040658557,0.2322312905492506,215715700.0,77.87303126475865,19.95163159718869,7.765055959341184e-16,0.0
2017-05-12,14.223512649536133,14.29575016361506,14.071813732188785,14.136827357078223,10667500.0,78.0154420177637,13.468001806038234,13.101860637980607,0.2984976405177519,0.2166775493901251,0.0818200911276268,14.171623743492445,13.366055631637574,12.560487519782704,30.204989024695315,0.2316388006118952,226383200.0,83.79068082001112,20.108795183896486,1.35778082838271e-05,0.0
2017-05-15,14.259631156921388,14.339092562637536,14.07181416565705,14.230736977089348,10826700.0,78.5226230571962,13.539968110663976,13.147263403429267,0.3225339640830302,0.2378488323287061,0.0846851317543241,14.28572304329441,13.440821075439452,12.595919107584496,32.622965671010576,0.2341844860667944,237209900.0,84.0113622282623,20.16616377655617,1.0846358533544986e-15,0.0
2017-05-16,14.317420959472656,14.346316517252044,14.165723414578949,14.21628926287685,13418200.0,79.34373645168436,13.610645642373855,13.193151935038811,0.3423002535290571,0.2587391165687763,0.0835611369602807,14.393073565375374,13.515225458145142,12.63737735091491,34.88140324448917,0.2303565301101016,250628100.0,84.2152759808,20.244746218312148,6.788960159309024e-06,0.0
