k,features,sharpe_ratio,calmar_ratio,max_drawdown,total_return,trades_made,win_rate,accuracy,composite_score
3,"['wavelet_cD', 'wavelet_cA', 'ADX']",-0.4271340368146621,-0.15763454837447935,0.30358907270064545,-0.10110938853481144,82,0.0,0.4819277108433735,-0.0521173443395985
4,"['wavelet_cD', 'wavelet_cA', 'ADX', 'Volume']",-1.167186931624038,-0.40647822893942315,0.3628325756980643,-0.26373686019135695,108,0.0,0.5301204819277109,-0.41907740251570635
