k,features,sharpe_ratio,calmar_ratio,max_drawdown,total_return,trades_made,win_rate,accuracy,composite_score
3,"['ATR', 'BB_lower', 'OBV']",0.7178320687430012,1.3098468508535692,0.055023408256013234,0.14115563375301166,32,0.0,0.4919678714859438,0.8729781162248587
4,"['ATR', 'BB_lower', 'OBV', 'BB_middle']",0.61422613507647,0.443195173400639,0.2150561940412108,0.17820077713500096,20,0.0,0.46184738955823296,0.5495128645583052
5,"['ATR', 'BB_lower', 'OBV', 'BB_middle', 'EMA_short']",0.3942377397067698,0.35534580827257,0.1522051123168607,0.09198753552544382,20,0.0,0.4357429718875502,0.4362269215103029
6,"['ATR', 'BB_lower', 'OBV', 'BB_middle', 'EMA_short', 'RSI']",1.4179388159933273,2.5887744437144162,0.06363943351434258,0.36483700012901654,14,0.0,0.4959839357429719,1.5366407033088159
7,"['ATR', 'BB_lower', 'OBV', 'BB_middle', 'EMA_short', 'RSI', 'MACD']",1.2847570373969774,1.6877510174679418,0.07107279579679171,0.2555906971638913,20,0.0,0.5261044176706827,1.2183417241536312
8,"['ATR', 'BB_lower', 'OBV', 'BB_middle', 'EMA_short', 'RSI', 'MACD', 'wavelet_cD']",0.46694171564333814,0.3768767986029525,0.1355009786294747,0.08619247878640701,58,0.0,0.5582329317269076,0.49793621432065505
9,"['ATR', 'BB_lower', 'OBV', 'BB_middle', 'EMA_short', 'RSI', 'MACD', 'wavelet_cD', 'EMA_long']",-0.40921928115962913,-0.2638179598927961,0.186430520177522,-0.11049044753918207,80,0.0,0.5441767068273092,-0.05264081108398083
10,"['ATR', 'BB_lower', 'OBV', 'BB_middle', 'EMA_short', 'RSI', 'MACD', 'wavelet_cD', 'EMA_long', 'wavelet_cA']",0.17608695448917477,0.18540581818379706,0.142240546754101,0.030430369787432573,98,0.0,0.5261044176706827,0.31705335610953544
