k,features,sharpe_ratio,calmar_ratio,max_drawdown,total_return,trades_made,win_rate,accuracy,composite_score
3,"['BB_upper', 'EMA_short', 'wavelet_cD']",0.8467719360573975,0.8542013528194553,0.1873058896230617,0.3225480696971933,20,0.0,0.3172690763052209,0.7396924065675337
