ticker,k,sharpe_val,adjusted_sharpe,features_used,best_features
PETR4.SA,5,0.96723479312053,0.96723479312053,"MACD_signal, BB_lower, EMA_long, BB_middle, OBV","MACD_signal, BB_lower, EMA_long, BB_middle, OBV"
VALE3.SA,10,0.7239830959227586,0.7239830959227586,"EMA_long, BB_middle, BB_upper, OBV, BB_lower, ATR, EMA_short, MACD_signal, ADX, wavelet_cA","EMA_long, BB_middle, BB_upper, OBV, BB_lower, ATR, EMA_short, MACD_signal, ADX, wavelet_cA"
BBDC4.SA,2,0.30119135940713226,0.30119135940713226,"BB_upper, EMA_long","BB_upper, EMA_long"
ITUB4.SA,3,0.4814273587267068,0.4814273587267068,"wavelet_cD, ATR, EMA_long","wavelet_cD, ATR, EMA_long"
BBAS3.SA,2,0.5209160072618856,0.5209160072618856,"EMA_long, BB_upper","EMA_long, BB_upper"
B3SA3.SA,12,0.6563922940244152,0.6563922940244152,"EMA_long, BB_upper, BB_lower, BB_middle, EMA_short, wavelet_cD, MACD_signal, OBV, ATR, RSI, MACD, wavelet_cA","EMA_long, BB_upper, BB_lower, BB_middle, EMA_short, wavelet_cD, MACD_signal, OBV, ATR, RSI, MACD, wavelet_cA"
ABEV3.SA,10,0.42617759577689596,0.42617759577689596,"wavelet_cD, ATR, EMA_long, OBV, BB_middle, BB_upper, EMA_short, BB_lower, MACD, MACD_hist","wavelet_cD, ATR, EMA_long, OBV, BB_middle, BB_upper, EMA_short, BB_lower, MACD, MACD_hist"
VIVT3.SA,8,0.42565860413769824,0.42565860413769824,"wavelet_cD, EMA_long, BB_lower, BB_middle, BB_upper, EMA_short, ATR, OBV","wavelet_cD, EMA_long, BB_lower, BB_middle, BB_upper, EMA_short, ATR, OBV"
