ticker,k,sharpe_val,adjusted_sharpe,features_used
ABEV3.SA,1,-0.07830359224981005,-0.07830359224981005,wavelet_cD
ABEV3.SA,2,0.08729485994949428,0.08729485994949428,"wavelet_cD, ATR"
ABEV3.SA,3,0.373615375738498,0.373615375738498,"wavelet_cD, ATR, EMA_long"
ABEV3.SA,5,0.29354695164367944,0.29354695164367944,"wavelet_cD, ATR, EMA_long, OBV, BB_middle"
ABEV3.SA,8,0.23847895402605485,0.23847895402605485,"wavelet_cD, ATR, EMA_long, OBV, BB_middle, BB_upper, EMA_short, BB_lower"
ABEV3.SA,10,0.42617759577689596,0.42617759577689596,"wavelet_cD, ATR, EMA_long, OBV, BB_middle, BB_upper, EMA_short, BB_lower, MACD, MACD_hist"
ABEV3.SA,12,0.18672905026159953,0.18672905026159953,"wavelet_cD, ATR, EMA_long, OBV, BB_middle, BB_upper, EMA_short, BB_lower, MACD, MACD_hist, wavelet_cA, ADX"
