Price,Close,High,Low,Open,Volume
Ticker,B3SA3.SA,B3SA3.SA,B3SA3.SA,B3SA3.SA,B3SA3.SA
Date,,,,,
2017-01-02,4.18406343460083,4.202054416592831,4.150653186546818,4.178924046897424,8419500
2017-01-03,4.356258869171143,4.37938924096276,4.202054797407631,4.202054797407631,43704600
2017-01-04,4.438501834869385,4.438501834869385,4.304858583754212,4.343409705401268,28232400
2017-01-05,4.384531497955322,4.443643135411035,4.361400745318048,4.441073623685979,35297700
2017-01-06,4.381959915161133,4.394810409997709,4.2842971838251005,4.38452979353803,37683300
2017-01-09,4.381959915161133,4.433361526856743,4.348549290357288,4.389670285593218,39066900
2017-01-10,4.464201927185059,4.5181734130732885,4.376819083781889,4.430790569670119,34750200
2017-01-11,4.484761714935303,4.54130344235745,4.466771466106054,4.497612207799603,27420600
2017-01-12,4.602986812591553,4.710929820417394,4.584995821086189,4.6672382002989234,66362400
2017-01-13,4.59527587890625,4.620976134673304,4.559294638470651,4.579855504855587,31941900
2017-01-16,4.567004203796387,4.608124826361278,4.518173211740755,4.5952750683948995,16093500
2017-01-17,4.59527587890625,4.646676758091076,4.523313398035053,4.577284891037733,29481000
2017-01-18,4.561864852905273,4.618406596238606,4.518174341353936,4.618406596238606,31814400
2017-01-19,4.587565898895264,4.597846149138203,4.531024154908349,4.551585023044976,24911400
2017-01-20,4.6826581954956055,4.736629695005993,4.554154695261495,4.600416190642262,36645600
2017-01-23,4.764901161193848,4.790601790910051,4.6261177607263475,4.651818022791743,38201400
2017-01-24,4.654387474060059,4.767470602066429,4.587566210591617,4.757190718775785,154205700
2017-01-26,4.703217506408691,4.7597588660159165,4.636395531949512,4.698077015157394,34284000
2017-01-27,4.721208572387695,4.770039571220855,4.674947451974368,4.710928691057659,18788100
2017-01-30,4.674947738647461,4.69550860552046,4.610696362403224,4.674947738647461,20777100
2017-01-31,4.752048015594482,4.800879001030749,4.646675308625799,4.685226047901734,24267900
2017-02-01,4.764901161193848,4.826583040163544,4.7212099068508975,4.78032153902357,21488400
2017-02-02,4.767470359802246,4.798311111059293,4.698078485648512,4.721209232916675,14770200
2017-02-03,4.808590888977051,4.8625620145482005,4.746909024873178,4.77003976986847,22788300
2017-02-06,4.795740604400635,4.875412350891656,4.7803202307910135,4.857422466489826,18235200
2017-02-07,4.821441173553467,4.872842785998893,4.788030548262248,4.8342916685774995,16380900
2017-02-08,4.842001914978027,4.870272047414253,4.7751799308074325,4.839431301328145,31075200
2017-02-09,4.826581954956055,4.870272464174026,4.782890342785908,4.86770258560562,16882800
2017-02-10,4.831719398498535,4.857420747386616,4.782888416508664,4.821439520714342,22325400
2017-02-13,4.857421875,4.8831221269024665,4.793169774641184,4.831720520145546,21303000
2017-02-14,4.834292411804199,4.870272921041465,4.824011793614004,4.85742315934331,22467900
2017-02-15,5.027045249938965,5.0347556185349465,4.842000815442731,4.877980942404667,95784000
2017-02-16,5.032186508178711,5.206951116152804,5.006485884601744,5.029616629646374,43558500
2017-02-17,5.06302547454834,5.099006702543285,4.937092647168396,5.003914244950768,28211700
2017-02-20,5.01162576675415,5.1092877568046156,4.988495024525911,5.099007876276223,17555700
2017-02-21,5.140129566192627,5.140129566192627,5.016766562487421,5.0373270631049545,18421800
2017-02-22,5.147839069366455,5.188960801903099,5.070737199550431,5.086157573513636,20746200
2017-02-23,5.014196395874023,5.250642507052212,4.939664033938186,5.165830263048519,33502800
2017-02-24,4.888263702392578,4.998776207150863,4.8060213339353925,4.960225085447472,19166100
2017-03-01,4.908823013305664,5.0296164922947915,4.908823013305664,4.921673876219288,25821300
2017-03-02,4.806021690368652,4.916534203322975,4.74434018518928,4.888264064925253,22822500
2017-03-03,4.831719398498535,4.865130747637405,4.800878662194224,4.818869643180937,24418800
2017-03-06,4.800881385803223,4.880553884597914,4.770040632002508,4.811162004720913,26613300
2017-03-07,4.746908187866211,4.854851155276715,4.734058429846972,4.785459300177199,14738700
2017-03-08,4.710928440093994,4.767469438825268,4.626116206695714,4.749479187892715,18601500
2017-03-09,4.677516937255859,4.749479041723432,4.6312558207307095,4.6415364364980825,26474400
2017-03-10,4.8034515380859375,4.818871913503117,4.705788792793047,4.705788792793047,22502400
2017-03-13,4.859992504119873,4.8779827581226085,4.782890627713692,4.8291517535574,15329400
2017-03-14,4.831719398498535,4.906251729376488,4.800878662194224,4.829149520965132,22334100
2017-03-15,4.955084323883057,4.96022481630528,4.705788456290714,4.852282196103799,44869200
2017-03-16,4.7083563804626465,4.95508226708132,4.7083563804626465,4.9191021439172395,57393000
2017-03-17,4.680088996887207,4.785461021166847,4.615836874828211,4.741770504646711,61902600
2017-03-20,4.731489181518555,4.793171052541642,4.623546550616983,4.651817423488013,23551200
2017-03-21,4.721208572387695,4.744339316419711,4.579855332727879,4.734059067438971,33728700
2017-03-22,4.867702960968018,5.05531734635521,4.633827448925672,4.703218955083026,74615400
2017-03-23,4.806021690368652,4.87284368863041,4.703219181736366,4.81630157358111,116647800
2017-03-24,4.808590888977051,4.831721266321624,4.767469891341615,4.803451131923341,49653300
2017-03-27,4.800881385803223,4.808591758078794,4.6749484916090305,4.759760748386388,35737500
2017-03-28,4.798311233520508,4.875413113630899,4.762329988484893,4.800881112365472,65990100
2017-03-29,4.973074436187744,5.006485057492755,4.757189233807083,4.757189233807083,172466700
2017-03-30,4.9833550453186035,5.073307403325987,4.942234051406813,5.011625912458301,36105900
2017-03-31,4.957653999328613,5.006484991589452,4.867701649028771,4.985924496395277,30193200
2017-04-03,4.998776912689209,5.050178538098917,4.949945901643639,4.980786656298987,31493700
2017-04-04,5.060458183288574,5.07587855988884,4.988496425820667,4.998776676887512,21591300
2017-04-05,5.006485939025879,5.127279422626815,4.960224816084446,5.065597925371572,36186900
2017-04-06,4.92167329788208,5.011625651200211,4.865131934200893,4.983354785534284,31279800
2017-04-07,5.001346588134766,5.05531772275893,4.875413327927081,4.877983206885003,23320200
2017-04-10,4.962794303894043,5.0321861666679135,4.9165331845950275,5.003915666477196,42619500
2017-04-11,4.91910457611084,5.024476590811666,4.857423073958476,5.024476590811666,41584200
2017-04-12,4.8985443115234375,4.983356571262036,4.877983440620954,4.906254684068218,36758400
2017-04-13,4.7571892738342285,4.9242427494155345,4.7571892738342285,4.890832127829405,41162400
2017-04-17,5.024475574493408,5.024475574493408,4.777749248139396,4.798310112348686,64202400
2017-04-18,5.06302547454834,5.093866211986358,4.942232770074733,4.983353753325423,42984600
2017-04-19,4.962794303894043,5.096438272725922,4.9165331845950275,5.088727902350739,39215100
2017-04-20,4.92167329788208,5.021905531491578,4.8702716905212435,4.988494909505301,19623000
2017-04-24,4.888263702392578,5.029616957453279,4.870272713240054,5.029616957453279,122359500
2017-04-25,4.924243450164795,4.934524434748076,4.811161075715142,4.888263312979744,30255300
2017-04-26,4.906254291534424,4.931954550892035,4.862562674144024,4.929384672016582,22674000
2017-04-27,4.870272159576416,4.934524266878239,4.836861534372367,4.926813896353796,32738700
2017-04-28,4.8856940269470215,4.895974646673507,4.829152640530831,4.872844263328655,27256200
2017-05-02,5.024475574493408,5.039895946912367,4.8934022251069225,4.906253086932073,34873800
2017-05-03,5.014196395874023,5.055317027097634,4.993635528786123,5.024476277941878,15413400
2017-05-04,4.960224628448486,5.029616494061033,4.916533385720085,5.014196120330546,30371100
2017-05-05,4.998776912689209,5.009056796590196,4.965366278971313,4.965366278971313,13473300
2017-05-08,4.985925674438477,5.0244764282107575,4.947374553015454,4.998776170796397,11280000
2017-05-09,5.006485939025879,5.060457432949578,4.988495686151795,5.001345814254608,21118200
2017-05-10,5.116998195648193,5.160689805612604,5.070737074895822,5.07587756707457,31265100
2017-05-11,5.142699241638184,5.183819867717466,5.0990080019747515,5.124708255405297,17933100
2017-05-12,5.176109790802002,5.212091027449108,5.0887276803821075,5.165829542517309,34463700
2017-05-15,5.237792491912842,5.250642989066126,5.147839747141381,5.214661744097236,21222900
2017-05-16,5.304614067077637,5.343164820170637,5.204381447264515,5.260922453760719,34154400
2017-05-17,5.2686333656311035,5.325174377929484,5.204381981332452,5.263492872530407,27604800
2017-05-18,4.824012279510498,5.057888554315887,4.1532249451206535,4.214906822220908,152658000
2017-05-19,4.92167329788208,4.975644415752425,4.775179580882763,4.9088224364785376,64522200
2017-05-22,4.7571892738342285,4.829150640915941,4.620975438757667,4.806020267148723,64643100
2017-05-23,4.795594215393066,4.831709842495998,4.715624899872765,4.77753713988932,37200900
2017-05-24,4.849766731262207,5.009706082022202,4.81881079931327,4.885882354226452,24516300
2017-05-25,4.78011417388916,4.901358755519472,4.751738465530191,4.847185707390813,36743100
2017-05-26,4.932315349578857,4.945213836709179,4.798173002347016,4.829128928631287,28137300
2017-05-29,4.932315349578857,4.932315349578857,4.932315349578857,4.932315349578857,0
2017-05-30,4.88588285446167,4.95037420144625,4.862665718611,4.901360822020831,9353400
2017-05-31,4.751739501953125,4.937475443889,4.751739501953125,4.898780348353757,44879400
2017-06-01,4.782696723937988,4.8652455207505945,4.759479955558416,4.785276200858439,21665400
2017-06-02,4.811071395874023,4.880722049489065,4.7878542653198295,4.803332229348035,13862700
2017-06-05,4.811071395874023,4.860085502165665,4.774956515498648,4.7955930628220464,13659300
2017-06-06,4.785275936126709,4.83170983934091,4.751740523872828,4.793015104507672,26623800
2017-06-07,4.839448928833008,4.854926896318765,4.780116166601824,4.811072470597193,22306200
2017-06-08,4.795594215393066,4.834289319275431,4.754320003755129,4.831709842495998,12474000
2017-06-09,4.785275936126709,4.867825466420259,4.756899477428323,4.823971039983806,19574100
2017-06-12,4.7543206214904785,4.808493700159799,4.705307235098148,4.787856038123561,17957100
2017-06-13,4.785275936126709,4.823971039983806,4.756899477428323,4.7723774451663905,16849500
2017-06-14,4.844607830047607,4.893620832221197,4.75431914757377,4.854926104331031,31041300
2017-06-15,4.844607830047607,4.844607830047607,4.844607830047607,4.844607830047607,0
2017-06-16,4.883303165435791,4.888462118707396,4.7930148407536,4.798174163049045,26427300
2017-06-19,4.973589897155762,5.017444682664559,4.875563528439837,4.891041492665649,23396700
2017-06-20,4.854926586151123,4.981329794697334,4.831709451893838,4.947794385132603,26678100
2017-06-21,4.927156925201416,4.9684322422307945,4.84976708961075,4.878143547172583,20346600
2017-06-22,4.896199703216553,4.958111555405662,4.857504980110234,4.955532448433403,21177300
2017-06-23,4.865244388580322,4.919417450566074,4.854926114275763,4.896200318565382,11382300
2017-06-26,5.0019683837890625,5.0174463531680935,4.893622229111943,4.909100198490975,30899700
2017-06-27,4.9658522605896,5.014866378966685,4.940056016539097,5.001967887917572,16200600
2017-06-28,5.009707450866699,5.017446620480481,4.942635877626987,4.97875151045941,14228100
2017-06-29,5.038083076477051,5.061299841710092,4.9942282845341675,5.030343908716818,15637800
2017-06-30,5.094834327697754,5.125790255079429,5.038082163188445,5.038082163188445,18710100
2017-07-03,5.12321138381958,5.128370336635159,5.0484010326365825,5.094834929191055,10719600
2017-07-04,5.118052959442139,5.128371235906436,5.069039577885271,5.115473482582032,5782200
2017-07-05,5.112893581390381,5.187703950281746,5.056141027723236,5.110314104372003,21018900
2017-07-06,5.030344009399414,5.146428944959553,4.986489585602612,5.115473011346694,26704800
2017-07-07,4.981330394744873,5.0974153419671495,4.963272949501869,5.081937373605771,14827800
2017-07-10,5.022604465484619,5.0458215984681125,4.963272079323099,5.043241383991111,15560700
2017-07-11,5.081936359405518,5.115472504364853,4.981329400622716,5.020024498315732,17937900
2017-07-12,5.195441722869873,5.2186584858902725,5.0664583119999875,5.156746625804149,35863800
2017-07-13,5.275412082672119,5.277992297562384,5.198022242038274,5.205761041589724,16611300
2017-07-14,5.296048641204834,5.311526976215228,5.267672185717534,5.275411353222731,26348700
2017-07-17,5.332164287567139,5.339903455106255,5.270252423349483,5.2934695569430135,22037100
2017-07-18,5.30636739730835,5.332164376854832,5.265092820472099,5.329584162266828,19918200
2017-07-19,5.319265365600586,5.337322806684249,5.270251994924539,5.303787400804394,13760100
2017-07-20,5.360540390014648,5.378598571910427,5.306367689446543,5.306367689446543,14705100
2017-07-21,5.3657002449035645,5.3940767034171895,5.314106650422079,5.3424834779595605,29790000
2017-07-24,5.417294025421143,5.417294025421143,5.339904184577043,5.360540737421064,18520200
2017-07-25,5.378598690032959,5.443090036794544,5.355381923286421,5.4172937933089935,32132700
2017-07-26,5.342482089996338,5.391495456935609,5.28572955673711,5.365698850908688,21002100
2017-07-27,5.34506368637085,5.422453909517616,5.316687960061711,5.378599843359977,20070600
2017-07-28,5.339903354644775,5.363120118777702,5.272831800647004,5.339903354644775,15925500
2017-07-31,5.285730838775635,5.39149676462735,5.231558137491549,5.35538187645386,23710200
2017-08-01,5.391496181488037,5.417293160005524,5.265092610457114,5.283150052590782,22410300
2017-08-02,5.437931060791016,5.468886997774776,5.363121064258866,5.365700541162241,17363700
2017-08-03,5.455989360809326,5.463728160708678,5.3631211788499,5.448250191886088,29833200
