Close,High,Low,Open,Volume
PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA
4.120572090148926,4.131815113896139,4.10370768855552,4.114950712302734,7525700
4.356675148010254,4.398836413188438,4.202083395598933,4.202083395598933,39947800
4.356675148010254,4.407268880667905,4.3032708609142345,4.342621303599263,37071700
4.426945209503174,4.4719173084252235,4.390405312115296,4.41289136157632,47586300
4.401646614074707,4.474726380247598,4.35667453275439,4.435375675064946,25592000
4.308892250061035,4.3847828492626535,4.308892250061035,4.35667516036099,25599000
4.351053714752197,4.407269095131677,4.325757115247192,4.384783050201805,26239900
4.401646614074707,4.407268258267122,4.29202723287012,4.3960252379370415,34399300
4.469106197357178,4.567482858453495,4.469106197357178,4.539375164410308,49890300
4.4072699546813965,4.483160304106907,4.376351435831685,4.432566827174851,34450000
4.426945209503174,4.426945209503174,4.3791622873847835,4.41289136157632,20069600
4.446619510650635,4.488781045659507,4.418512088699517,4.4213226432562704,28663300
4.4381866455078125,4.477537352005764,4.415700604096056,4.440997467697971,24725200
4.432566165924072,4.463484412106544,4.379161605725935,4.4466197436084975,21677600
4.497213840484619,4.550618404951081,4.443809544072991,4.452241744968546,34863500
4.494402885437012,4.522510578336054,4.438187767693753,4.480349038987491,25139100
4.508457183837891,4.618076600894831,4.488781690784083,4.530943231852383,49710600
4.44099760055542,4.550617256758195,4.44099760055542,4.539373967661204,37391900
4.39040470123291,4.460673663035078,4.367918654900602,4.4213229479261305,23275300
4.171164512634277,4.365106677986982,4.171164512634277,4.359485301917572,26779500
4.22175931930542,4.32013570419315,4.188029982027257,4.213326850958472,30807200
4.22175931930542,4.331378727267599,4.190840804809573,4.289217457752117,35977000
4.185219764709473,4.294839181509098,4.176787295682704,4.213327190634192,39306700
4.311703205108643,4.311703205108643,4.151490070386481,4.193651336980272,40213400
4.204894542694092,4.34824328425356,4.202083719983952,4.322946415971912,29686500
4.131814956665039,4.2611098588652565,4.131814956665039,4.244245457913604,29163900
4.244246006011963,4.244246006011963,4.010953040966569,4.151490984635113,58912900
4.230190753936768,4.283595036860571,4.2048938895842625,4.2667306393287445,33910300
4.3791608810424805,4.393214724456023,4.255487648723791,4.272352046376229,44467000
4.39040470123291,4.471916686201233,4.3707294777058445,4.432566239147101,36439100
4.446619510650635,4.483159400436405,4.373539999133891,4.424133465867821,34417400
4.45224142074585,4.511267090771183,4.435376752128031,4.471916644087627,47953300
4.457862377166748,4.516888309671408,4.426944133685178,4.452241000195003,37276900
4.387592792510986,4.469104757305331,4.3847822384561645,4.424132675771175,24866600
4.474727630615234,4.491592031795378,4.398837021140117,4.424133890965156,33514000
4.522510051727295,4.561860495538131,4.508456474969022,4.525320874300868,33685800
4.412890434265137,4.50283488126344,4.376350544555637,4.4972132360520725,45255400
4.37354040145874,4.525321351732556,4.351054086552598,4.480348989975095,41208700
4.266731262207031,4.348243243656417,4.244245216845463,4.314514175614065,30412200
4.362297058105469,4.370729258042596,4.3060816770451416,4.359486235441492,25661000
4.247056007385254,4.3426218395077045,4.213326937469358,4.339811016667675,38490800
4.306082248687744,4.311703894761985,4.227381080032245,4.277974822481056,24516800
4.244246006011963,4.348244052160103,4.2273813348276015,4.247056561163644,23325000
4.266731262207031,4.322946375610951,4.249866594158453,4.266731262207031,30927300
4.089653015136719,4.266730804400284,4.089653015136719,4.261109159635674,49300700
4.075599670410156,4.100896538839402,3.9828446648727924,4.0306275790047446,46467600
4.022195816040039,4.182408976098596,4.002520322870596,4.137436879805306,42454600
4.039059638977051,4.047491838809272,3.980033704041904,4.027816616515823,28295100
3.8198204040527344,3.9631691353611322,3.819820404052735,3.954736667833729,67172700
3.991276502609253,3.991276502609253,3.8085773308492556,3.895710683022257,55593200
3.853550910949707,4.025007127297415,3.8451187083240526,4.008142722046107,35362300
3.6989572048187256,3.9013318405389033,3.6680389656613066,3.881656621807341,81797400
3.822631597518921,3.8423068208826145,3.628689114444627,3.6483643378083213,52351600
3.6539855003356934,3.8310632913646887,3.6033917691689004,3.825441646544032,46384300
3.839495897293091,3.8563605654869066,3.662418087504656,3.7102010013231927,62807700
3.8141987323760986,3.8844676862846033,3.7720374672529107,3.788901866080271,36467200
3.7889015674591064,3.8704138049012036,3.7495511279268,3.8507383170802854,30084700
3.8704144954681396,3.876035872952261,3.659607612744728,3.7214441053441303,32021200
3.9210078716278076,3.9659799626485874,3.8704144032568344,3.9069540261701126,44850600
4.0615458488464355,4.0727888717642635,3.915386550914671,3.946304796924996,43051400
4.0615458488464355,4.1149504087472275,4.033438425579271,4.0896535401684115,32928600
4.072788238525391,4.117760323204424,4.008140933812973,4.0362483527099835,33553000
4.123382091522217,4.145868134536337,4.084031382220118,4.086842204610577,39427200
4.173976421356201,4.185219444476794,4.095274991457233,4.123382683286123,24132000
4.095275402069092,4.261110210766344,4.075600176649026,4.230191961098405,49920900
4.0840325355529785,4.17959837937822,4.053114284690928,4.109329408101408,34602700
4.131814956665039,4.188030073261912,4.103707532394012,4.106518087182741,33024900
4.199273109436035,4.199273109436035,4.131814969313286,4.188030086082244,37906000
4.126192569732666,4.2133259121305935,4.089652685868945,4.20770453587335,38593200
4.117762088775635,4.168355839759994,4.09808686030611,4.103708507328765,42628900
3.9575483798980713,4.129004570672396,3.9575483798980713,4.117761546163503,44572600
4.013763427734375,4.033438921299854,3.926630056425983,3.974412976713105,46459500
3.963169813156128,4.03906015749827,3.921008272472864,3.9772233919957154,45349800
3.822631597518921,4.013762989756497,3.808577751664219,4.002519966683698,41014100
3.9013330936431885,3.9069544716343225,3.8310641263975724,3.8788470455689783,28227600
