Date,Close,High,Low,Open,Volume,RSI,EMA_short,EMA_long,MACD,MACD_signal,MACD_hist,BB_upper,BB_middle,BB_lower,ADX,ATR,OBV,MFI,wavelet_cA,wavelet_cD
2017-04-28,11.10142993927002,11.107429228399615,10.98144758942031,11.026440541521175,10800.0,58.942060833945845,10.817751223407091,10.788553712014927,0.053945205854963874,-0.015042864598953622,0.0689880704539175,11.214920949317888,10.718434047698974,10.22194714608006,18.333054017366333,0.24822454303634456,1609200.0,89.71144211423241,15.699792781850388,7.450637329320386e-16
2017-05-02,11.365389823913574,11.365389823913574,10.996442225445934,11.239408219472123,13800.0,64.6652519563389,10.867536550725863,10.811174736010953,0.08990022858598401,0.005945754038033907,0.0839544745479501,11.268412873564273,10.72881293296814,10.189212992372006,18.725940151906276,0.2568476184242942,1623000.0,90.61158055721295,16.058724831194468,3.100915838689759e-05
2017-05-03,11.29940128326416,11.314400077388475,11.00244392525908,11.242409756032714,41200.0,62.326266652563014,10.906796980956617,10.830320875118922,0.1117815710318606,0.027112917436799246,0.08466865359506134,11.334351669614847,10.779096794128417,10.223841918641988,19.09076299112193,0.2644260670121657,1581800.0,89.01621960498316,15.979766541488129,6.320898665590491e-16
2017-05-04,10.801471710205078,11.287403802770507,10.801471710205078,11.146423377171576,18400.0,48.16827397116196,10.897221956342841,10.82918953531838,0.08793033126785588,0.03927640020301057,0.04865393106484531,11.336614514673354,10.781387281417846,10.226160048162338,18.165012386992654,0.2811048888726597,1563400.0,88.1307625608618,15.30268304325709,-5.849516496247054e-05
2017-05-05,11.239415168762209,11.254412824623888,10.915460309760492,10.915460309760492,38600.0,57.34582700084253,10.928330430199148,10.845276815061275,0.10317706796137927,0.05205653375468431,0.051120534206694955,11.395651763623189,10.814175987243653,10.232700210864117,17.305386826015468,0.293378904983099,1602000.0,88.32668200019566,15.894933364805404,1.494030593685025e-16
2017-05-08,11.25441074371338,11.30540299306432,11.089434271243013,11.30540299306432,7800.0,57.622518702065825,10.957974095064078,10.861321282851554,0.11514293809672616,0.06467381462309268,0.05046912347363347,11.450270980268598,10.845964860916137,10.241658741563676,16.77783050427114,0.2878496061858281,1609800.0,93.12748472014133,15.915324313436047,1.7616319220880878e-06
2017-05-09,11.068439483642578,11.158426563947028,10.9994482063531,11.158426563947028,20000.0,53.02831906212828,10.96801640311667,10.869443565235516,0.10837042314758172,0.07341313632799049,0.03495728681959123,11.472225278550978,10.864373397827148,10.256521517103318,15.72851364162123,0.2855005298411462,1589800.0,94.5297213927146,15.65313723207319,7.454974138010328e-16
2017-05-10,11.365389823913574,11.419382267030503,11.242407291091029,11.24840657857592,6600.0,58.691721222392864,11.004141259552751,10.888892438124852,0.12551767734696462,0.0838340445317853,0.04168363281517931,11.532537686903567,10.904918575286866,10.277299463670165,16.027172453695233,0.29017497652305896,1596400.0,64.39773385491769,16.056929627765516,3.488477102082032e-05
2017-05-11,11.326401710510254,11.33840029255978,10.96345318537032,11.33840029255978,22800.0,57.70791456564929,11.033437664185252,10.906049664492906,0.1344115719912633,0.09394955002368091,0.04046202196758239,11.569674466715226,10.946721696853638,10.32376892699205,14.944070602501421,0.2981579523816444,1573600.0,55.082758834161496,16.01795091188942,1.7613948494199505e-15
2017-05-12,11.608359336853027,11.608359336853027,11.341397256208504,11.410387366827516,16600.0,62.591507199867,11.085703270791413,10.933591220271735,0.1623403135206516,0.10762770272307505,0.05471261079757654,11.664311428731768,10.99489631652832,10.325481204324873,14.91680041140853,0.2970007862360107,1590200.0,50.54642882305732,16.40135624936359,3.3123475203856436e-05
