Close,High,Low,Open,Volume,RSI,EMA_short,EMA_long,MACD,MACD_signal,MACD_hist,BB_upper,BB_middle,BB_lower,ADX,wavelet_cA,wavelet_cD
10.766581535339355,10.84845735609183,10.454826836649202,10.750836554814653,19174600.0,62.02561212953681,10.46739422816121,9.824836082458496,0.275830263607693,0.3221299362530573,-0.046299672645364276,11.117315929213172,10.55758810043335,9.997860271653527,27.123833865708907,15.239542291299841,0.007778916293738667
10.621726036071776,10.83900965533158,10.495764987720532,10.741390053080746,11298800.0,57.345563310589675,10.481424392516715,9.856086668874703,0.253960588478769,0.3084960666981996,-0.05453547821943061,11.061450552363283,10.594445896148681,10.127441239934079,26.24758231531592,15.239542291299841,0.007778916293738667
10.332014083862305,10.738239858200972,10.30052292222734,10.681556968523022,22519400.0,49.32884887222309,10.467841637184495,9.874750489070294,0.21082116489975533,0.28896108633851075,-0.07813992143875542,11.012149421929895,10.610852098464965,10.209554775000036,24.552541905418234,15.239542291299841,0.007778916293738667
10.313121795654297,10.520958705928322,10.13992457063682,10.294227094260195,15928800.0,48.8492727778475,10.453776197045386,9.891941520701039,0.1731128736927694,0.2657914438093625,-0.09267857011659308,11.01348634995833,10.610143280029297,10.206800210100264,23.255321638779,15.239542291299841,0.007778916293738667
10.06749439239502,10.473720794020538,10.01396061536797,10.423336133363613,14967400.0,42.99644158773495,10.418659669349898,9.89882594704198,0.12200233560743534,0.23703362216897705,-0.11503128656154171,11.05024164608557,10.596838808059692,10.143435970033813,22.50797768228428,15.239542291299841,0.007778916293738667
10.4075927734375,10.489468610550263,10.023409525922355,10.067495960706806,17915400.0,51.63686071971233,10.417653587903317,9.918777587292784,0.10769848191311304,0.21116659411780425,-0.10346811220469121,11.051321897091963,10.59221830368042,10.133114710268877,21.74051895970035,15.239542291299841,0.007778916293738667
10.4075927734375,10.502063876727783,10.26588551786945,10.357208104931669,11056200.0,51.63686071971232,10.416738968406424,9.93794681027885,0.09526442580601646,0.1879861604554467,-0.09272173464943023,11.042999300522208,10.578806018829345,10.114612737136483,20.965640229969022,15.239542291299841,0.007778916293738667
10.45483112335205,10.546153729610552,10.360360000203656,10.39184997416462,9336400.0,52.78959728365689,10.420201891583298,9.958216783340545,0.08820531089129169,0.1680299905426157,-0.079824679651324,11.029795503422466,10.566342735290528,10.102889967158589,20.019960377966235,15.239542291299841,0.007778916293738667
10.48947048187256,10.49261899866232,10.272185584149488,10.344613482968688,8150400.0,53.661794314219236,10.42649903615505,9.979050261714349,0.08443273024587761,0.1513105384832681,-0.06687780823739048,11.030022150017716,10.567229270935059,10.104436391852401,19.523637815958363,15.239542291299841,0.007778916293738667
10.42333698272705,10.489467831255917,10.332015603714629,10.451678431735088,9166800.0,51.69803926251972,10.426211576752506,9.996473270381514,0.07523920154346442,0.13609627109530736,-0.060857069551842946,11.029445288701153,10.5687340259552,10.108022763209247,19.062766865522484,15.239542291299841,0.007778916293738667
10.801225662231444,10.801225662231444,10.382403241691128,10.420191450768218,18763800.0,60.5759441778504,10.4603037663415,10.028032187708963,0.09732383352861085,0.12834178358196807,-0.031017950053357224,11.052841341587571,10.581283283233642,10.109725224879712,18.317725693089383,15.239542291299841,0.007778916293738667
10.728796005249023,10.911441188219248,10.681559850683534,10.832715064786974,13016800.0,58.361771808573025,10.48471215169673,10.055513121730142,0.1077396399852848,0.12422135486263142,-0.01648171487734662,11.066933748406003,10.595146226882935,10.123358705359868,18.070352155695712,15.239542291299841,0.007778916293738667
10.634323120117188,10.747688911115802,10.612279905341358,10.643769868945368,13808800.0,55.51160391180879,10.498313148825863,10.078211553039438,0.10713607141535064,0.12080429817317526,-0.013668226757824614,11.020549095509931,10.578832149505615,10.137115203501299,17.47911007905462,15.239542291299841,0.007778916293738667
10.665816307067873,10.798076836958789,10.571345186440343,10.631176615875836,7270000.0,56.27814366884903,10.513540708666046,10.101254876726827,0.10795454318807352,0.11823434717615491,-0.010279803988081399,10.948314924733156,10.5596932888031,10.171071652873044,17.14508663012552,15.239542291299841,0.007778916293738667
10.70675277709961,10.779180666439917,10.580790499215842,10.643771638157723,11750200.0,57.30785241318854,10.531105442160007,10.12499989242772,0.11063113214999731,0.11671370417092339,-0.006082572020926075,10.909765020837899,10.549357557296753,10.188950093755608,16.834921998977066,15.239542291299841,0.007778916293738667
10.524105072021484,10.785476315545566,10.432783703770983,10.738240172343737,9555000.0,51.4819969580307,10.530469044874687,10.140651075941202,0.09689723384156856,0.11275041010505242,-0.015853176263483856,10.89995898462468,10.542773008346558,10.185587032068435,15.724552134653502,15.239542291299841,0.007778916293738667
10.278482437133787,10.54930049273174,10.19345808005546,10.517810524005828,11873800.0,44.87520188426154,10.507561171443696,10.14605622736052,0.06543898669900372,0.10328812542384268,-0.03784913872483896,10.904686577580083,10.529406404495239,10.154126231410395,15.60107222018119,15.239542291299841,0.007778916293738667
10.234392166137695,10.439080489966392,10.076939978966346,10.256435376240496,10659800.0,43.78888042469812,10.482727625506786,10.14952038182237,0.03652929581897091,0.08993635950286832,-0.053407063683897416,10.907198131725103,10.5117928981781,10.116387664631098,15.936840503551633,15.239542291299841,0.007778916293738667
10.32572078704834,10.332019022385778,10.165118789107549,10.256441399602071,15373800.0,46.66881103749282,10.468454276556018,10.156430201635153,0.020748438868011476,0.07609877537589696,-0.055350336507885484,10.886538148954147,10.493089389801025,10.099640630647903,16.248625338109896,15.239542291299841,0.007778916293738667
