Close,High,Low,Open,Volume,RSI,EMA_short,EMA_long,MACD,MACD_signal,MACD_hist,BB_upper,BB_middle,BB_lower,ADX,wavelet_cA,wavelet_cD
3.991276502609253,3.991276502609253,3.808577330849256,3.895710683022257,55593200.0,40.24536445071695,4.188978090766222,4.312546563148499,-0.10554124147122224,-0.06332924863155909,-0.04221199283966315,4.643929855795917,4.262936675548554,3.8819434953011913,22.821996150407198,5.791641742486527,-0.04206926999796314
3.853550910949707,4.025007127297415,3.845118708324053,4.008142722046107,35362300.0,35.65468369144887,4.158484710782902,4.294546733650507,-0.11839066769624029,-0.07434153244449533,-0.04404913525174496,4.643661076134906,4.233283245563507,3.822905414992109,23.50977339117963,5.791641742486527,-0.04206926999796314
3.6989572048187256,3.9013318405389033,3.6680389656613066,3.881656621807341,81797400.0,31.334118566085927,4.116709482967977,4.2711902815394565,-0.13944096203459555,-0.08736141836251538,-0.052079543672080175,4.654147027143431,4.195619034767151,3.737091042390871,25.017263851266033,5.791641742486527,-0.04206926999796314
3.822631597518921,3.842306820882615,3.628689114444627,3.648364337808321,52351600.0,37.82511836914715,4.089975129745335,4.2535997449112,-0.14447852357107394,-0.09878483940422708,-0.045693684166846854,4.633199961262716,4.163857495784759,3.6945150303068024,26.580513658206534,5.791641742486527,-0.04206926999796314
3.653985500335693,3.8310632913646887,3.603391769168901,3.825441646544032,46384300.0,33.21431045912437,4.050339708889913,4.2300854608102,-0.16023210205932914,-0.1110742919352475,-0.049157810124081644,4.6340133444224465,4.127177131175995,3.620340917929543,28.137565011742275,5.791641742486527,-0.04206926999796314
3.839495897293091,3.856360565486906,3.662418087504656,3.7102010013231927,62807700.0,41.64141073301633,4.031172089653839,4.214768223025215,-0.15595009226225098,-0.12004945200064819,-0.03590064026160279,4.590634265926383,4.095415544509888,3.6001968230933934,29.275244790427514,5.791641742486527,-0.04206926999796314
3.814198732376098,3.8844676862846033,3.772037467252911,3.788901866080271,36467200.0,40.88382027084012,4.0114472389922256,4.199059615548778,-0.15283603971077042,-0.12660676954267264,-0.026229270168097785,4.528571390662686,4.0599999785423275,3.591428566421969,29.985699930761772,5.791641742486527,-0.04206926999796314
3.7889015674591056,3.870413804901204,3.7495511279268,3.850738317080285,30084700.0,40.098189453164444,3.9912158143073966,4.182974986211929,-0.1506725411557155,-0.1314199238652812,-0.019252617290434287,4.482075376934722,4.028800535202026,3.575525693469331,30.767617708052203,5.791641742486527,-0.04206926999796314
3.87041449546814,3.876035872952261,3.659607612744728,3.7214441053441294,32021200.0,43.84284167074576,3.9802338762311007,4.170717712065113,-0.14075797063857598,-0.13328753321994016,-0.007470437418635817,4.432800199681902,4.0036442399024965,3.5744882801230906,31.949965933369608,5.791641742486527,-0.04206926999796314
3.921007871627808,3.965979962648587,3.8704144032568335,3.906954026170113,44850600.0,46.09526644103178,3.9748496939944378,4.160925169302866,-0.12735012645840982,-0.1321000518676341,0.0047499254092242815,4.399277419396529,3.986358070373535,3.5734387213505414,31.950145120935183,5.791641742486527,-0.04206926999796314
4.061545848846436,4.072788871764264,3.915386550914671,3.946304796924996,43051400.0,51.87016386679413,3.982731162617347,4.157027941049672,-0.10418311501253807,-0.1265166644966149,0.022333549484076815,4.34876254758765,3.9713205099105835,3.5938784722335173,30.840936530421228,5.791641742486527,-0.04206926999796314
4.061545848846436,4.114950408747228,4.033438425579271,4.089653540168412,32928600.0,51.87016386679413,3.9898961340927186,4.153283545276996,-0.08484505060323588,-0.1181823417179391,0.03333729111470321,4.32057040005233,3.9620450019836424,3.603519603914955,29.41469510870396,5.791641742486527,-0.04206926999796314
4.072788238525391,4.117760323204424,4.008140933812973,4.036248352709984,33553000.0,52.34382835424556,3.9974317799502344,4.150126866580854,-0.067830421469385,-0.10811195766822827,0.04028153619884327,4.277147324861494,3.950380301475525,3.623613278089555,28.280493668135506,5.791641742486527,-0.04206926999796314
4.123382091522217,4.145868134536337,4.084031382220118,4.086842204610577,39427200.0,54.51335100617926,4.00888180827496,4.149078051872673,-0.0496908984448905,-0.09642774582356071,0.04673684737867022,4.2531171571235316,3.9443371057510377,3.6355570543785434,26.947446611162157,5.791641742486527,-0.04206926999796314
4.173976421356201,4.185219444476794,4.095274991457233,4.123382683286123,24132000.0,56.63919388033348,4.0238904094641645,4.150054458519086,-0.030876728470910386,-0.08331754235303065,0.05244081388212027,4.2312783927066615,3.9396993637084963,3.6481203347103306,25.322379414182848,5.791641742486527,-0.04206926999796314
4.095275402069092,4.261110210766344,4.075600176649026,4.230191961098405,49920900.0,52.526829412717525,4.03037995424643,4.147906260226929,-0.022062554349288277,-0.07106654475228218,0.0490039904029939,4.232147516216342,3.939980483055115,3.6478134498938877,23.907154301583216,5.791641742486527,-0.04206926999796314
4.0840325355529785,4.17959837937822,4.053114284690928,4.109329408101408,34602700.0,51.94658242358747,4.035257461637935,4.14540140827893,-0.015802304097459086,-0.06001369662131756,0.04421139252385847,4.233374053472669,3.940402126312256,3.6474301991518425,22.375484568334397,5.791641742486527,-0.04206926999796314
4.131814956665039,4.188030073261912,4.103707532394012,4.106518087182741,33024900.0,54.25923762560607,4.044035415731308,4.144868606254856,-0.006905763280420807,-0.04939210995313821,0.042486346672717404,4.248706661244991,3.9458830833435057,3.6430595054420203,21.03349021425589,5.791641742486527,-0.04206926999796314
