Date,ATR,Open,High,Low,Close
2017-05-02,0.2929364824985286,10.315629843144556,10.596370172292035,10.243885356791443,10.571414947509766
2017-05-03,0.2971899348558188,10.552698400436666,10.593248850745708,10.381134226319713,10.537100791931152
2017-05-04,0.2911131269679742,10.55893596204842,10.55893596204842,10.094156265258787,10.094156265258787
2017-05-05,0.3035178819552356,10.153426698868431,10.415450667416753,10.106637426942834,10.328109741210938
2017-05-08,0.3047876333982877,10.200214008169254,10.312510129972996,10.044247436759726,10.069201469421388
2017-05-09,0.3032929670449252,10.081679869145198,10.278198097670256,10.031770609988264,10.106635093688965
2017-05-10,0.2992311470904299,10.259478525772735,10.40296745300293,10.234524498829773,10.40296745300293
2017-05-11,0.2990240908206824,10.449757654685476,10.870866815544003,10.449757654685476,10.727377891540527
2017-05-12,0.3110866102292818,10.792883992486097,11.039311408996582,10.733617136207606,11.039311408996582
2017-05-15,0.3111471036026227,11.033077016310653,11.033077016310653,10.758576655431368,10.839678764343262
2017-05-16,0.3089747928856649,10.824082342236828,10.88334922221357,10.771053079158074,10.839678764343262
2017-05-17,0.2949263178977956,10.767934348349142,10.767934348349142,10.418569492936925,10.546462059020996
2017-05-18,0.3039393860055485,7.860713469456534,9.283128078084776,7.860713469456534,8.447147369384766
2017-05-19,0.4740686148311853,8.843302651281272,9.017985003847352,8.659262092430092,8.727887153625488
2017-05-22,0.4809806876619996,8.56880115804551,8.637426813737314,8.153930201681398,8.32237434387207
2017-05-23,0.4876218493964347,8.480343303050892,8.546301241186244,8.38611750597953,8.518033981323242
2017-05-24,0.4687864956762732,8.700205341800574,8.932629521738765,8.66879653930664,8.66879653930664
2017-05-25,0.4649157131576481,8.709627178803245,8.844684604215328,8.546301892301514,8.70334529876709
2017-05-26,0.4530204987830885,8.763021978861005,9.10851759360548,8.731613177689134,9.064545631408691
2017-05-29,0.4496027699298958,9.064545631408691,9.064545631408691,9.064545631408691,9.064545631408691
2017-05-30,0.4174882863634747,9.020573122809418,9.136785508101983,8.99858714158265,9.10851764678955
2017-05-31,0.3975390063746075,9.108517570153614,9.187039273344594,8.835261779456863,8.901220321655273
2017-06-01,0.3942703269112591,8.98602187786205,9.045697927493205,8.747315882118682,8.806992530822754
2017-06-02,0.3874211639443493,8.904360768468011,8.967177768097592,8.734753611414801,8.819557189941406
2017-06-05,0.3763499491399523,8.73161354522143,8.850966874883767,8.60283799416207,8.66879653930664
2017-06-06,0.3671913013957912,8.684499329514331,9.01429080728707,8.640527372107162,8.98602294921875
2017-06-07,0.3676607395232281,9.045697178791366,9.092810665437268,8.976598316955776,9.023711204528809
2017-06-08,0.3497001401631041,8.91692065063041,8.92634346669359,8.73475040025188,8.888652801513672
2017-06-09,0.3453616161712345,8.90435732551594,8.970315239484716,8.65622856556227,8.744173049926758
2017-06-12,0.3431276917248925,8.706483186471074,8.744173854401382,8.452073124928237,8.536876678466797
2017-06-13,0.3394829087069105,8.593130589628629,8.675029998128597,8.504931087980216,8.630929946899414
2017-06-14,0.3273840516670155,8.66242699986797,8.804176045644256,8.56477799100528,8.627777099609375
2017-06-15,0.321099337593584,8.627777099609375,8.627777099609375,8.627777099609375,8.627777099609375
2017-06-16,0.2981636706226137,8.586827716954543,8.772676199005598,8.583677671399977,8.659276962280273
2017-06-19,0.2903661604071142,8.693926589022563,8.741176069234859,8.482878349985224,8.545877456665039
2017-06-20,0.2880755574672943,8.523827931097424,8.523827931097424,8.174181289010589,8.18993091583252
2017-06-21,0.2940484581949483,8.240331031066729,8.284430469965026,8.098581976308209,8.145832061767578
2017-06-22,0.2863198892993675,8.158431061378906,8.249780579213411,8.117481671156034,8.18993091583252
2017-06-23,0.2753183906392253,8.221431211053108,8.227731302443543,8.026132583618164,8.026132583618164
2017-06-26,0.2700526997953791,8.123782247882891,8.536428623546705,8.098581882165615,8.495478630065918
2017-06-27,0.2872129383763192,8.407279259074768,8.498628176190826,8.202531106136261,8.221430778503418
2017-06-28,0.2878475192104796,8.287583467097381,8.363182789621154,8.114335094748322,8.312783241271973
2017-06-29,0.2850618174720762,8.38522851029422,8.486027551606451,8.256079062702037,8.366328239440918
2017-06-30,0.2811251511458147,8.404129517424316,8.47972881043624,8.369479616156852,8.44192886352539
2017-07-03,0.2691448239922081,8.492327650618298,8.593127299975103,8.441928126344756,8.558477401733398
2017-07-04,0.2607201346806466,8.498628111035591,8.637227109221593,8.47342834780266,8.602577209472656
2017-07-05,0.2537971794476671,8.662426495648795,8.687626257785565,8.47342797921815,8.558477401733398
2017-07-06,0.2509686865276491,8.552179091038061,8.574228812395926,8.460830159582644,8.501779556274414
2017-07-07,0.2411422555480515,8.583676740853196,8.612026546961156,8.331679131904318,8.388378143310547
2017-07-10,0.2439426240843934,8.400976584411556,8.517525829920382,8.350577073058973,8.47657585144043
2017-07-11,0.2384430621398945,8.476579771207813,8.84827678992162,8.454530049895952,8.832527160644531
2017-07-12,0.2495361819888783,8.908128602017275,9.125476422126823,8.76637950124149,9.084527015686035
2017-07-13,0.2573619490529108,9.103423134717303,9.201072143273016,9.071923280109406,9.166422843933104
