Date,ATR,Open,High,Low,Close
2017-05-02,0.2187559627303432,13.269982702120496,13.457798329322715,13.197745180526343,13.414456367492676
2017-05-03,0.2222219618289822,13.414454266006612,13.457796221046774,13.248308956839397,13.407230377197266
2017-05-04,0.2213123405702961,13.43612667013017,13.891220667578082,13.342217488268613,13.746747016906738
2017-05-05,0.2447188290516657,13.681731398561295,13.746745014127086,13.623941671149018,13.652835845947266
2017-05-08,0.2360107231020982,13.609494651714394,13.67450827089582,13.558928809643476,13.645612716674805
2017-05-09,0.2274084901128301,13.681732372013666,13.768416280391737,13.58059930848474,13.688956260681152
2017-05-10,0.2245805245266992,13.72507264871082,13.905665709878068,13.68173069981908,13.862323760986328
2017-05-11,0.224534416350434,13.833431704216745,14.144052068338612,13.811761413204746,14.10793399810791
2017-05-12,0.2322312905492506,14.136827357078223,14.29575016361506,14.071813732188785,14.223512649536133
2017-05-15,0.2316388006118952,14.230736977089348,14.339092562637536,14.07181416565705,14.259631156921388
2017-05-16,0.2341844860667944,14.21628926287685,14.346316517252044,14.165723414578949,14.317420959472656
2017-05-17,0.2303565301101016,14.20906485602195,14.389657952118917,14.09348538474517,14.187393188476562
2017-05-18,0.2350576756289334,13.183294613139967,13.87677136705491,13.038819600499773,13.580598831176758
2017-05-19,0.3003088122252089,13.493914920176817,13.7178499496408,13.291650178128672,13.450572967529297
2017-05-22,0.3093010236028461,13.320548553891564,13.602273372511023,13.320548553891564,13.414456367492676
2017-05-23,0.3073312946754613,13.414453794170113,13.710626335856231,13.414453794170113,13.645612716674805
2017-05-24,0.3065342408905082,13.78286668372178,13.826208646168588,13.609497456118405,13.623945236206056
2017-05-25,0.3001183086876279,13.69617914315319,13.753970254061134,13.55892938819458,13.667284965515137
2017-05-26,0.2926127770575512,13.725075349288844,13.782865085120578,13.602271988419409,13.746747016906738
2017-05-29,0.2846113713178096,13.746747016906738,13.746747016906738,13.746747016906738,13.746747016906738
2017-05-30,0.2642819876522518,13.660059603284694,13.681731267537678,13.573375701904297,13.573375701904297
2017-05-31,0.2577883681772654,13.587824368111544,13.638390215325684,13.450574605049166,13.515586853027344
2017-06-01,0.2527903140414977,13.522807721769995,13.602269108395175,13.385557989364663,13.400004386901855
2017-06-02,0.2502132286835701,13.443351927256789,13.551707520739953,13.22663936247433,13.414456367492676
2017-06-05,0.2555600093680025,13.378334241962976,13.710624811669328,13.363886466458602,13.660058975219728
2017-06-06,0.2620727476424827,13.623942955592778,13.8551018870352,13.616719066758211,13.775640487670898
2017-06-07,0.2603806099735189,13.833432144058335,13.876774105276471,13.5372595497382,13.6094970703125
2017-06-08,0.2660330346567155,13.530032713906447,13.573376043503233,13.38555908203125,13.38555908203125
2017-06-09,0.2630262456298965,13.450574858234027,13.48669292754799,12.988255579682352,13.082164764404297
2017-06-12,0.2798413243610209,13.046043784734856,13.147176847002536,12.952135988860435,13.060491561889648
2017-06-13,0.2737841482025266,13.082165197142189,13.30610026549144,13.082165197142189,13.284428596496582
2017-06-14,0.2717716164453312,13.262755810538504,13.356663602886304,13.002701342781808,13.132728576660156
2017-06-15,0.2776423767067001,13.132728576660154,13.132728576660154,13.132728576660154,13.132728576660156
2017-06-16,0.2578107783705073,13.161624327881016,13.161624327881016,12.814885914568402,12.84378147125244
2017-06-19,0.2641627522949435,12.88712178465314,12.995477352765104,12.757094551792466,12.908793449401855
2017-06-20,0.2623213272004931,12.923241186292138,13.197743456937452,12.86545145212722,13.053268432617188
2017-06-21,0.2673192327440459,13.06049295402822,13.197744095996834,12.995479327717614,13.09661102294922
2017-06-22,0.2626724852822726,13.118282140051967,13.23386160912429,13.074940183603838,13.147177696228027
2017-06-23,0.2552616952992855,13.219415034735473,13.22663892443726,13.082165263849728,13.17607307434082
2017-06-26,0.247348264248446,13.285384829188564,13.401987111078723,13.241659320981965,13.314536094665527
2017-06-27,0.2458172479976929,13.3145373724545,13.38012633606336,13.16149599403084,13.329113006591797
2017-06-28,0.2438753261430377,13.38741475381298,13.416564633386525,13.219797733731202,13.336400032043455
2017-06-29,0.2405104385367724,13.33640165250746,13.380128562194454,13.19064945691177,13.29996395111084
2017-06-30,0.2368653433043375,13.314539082833557,13.42385357288781,13.29996344682388,13.34368896484375
2017-07-03,0.2287956849300227,13.380126173296809,13.438427319127795,13.263523881634832,13.32182502746582
2017-07-04,0.2249462386845185,13.256238271029147,13.34368930932654,13.256238271029147,13.292675971984863
2017-07-05,0.215125152942581,13.278098106384276,13.394700397877632,13.212509143668145,13.278098106384276
2017-07-06,0.2127727316045028,13.278097884883552,13.292673518579315,12.91371538254308,12.957442283630373
2017-07-07,0.2246431176353409,13.023032622671275,13.234373773577214,12.99388135219648,13.132347106933594
2017-07-10,0.2283780013718766,13.154209866745434,13.394702300868458,13.1177721667304,13.34368896484375
2017-07-11,0.2318460108551752,13.34368751563273,13.576892106423388,13.278098550721731,13.496728897094728
2017-07-12,0.2366279783442096,13.555032063225996,13.678922194282714,13.467579633652754,13.591469764709473
2017-07-13,0.2348218770789061,13.657057309944168,13.671632945015656,13.518591556783166,13.61333179473877
2017-07-14,0.2289804135898763,13.620621174725043,13.722647851911024,13.598757719609807,13.664346694946287
2017-07-17,0.2214739649264006,13.700784372621584,13.788236802918997,13.635195397400832,13.729935646057127
2017-07-18,0.2165859249686695,13.759085553760524,13.759085553760524,13.591469901238064,13.664346694946287
2017-07-19,0.2130880483653689,13.7590842502095,13.7590842502095,13.598756431248422,13.71535873413086
2017-07-20,0.2093194605507768,13.671633089749792,13.76637193869928,13.635194001685312,13.686208724975586
2017-07-21,0.2037379231552904,13.649771503486877,13.737223936791471,13.598758163229723,13.708072662353516
2017-07-24,0.1990756267557517,13.71535873413086,13.788235520934656,13.671633218052218,13.71535873413086
2017-07-25,0.193184675050515,13.759084701538086,13.83924930865275,13.729934819865845,13.759084701538086
