ticker,k,sharpe_val,adjusted_sharpe,features_used
BBDC4.SA,1,0.02981381262968731,0.02981381262968731,ATR
BBDC4.SA,2,0.0,0.0,"ATR, OBV"
BBDC4.SA,3,0.0,0.0,"ATR, OBV, MACD"
BBDC4.SA,5,0.0,0.0,"ATR, OBV, MACD, MACD_signal, BB_upper"
BBDC4.SA,8,2.3750646529980743,2.3750646529980743,"ATR, OBV, MACD, MACD_signal, BB_upper, BB_middle, EMA_long, RSI"
BBDC4.SA,10,2.6298321388491526,2.6298321388491526,"ATR, OBV, MACD, MACD_signal, BB_upper, BB_middle, EMA_long, RSI, wavelet_cA, ADX"
