Date,wavelet_cD,ATR,EMA_long
2017-05-02,3.946495907847236e-16,0.3735035042582665,16.18668518846094
2017-05-03,-3.2876550959989696e-05,0.3742354547065479,16.21790715387018
2017-05-04,5.0523821237824507e-17,0.3841535593303858,16.236929994041823
2017-05-05,2.9889036538234414e-05,0.4045700538840431,16.233755077402968
2017-05-08,3.3393426912553537e-17,0.4017204150970238,16.24068212019419
2017-05-09,4.981954228175465e-06,0.3933195319122625,16.248834221940367
2017-05-10,1.8962695996771476e-15,0.3770378018746538,16.25832969183383
2017-05-11,3.3376225241925914e-05,0.3649480067055632,16.27061210767471
2017-05-12,1.0351962342891596e-15,0.3652314515626626,16.293554394094407
2017-05-15,8.467574449242798e-06,0.3548935857159291,16.321916290820905
2017-05-16,4.679416576447437e-16,0.3468086110496701,16.35199257217907
2017-05-17,-4.084938065047417e-05,0.3396039817122749,16.380058236307196
2017-05-18,1.0636023312082798e-15,0.3489675666814122,16.39338708979492
2017-05-19,4.4833890909805546e-05,0.5581726873146199,16.327205149190025
2017-05-22,9.389190813724468e-16,0.5710056915266011,16.27858487034474
2017-05-23,2.739839552755004e-05,0.5674748156464464,16.220230832592154
2017-05-24,2.6356954813122613e-15,0.5545036585265383,16.173311224363204
2017-05-25,-3.337443268621528e-05,0.5433670388842277,16.13305371470537
2017-05-26,-1.1535911115245767e-16,0.5436275039798264,16.083233995355233
2017-05-29,-1.1535911115245767e-16,0.539023007075482,16.051165474644208
2017-05-30,1.188719261913107e-15,0.5005213637129475,16.020354542980673
2017-05-31,-1.8929924800649683e-05,0.4753709079326634,15.989587839496176
2017-06-01,1.0904905450859204e-15,0.4626179806119476,15.953708552584734
2017-06-02,1.7443113734095074e-05,0.4556330492460393,15.912498493989672
2017-06-05,2.1978946440626146e-15,0.4397539264683208,15.878727314908868
2017-06-06,2.8406258713664992e-05,0.4292509641675835,15.845615242508089
2017-06-07,1.0620844481668e-15,0.4249524653724926,15.823284159975984
2017-06-08,-1.8935302462134204e-05,0.4176266678891231,15.811643498649184
2017-06-09,-4.145989107584569e-16,0.4087027796168668,15.794138417874857
2017-06-12,-4.145989107584569e-16,0.4064780361244203,15.76783703443893
2017-06-13,-4.902762223979451e-16,0.3935035960304738,15.742567077804416
2017-06-14,1.5947676004073345e-05,0.3799408925836179,15.725607980328284
2017-06-15,5.939259500875593e-16,0.3746193786745141,15.71463754252742
2017-06-16,-1.2957696816812874e-05,0.3478608516263347,15.704097317973648
2017-06-19,6.87817858224804e-16,0.3408917396210997,15.68964494284995
2017-06-20,-3.986930204362502e-05,0.3371473082980045,15.678920626997437
2017-06-21,2.81155307368941e-15,0.3406397099105294,15.655307842579052
2017-06-22,1.4930850063643412e-06,0.3338832338971298,15.633286714379338
2017-06-23,-7.41594285980085e-17,0.3227610234496426,15.612627576211564
2017-06-26,4.9836011364381375e-05,0.3115241705297499,15.590782466483155
2017-06-27,7.435458498905589e-16,0.3226040207015691,15.586430109494849
2017-06-28,-4.982178288335647e-07,0.3216809566027018,15.576758448024632
2017-06-29,-3.892285799222961e-16,0.3187026814066502,15.567299754075403
2017-06-30,1.195924453646917e-05,0.3107858672611688,15.56420162499258
2017-07-03,2.0220370516854658e-15,0.3025246849399653,15.565217184053362
2017-07-04,-7.478645104696006e-06,0.2919803880436671,15.57193474723425
2017-07-05,1.3444106938820257e-17,0.2793093233935223,15.575892381598512
2017-07-06,-2.5925028610103863e-05,0.2778500190367093,15.581358882799805
2017-07-07,7.2403021078582e-16,0.2774042545254652,15.577956809673005
2017-07-10,1.4459744592408869e-05,0.2851752643834612,15.568863183252004
2017-07-11,1.4580350815585064e-15,0.2781445784347562,15.564953070637593
2017-07-12,1.994316565120339e-05,0.2822250556342571,15.570349474866664
2017-07-13,9.280770596475918e-16,0.2966238629662892,15.58219161270986
2017-07-14,3.98831943417173e-06,0.2878650529490839,15.595233421175228
2017-07-17,2.817624605855329e-15,0.2860978152489381,15.609095152916057
2017-07-18,1.9937675973806697e-06,0.2817282060466093,15.616422080884096
2017-07-19,2.209604027525458e-16,0.273427191023109,15.62412723081946
2017-07-20,1.992311146242374e-06,0.2793602827645872,15.622543464436315
2017-07-21,1.1613973671664723e-15,0.2727439463164343,15.621686872827754
2017-07-24,1.146662843696123e-05,0.2653877572467121,15.621030672554866
2017-07-25,7.045145716810808e-16,0.2591633788841601,15.624227955140126
2017-07-26,-8.475416866852428e-06,0.259143169215866,15.628797571559264
2017-07-27,6.737232299824926e-16,0.2542741971277142,15.630358753529176
2017-07-28,6.979194896766751e-06,0.2549063145259091,15.632524713940525
2017-07-31,1.0388825216756103e-15,0.2548869977129225,15.63693550498439
2017-08-01,5.960240283765599e-05,0.2521407687473666,15.644834647826608
2017-08-02,1.605269736582038e-15,0.2779518807963255,15.672320284531018
2017-08-03,-4.489898298922325e-06,0.285088353606989,15.70538806576724
2017-08-04,4.5232914636095245e-16,0.2774618082203465,15.735660269233248
2017-08-07,3.042433781722106e-05,0.2715930604159618,15.763080623497768
2017-08-08,2.3219273725949563e-15,0.2752413002149417,15.799581815034736
2017-08-09,-1.2469674134736076e-05,0.2843909548621331,15.84264382685514
2017-08-10,1.4005723664167746e-15,0.2819699996383392,15.879854549632997
2017-08-11,9.974887847712067e-06,0.2815415162117244,15.907281087380996
2017-08-14,7.728193085476677e-16,0.2826595930516453,15.936961856554053
2017-08-15,8.514180839695913e-06,0.2903698177220569,15.977300046831076
2017-08-16,1.753805434212552e-15,0.2882839455531419,16.018898521150163
2017-08-17,-1.6120657411331646e-05,0.2891345178388058,16.060210774925906
2017-08-18,1.3062467774105357e-15,0.2853290565827334,16.09452159924426
2017-08-21,-1.4609086698692124e-05,0.2848590518390927,16.133877266940104
2017-08-22,2.3522850334245504e-15,0.2856479976538023,16.1668128212553
2017-08-23,2.216671619600756e-05,0.2992458930180915,16.21258343195764
2017-08-24,1.4038249729342313e-15,0.2950250164122397,16.26395873186957
2017-08-25,-6.0453865716454495e-06,0.289880355438212,16.319037171349144
2017-08-28,1.4281111015979064e-15,0.2863284448554808,16.369937622374092
2017-08-29,1.864031538240845e-05,0.2836428787709359,16.41278767872994
2017-08-30,1.8323016715005025e-15,0.2897260514233996,16.460179785140998
2017-08-31,-2.6197272666814413e-05,0.2861851615745115,16.502013495217422
2017-09-01,1.560383766641138e-15,0.2890235598704511,16.533461586359326
2017-09-04,-1.0583011609071984e-05,0.302546359971665,16.577892524168305
2017-09-05,7.793245215825806e-16,0.2907417413952323,16.61704828860139
2017-09-06,5.54365085759863e-05,0.3067463722269488,16.655005273391797
2017-09-07,2.948162547422584e-15,0.328041934201362,16.709979368996187
2017-09-08,-2.520106108342378e-06,0.3046103674726933,16.762797617714128
2017-09-11,7.363901155521546e-16,0.2987869611291604,16.81270330961673
2017-09-12,-6.0478513335777626e-06,0.310846452720422,16.87259692946881
2017-09-13,6.197299617927143e-16,0.3070290726323854,16.92812290748558
2017-09-14,-5.039764075542071e-06,0.3117580864797889,16.986518614640712
2017-09-15,2.240829050093041e-15,0.3097141867289875,17.040941937772143
2017-09-18,1.562367196651952e-05,0.3216058781886554,17.106690012870615
2017-09-19,7.268491364342823e-16,0.3161007233579899,17.17507517122484
2017-09-20,-2.318488656341197e-05,0.3152787630061843,17.238087177545335
2017-09-21,-9.107298248878236e-17,0.3289178636822357,17.290888627628384
2017-09-22,7.560542395135088e-06,0.3333090271028131,17.342628981021786
2017-09-25,1.3981871216373065e-15,0.332483722408734,17.394864134578913
2017-09-26,4.031004612525466e-06,0.3298786768100835,17.43781661396832
2017-09-27,2.2594773274597912e-15,0.327153313516183,17.480430298162233
2017-09-28,-1.1591771071159211e-05,0.3289126736025789,17.52187759429263
2017-09-29,1.3487475025719675e-16,0.3201276628590456,17.55782998207198
2017-10-02,3.781839681283716e-06,0.3168726725431993,17.598597011057056
2017-10-03,3.712308238590367e-16,0.3123247239062172,17.639027773424072
2017-10-04,-2.0165778382954382e-05,0.3399816141714318,17.702948965572844
2017-10-05,4.787836793695989e-16,0.3353157679838975,17.757631775195946
2017-10-06,-2.672069827923396e-05,0.3509084929989619,17.822119363505895
2017-10-09,1.2763227974499358e-15,0.3500603957699545,17.87515821740525
2017-10-10,4.839849551755175e-05,0.3455941826741126,17.917197381668885
2017-10-11,2.0768976816132323e-15,0.3546278127780643,17.97374416654925
2017-10-12,2.0768976816132323e-15,0.3467699922779023,18.026222329906272
2017-10-13,2.8549211605888307e-15,0.322000707115195,18.076642526072824
2017-10-16,-1.1595132111375752e-05,0.3342526208732025,18.118858527343367
2017-10-17,2.7759912424318856e-15,0.334900608033503,18.155548352993467
2017-10-18,4.0330212357987845e-06,0.3244668284148918,18.1896212936782
2017-10-19,2.894819800536297e-15,0.3199894225055898,18.22370432955341
2017-10-20,-4.537849104431935e-06,0.3207362647899917,18.251065470419192
2017-10-23,1.5972466405056453e-15,0.3125403769719724,18.27583881656429
2017-10-24,1.613298121954645e-05,0.3171915452008749,18.292740544767344
2017-10-25,1.3053794156725473e-15,0.327334667040461,18.314364915062928
2017-10-26,-1.3612651038470182e-05,0.3355271199059375,18.340189985269177
2017-10-27,8.825405684032006e-16,0.3394558361028212,18.360458180403
2017-10-30,-2.8233613406824804e-05,0.3397320723421968,18.37538801551779
2017-10-31,1.0234868508263162e-16,0.3494913062764996,18.38030752152498
2017-11-01,-3.555552211925196e-05,0.3775588281937927,18.367194711364267
2017-11-02,1.6106907474444654e-15,0.387388074354176,18.34272710989992
2017-11-03,2.9250663433468518e-05,0.359717497614592,18.31921902221849
2017-11-06,3.942159099157294e-16,0.3564082261716642,18.306397173762733
2017-11-07,-4.084982878914357e-05,0.3309504957308311,18.29407814289348
2017-11-08,1.3760693973186022e-15,0.3388960507135298,18.268605865317152
2017-11-09,-5.799806747907232e-05,0.3625259753766593,18.269385646889425
