Date,Close,High,Low,Open,RSI,EMA_short,EMA_long,MACD,BB_upper,BB_middle,BB_lower,ATR,OBV,wavelet_cA,wavelet_cD
2017-05-02,5.024475574493408,5.039895946912367,4.8934022251069225,4.906253086932073,48.81102395964207,4.912699104269815,4.857370947472662,0.0083291756170424,5.086502619651184,4.945703935623169,4.804905251595154,0.1406416326751409,47757000.0,7.105681501260927,6.636401497783774e-16
2017-05-03,5.014196395874023,5.055317027097634,4.993635528786123,5.024476277941878,56.666609875824726,4.922860601562869,4.863924070100926,0.0164471164729729,5.091860043451268,4.947759962081909,4.80365988071255,0.1416102246244412,82630800.0,7.091703897609477,-1.2075648471793687e-06
2017-05-04,4.960224628448486,5.029616494061033,4.916533385720085,5.014196120330546,55.98134754502964,4.931163855591156,4.869817102484185,0.0217999035617086,5.097543009237636,4.95058708190918,4.803631154580723,0.1359010298878033,67217400.0,7.014816941968896,1.831217469328017e-16
2017-05-05,4.998776912689209,5.009056796590196,4.965366278971313,4.965366278971313,52.39839911718532,4.933805744032731,4.873362495659256,0.021439810533903,5.094039336638145,4.948659467697143,4.803279598756141,0.1342711783487422,36846300.0,7.067240250185234,4.52899837332483e-06
2017-05-08,4.985925674438477,5.0244764282107575,4.947374553015454,4.998776170796397,54.63204621833365,4.9397122139105925,4.878280708091803,0.0239887539354937,5.0837775083436325,4.945575404167175,4.807373299990718,0.1281683919053828,50319600.0,7.051163709775114,3.325248063013042e-16
2017-05-09,5.006485939025879,5.060457432949578,4.988495686151795,5.001345814254608,53.72701152446447,4.943913437594945,4.8825020793210845,0.0246872432479579,5.081219277457533,4.944547390937805,4.807875504418076,0.1245207835689485,39039600.0,7.079121510686333,2.4153537647192023e-06
2017-05-10,5.116998195648193,5.160689805612604,5.070737074895822,5.07587756707457,55.01109021061814,4.94960184681594,4.887364191466371,0.026593291670701,5.087604105078858,4.948788022994995,4.809971940911131,0.1209501389219594,60157800.0,7.236528246924331,2.0860049798621103e-16
2017-05-11,5.142699241638184,5.183819867717466,5.099008001974752,5.124708255405297,61.23755680928312,4.964819696709781,4.896369446532324,0.0365993695481838,5.110270968125433,4.954570603370667,4.7988702386159,0.1233254051837284,91422900.0,7.271476470666474,3.0192762320983314e-06
2017-05-12,5.176109790802002,5.212091027449108,5.088727680382108,5.165829542517309,62.53615148323664,4.980990564430544,4.90602943849726,0.0460720283112463,5.139588282850249,4.963565850257874,4.787543417665499,0.1205744380807987,109356000.0,7.320124666484355,4.715195248139459e-16
2017-05-15,5.237792491912842,5.250642989066126,5.147839747141381,5.214661744097236,64.21451813907079,4.9987286759188585,4.916620824862152,0.0556338186906879,5.1738065979076175,4.976416110992432,4.779025624077246,0.1207736458655274,143819700.0,7.404000662826335,7.246285362464918e-06
2017-05-16,5.304614067077637,5.343164820170637,5.204381447264515,5.260922453760719,67.14129337403814,5.02046175010013,4.929215792197473,0.0674118036214199,5.217572253456308,4.993378520011902,4.769184786567496,0.1194900455840429,165042600.0,7.501857156816297,4.1004526163401783e-16
2017-05-17,5.268633365631104,5.325174377929484,5.204381981332452,5.263492872530407,70.00344051215933,5.046293778916267,4.943937293173166,0.081201839935038,5.256297063251563,5.020749759674072,4.785202456096582,0.1208681403927629,199197000.0,7.452930681020624,-4.226897096266816e-06
