Date,wavelet_cD,BB_upper,EMA_short
2017-07-06,-6.660680551847861e-06,8.907404148576859,8.558070296944019
2017-07-07,5.613998849129942e-16,8.844198296394298,8.552952956883145
2017-07-10,1.036118311946552e-05,8.803021239395008,8.537991610194727
2017-07-11,8.112000654536544e-16,8.797504277107832,8.53240835939888
2017-07-12,2.960413257057097e-05,8.838844593264609,8.559691886784849
2017-07-13,7.773729576721067e-16,8.945584481797594,8.607404171230412
2017-07-14,1.1471669993341284e-05,9.058781783752185,8.65822405056702
2017-07-17,1.652324110867909e-15,9.179080522451285,8.713301261596127
2017-07-18,7.396523754865658e-07,9.27954329395808,8.759076191017343
2017-07-19,1.1832982510506797e-15,9.36687596745789,8.80126214120362
2017-07-20,9.620970570951196e-06,9.442059061380649,8.842476802283832
2017-07-21,1.2069338584108637e-15,9.521181366381215,8.887389837985967
2017-07-24,-1.2211658470580398e-05,9.550965023518843,8.921633795613353
2017-07-25,4.887583393564654e-16,9.589826658352624,8.943314707382434
2017-07-26,-2.6643170343278785e-05,9.623757261825135,8.976769935094872
2017-07-27,-4.861562541425002e-16,9.62330332087846,8.986566033330432
2017-07-28,-1.1100387355719547e-06,9.612238450720692,8.98831217069235
2017-07-31,6.453171330633722e-16,9.600855278630082,8.989040567828006
2017-08-01,2.2202455229922147e-05,9.59756690315048,8.993711907170747
2017-08-02,1.3673957799387182e-15,9.610493248545872,9.01513988908722
2017-08-03,7.401117169754997e-06,9.67448769839099,9.068410721119552
2017-08-04,2.96637714392034e-16,9.725606960413655,9.122566084695864
2017-08-07,1.7762076218093628e-05,9.742162759302074,9.17723911877203
2017-08-08,5.134781488891349e-16,9.782615808456288,9.240687011550124
2017-08-09,-2.14624667480871e-05,9.85885470090184,9.298366914075665
2017-08-10,6.164773552752578e-16,9.901369526540355,9.33419451739034
2017-08-11,-7.403245816802687e-07,9.948311289048164,9.371060588374652
2017-08-14,7.22078646875346e-16,9.989454834256142,9.404002300189225
2017-08-15,-5.55097791891208e-06,10.035517382031063,9.43939028299784
2017-08-16,1.700029006457271e-16,10.068750173289148,9.467265567246129
2017-08-17,-1.998237775674514e-05,10.088607306418128,9.485447761744304
2017-08-18,1.4090291433621616e-15,10.093258848505544,9.486513720615385
2017-08-21,1.4801674164898002e-05,10.101814375744397,9.495214471910646
2017-08-22,5.132613084546378e-16,10.114352360115117,9.514578481239129
2017-08-23,7.449180018162787e-07,10.204689476475648,9.571799404442352
2017-08-24,7.938528306938863e-16,10.26492916202291,9.624394878311628
2017-08-25,-4.470740385006033e-06,10.302493400074985,9.675380519451222
2017-08-28,4.681584980792408e-16,10.30599771967169,9.718271431978472
2017-08-29,-7.822927406554757e-06,10.27206875510887,9.748615078543107
2017-08-30,4.486428589745017e-16,10.24168499710243,9.770146460618468
2017-08-31,-1.7508093797707512e-05,10.242945084650442,9.780495639358408
2017-09-01,-1.2750217548429532e-16,10.241341876525723,9.776355392747258
2017-09-04,-1.862126949593243e-06,10.272859017601151,9.806895630841124
2017-09-05,5.254043727864754e-16,10.296223749827456,9.83321848176164
2017-09-06,2.8311141346728857e-05,10.326097381199988,9.861760488624306
2017-09-07,4.3715031594615544e-16,10.401422643971232,9.909616267568172
2017-09-08,-3.724814073213442e-06,10.466211582614616,9.953121521153506
2017-09-11,1.7802599672211983e-16,10.514743830377084,9.98978931441312
2017-09-12,-1.395323619943537e-05,10.643354637521824,10.056851664586548
2017-09-13,8.432924497592253e-16,10.71982935584837,10.107019763465798
2017-09-14,1.1201218501251126e-06,10.791261817991783,10.158694748874936
2017-09-15,1.242278849233891e-15,10.82611601269007,10.206538811593736
2017-09-18,1.754797811358657e-05,10.885898147320413,10.26419062259476
2017-09-19,7.491837011874837e-16,10.976189160318476,10.330180815157387
2017-09-20,8.213479993206393e-06,11.072302934254958,10.389016392824413
2017-09-21,1.8151712771752315e-15,11.170263337047622,10.448859260838464
2017-09-22,-8.214152199473171e-06,11.309287064229292,10.52522021925922
2017-09-25,1.719327805127513e-15,11.411653614313984,10.588282772957156
2017-09-26,7.466769439610577e-06,11.466641912123118,10.631166455473748
2017-09-27,2.0042561360567035e-15,11.514815202492814,10.675929760685696
2017-09-28,-1.0827471089266485e-05,11.527413270131987,10.71142320176971
2017-09-29,8.792879618857441e-16,11.479404631957294,10.735311157242927
2017-10-02,1.866496300965059e-06,11.484481144567935,10.767717822696651
2017-10-03,-2.576064361825558e-16,11.47090520062353,10.798622810755612
2017-10-04,-6.347095727606694e-06,11.53233111610165,10.867745496932702
2017-10-05,6.327403878625404e-16,11.591699280723809,10.925672619725752
2017-10-06,7.84074090769268e-06,11.674596700471222,10.995379961968812
2017-10-09,4.273924963937858e-16,11.741659964880206,11.06481780919284
2017-10-10,2.9122495860663423e-05,11.802193023039676,11.116097102678635
2017-10-11,-1.8409752888803863e-16,11.89060260641862,11.185251006679842
2017-10-12,-1.8409752888803863e-16,11.96596368251191,11.248984995391432
2017-10-13,2.8969882048812683e-16,12.021414673254592,11.30692498512924
2017-10-16,2.987178321938247e-06,12.077457349130796,11.360175456313115
2017-10-17,9.302454639925628e-17,12.136877349337022,11.410896595416489
2017-10-18,-4.853786653563228e-06,12.186286473010544,11.458739981595333
2017-10-19,9.445569326693717e-16,12.222555794626375,11.498477879386648
2017-10-20,1.2321228302154992e-05,12.252070524007372,11.527379938347323
2017-10-23,1.2869479787402938e-15,12.28871827445628,11.56318928652025
2017-10-24,1.2320892198676391e-05,12.271098669629668,11.557894246623524
2017-10-25,8.708311849403573e-16,12.258379349811312,11.562615063014904
2017-10-26,-7.467217577647456e-06,12.236731486144452,11.57644163679289
2017-10-27,8.821068875342064e-16,12.178073723657244,11.583232763239897
2017-10-30,-4.816367101101102e-05,12.121192018235128,11.584783274864748
2017-10-31,3.6060564256867877e-16,12.10117260362576,11.548921504648884
2017-11-01,-1.6427408123802613e-05,12.196723839461072,11.494072754303938
2017-11-02,1.7377592420597665e-15,12.289310839959716,11.431497948747989
2017-11-03,-2.277495199168268e-05,12.345101041608306,11.37461176187894
2017-11-06,4.972151163018523e-16,12.403304027202292,11.30527271168793
2017-11-07,-6.197820838746838e-05,12.45803676687492,11.234436329001412
2017-11-08,-7.112366251504909e-17,12.548410507559156,11.122077948933502
2017-11-09,-3.1735814747168786e-05,12.519484316217904,11.06760675896809
2017-11-10,1.0586150012148465e-15,12.499086419744517,10.993528821157737
2017-11-13,1.8667203687213784e-06,12.488713548502297,10.898448664209448
2017-11-14,6.613633252161577e-16,12.43981190328696,10.813456714389185
2017-11-15,6.613633252161577e-16,12.384156158649889,10.714521917644284
2017-11-16,3.937822290467352e-16,12.301352512739427,10.624581193330744
2017-11-17,2.0161633105570884e-05,12.174443145767986,10.58471085754566
2017-11-20,9.514958265732789e-16,12.000553123524782,10.56406712285978
2017-11-21,2.0907783487063986e-05,11.893931386265624,10.54530009132716
2017-11-22,1.2110538266663085e-15,11.757141972573958,10.544418585138729
2017-11-23,1.5031681183067403e-06,11.57293341659056,10.53818482687727
2017-11-24,2.190088388420719e-16,11.376981516211956,10.533680996485328
2017-11-27,-1.6539106613634464e-05,11.1539157651075,10.52435101992052
2017-11-28,1.2511693070482721e-15,11.0156860729318,10.503070480228928
2017-11-29,-5.563133672671509e-05,10.934201711602174,10.497686413744605
2017-11-30,6.711211447685272e-16,10.868372003320276,10.44974164874221
2017-12-01,3.195080913112841e-05,10.83104336670488,10.370376759504415
2017-12-04,1.0408340855860844e-17,10.785348567673516,10.322951907222144
2017-12-05,-1.7291306863052337e-05,10.743288384007762,10.301654658809458
2017-12-06,8.109832250191573e-16,10.744095344455005,10.26891269295067
2017-12-07,-4.661053546500728e-05,10.707359433966175,10.266490412559024
2017-12-08,1.6358442378461289e-15,10.698859887339657,10.22821890296892
2017-12-11,-9.397461559789051e-06,10.69964605472208,10.198662727008765
2017-12-12,2.2768245622195596e-17,10.703329561725432,10.164521275984974
2017-12-13,-2.826789599314687e-05,10.69314879679552,10.153392584963036
2017-12-14,9.92695509127728e-16,10.686945578474496,10.121400558445844
2017-12-15,6.407818477810207e-06,10.687852337657825,10.088816999932124
2017-12-18,8.012254054667879e-16,10.662767779858015,10.064154256058456
2017-12-19,-6.784030636441648e-06,10.631038049644122,10.05369126857476
2017-12-20,4.423544863740858e-16,10.559845949196282,10.038929658054911
2017-12-21,1.281451660988149e-05,10.4924187052077,10.02609366080942
2017-12-22,2.2768245622195596e-17,10.41482673136642,10.02434105134175
2017-12-25,2.2768245622195596e-17,10.344705214776289,10.02595601710556
2017-12-26,1.2299189444675562e-15,10.303799937322792,10.02742416779993
2017-12-27,1.469972268704732e-05,10.224632480835693,10.038675502582011
2017-12-28,1.2446640940133589e-15,10.276093114609234,10.060279329295971
2017-12-29,1.2446640940133589e-15,10.279355563218845,10.073793721628927
2018-01-02,1.3407244064955748e-15,10.306977512890926,10.086079532840706
2018-01-03,1.5829367474183868e-05,10.416639262495767,10.129624047910497
2018-01-04,4.636048489548017e-16,10.550523626015709,10.181459483807128
2018-01-05,4.636048489548017e-16,10.672072530552764,10.237916044488856
2018-01-08,7.63061488995298e-16,10.78592455476945,10.289240190563158
2018-01-09,-1.206063584028292e-05,10.888747831199282,10.338231886135407
2018-01-10,5.635682892579652e-16,10.951683538129029,10.373436700852412
2018-01-11,2.8644332222949e-05,11.004301578978644,10.401357704538016
2018-01-12,1.1518563880486001e-15,11.083223570147927,10.448906773995184
2018-01-15,6.407370339912323e-06,11.146480186275731,10.494466668431349
2018-01-16,1.2238474123016374e-15,11.208245382436248,10.54084308044873
2018-01-17,3.090619859737274e-05,11.284414255734848,10.591753676956008
2018-01-18,1.551710149261254e-15,11.394434912553333,10.661952715412331
2018-01-19,-8.66867653908851e-06,11.461718491709764,10.71876970682682
2018-01-22,7.691330211612168e-16,11.506228314153663,10.76371328536436
2018-01-23,5.653377537448564e-06,11.543369434619365,10.808071502264385
2018-01-24,5.496905014501507e-16,11.568745162554311,10.852772004871698
2018-01-25,5.496905014501507e-16,11.819434317533966,10.974200732300798
2018-01-26,1.5699247457590104e-15,12.02152028230455,11.08459048450907
2018-01-29,-8.292240310644669e-06,12.277242529863935,11.219361610312534
2018-01-30,7.539541907464198e-16,12.454979037851368,11.335463887903972
2018-01-31,3.3167952935737226e-05,12.61371942866607,11.436636648804749
2018-02-01,6.097553018058477e-16,12.814586214719444,11.554278816446034
2018-02-02,-2.0353324289758105e-05,12.994063694435166,11.664434315277202
2018-02-05,1.042568809062061e-15,13.110907491758027,11.748825313027217
2018-02-06,6.294327436279397e-05,13.15340417016372,11.791419420617558
2018-02-07,6.097553018058477e-16,13.25165141241099,11.878849818830902
2018-02-08,-4.71133467139168e-05,13.318016103077388,11.959498862899808
2018-02-09,1.6371452804531114e-16,13.32813755828776,11.996357640061838
2018-02-14,6.558168899904629e-05,13.3031662655117,12.008865537457453
2018-02-15,6.526897078362738e-16,13.32454256167698,12.070986565507528
2018-02-16,1.5076046880110622e-05,13.34791846089928,12.137376966401552
2018-02-19,-6.080205783298709e-16,13.398862006483288,12.209398434310804
2018-02-20,4.409827178008304e-05,13.385187233734008,12.255330582233675
2018-02-21,1.0907073855204177e-15,13.382970387445964,12.331212408409344
2018-02-22,4.824388778094544e-05,13.357133522405489,12.409529150494867
2018-02-23,1.0690233420707074e-15,13.380268965168677,12.518059590521124
2018-02-26,2.336828719340942e-05,13.525418462153144,12.61672362690863
2018-02-27,2.0680072237988508e-15,13.692004759270723,12.724501691132756
2018-02-28,-3.0151981723716826e-05,13.813745319636782,12.810231282738098
2018-03-01,5.572799166575493e-17,13.871474083439017,12.864834245793068
2018-03-02,1.3105470446067104e-05,13.932608024397098,12.923223438364126
2018-03-05,9.378348791999611e-16,14.010540689923118,12.986446155293292
2018-03-06,3.56379795820518e-05,14.099228055640127,13.05418869688972
2018-03-07,-1.3899471851264167e-16,14.230198646185668,13.143351179495582
2018-03-08,8.719764315672082e-06,14.285399466676989,13.215606174807773
2018-03-09,9.15717154881257e-16,14.379394684175844,13.288040300157055
2018-03-12,-8.719092105015586e-06,14.47568963179933,13.362397406992033
2018-03-13,2.0792829263927004e-15,14.50105749015436,13.423247531053438
2018-03-14,-1.4053507157176265e-05,14.419628445135537,13.462449683381765
2018-03-15,1.1256186954744509e-15,14.392061411804846,13.487212735264274
2018-03-16,3.799093019616392e-07,14.359182933408972,13.507079108058296
2018-03-19,-2.415602440297704e-16,14.329077423542415,13.525433438744404
2018-03-20,6.0774284672804844e-06,14.225547022056992,13.51272573771464
2018-03-21,8.05995895025724e-16,14.183959076915478,13.50587628377556
2018-03-22,-2.8866944954263717e-05,14.14708559795122,13.519930865665993
2018-03-23,7.810592450585574e-16,14.156484930099785,13.510369151199152
2018-03-26,1.0635891938601694e-05,14.173379080140789,13.493152482368991
2018-03-27,5.767955557622884e-17,14.168206763703862,13.48573152139191
2018-03-28,-4.938036666330466e-06,14.206378034054438,13.448710021777623
2018-03-29,7.732529894166619e-16,14.242312599823611,13.41123282674919
2018-04-02,-2.9626091349254598e-05,14.249371982762389,13.398031471028206
2018-04-03,1.6889701442979188e-15,14.273500675726511,13.363104168081174
2018-04-04,1.253420606215608e-05,14.299942019920056,13.31577337104614
2018-04-05,1.3660947373317356e-15,14.254443826283278,13.282444935120736
2018-04-06,-2.051073289270882e-05,14.198940460828146,13.28653645974
2018-04-09,8.029601289427646e-16,14.12261296190135,13.274383852532411
2018-04-10,-1.7852039993406866e-05,14.049403421150638,13.219833740367047
2018-04-11,1.1932729110375462e-15,13.989137618353908,13.156427976555491
2018-04-12,-3.798644868886975e-06,13.929095025992757,13.108192636268486
2018-04-13,1.9166526005198747e-15,13.878624037335484,13.061402755882838
2018-04-16,-5.0897427086025885e-05,13.874778354281547,12.980361727066564
2018-04-17,5.460042140637e-16,13.916341812174927,12.86730122854107
2018-04-18,3.22856805258869e-05,13.9170556027288,12.790090780274374
2018-04-19,1.852250991474236e-15,13.86412888487257,12.744883650014168
2018-04-20,-1.5952829594696825e-05,13.752342126293357,12.704374329131088
2018-04-23,1.6078718217960029e-15,13.681166505637224,12.65520261984995
2018-04-24,-1.3674045996566126e-05,13.62887155801736,12.590513352751108
2018-04-25,1.493813753250528e-15,13.54865540714031,12.521123304691615
2018-04-26,1.1015689203348758e-05,13.49808992801105,12.472150274051591
2018-04-27,-1.843143693225357e-16,13.438509879122464,12.436153798332148
2018-04-30,-2.468973519899548e-05,13.321299317781287,12.403429729496288
2018-05-02,7.11453465584988e-16,13.250074307249896,12.35457449135893
2018-05-03,-3.874313032665804e-05,13.21216519669413,12.290173532183545
2018-05-04,5.618335657819884e-16,13.173620935629256,12.201645939291948
2018-05-07,-1.518964994166221e-06,13.00785217671076,12.119108887099348
2018-05-08,4.299945816077511e-16,12.849150454278847,12.04289975634409
2018-05-09,5.735521299191407e-05,12.757817638223262,12.001541878880811
2018-05-10,1.4107638668381384e-15,12.695685868117575,12.00832798454053
2018-05-11,-6.456553523834143e-06,12.58820483694354,11.974228100098324
2018-05-14,3.8792753731531354e-16,12.470683269461473,11.938231818709546
2018-05-15,-3.608354115163469e-05,12.451726410074258,11.87934733957393
2018-05-16,9.120308674948065e-16,12.50482589423068,11.79789284440914
2018-05-17,-6.0772828214391336e-05,12.49747045711727,11.738539511263724
2018-05-18,6.980093586461679e-16,12.501619037154851,11.63755304732138
2018-05-21,-2.96268755917786e-05,12.475688397670016,11.5404565326934
2018-05-22,1.1750583145397897e-15,12.482270407963474,11.42926029658362
2018-05-23,-2.658793728931128e-05,12.467149643883744,11.342575372132792
2018-05-24,3.408731630294426e-16,12.473561884931753,11.243195892168838
2018-05-25,-2.4308593519421773e-05,12.46971343266194,11.124339256136489
2018-05-28,1.111090386363145e-15,12.438286359846233,10.997476629640904
2018-05-29,2.3929804565566735e-05,12.480107456554952,10.817187529826024
2018-05-30,5.7506083228631165e-16,12.45431348067103,10.671806362563787
2018-06-01,1.1015016996518412e-05,12.367373392296738,10.594312779193952
2018-06-04,1.6796460056145437e-15,12.306857638295474,10.532388008079597
2018-06-05,-7.520646874393426e-05,12.234732102265347,10.48902579910978
2018-06-06,1.4016565685892601e-15,12.181508982480814,10.391407287187867
2018-06-07,-4.216141775584964e-05,12.094614273894688,10.26033695183694
2018-06-08,1.0479898199244886e-15,11.891818963893275,10.108555602688677
2018-06-11,-3.380531772760142e-05,11.721547810407694,9.981742164997518
2018-06-12,1.2401104448889202e-15,11.54469066118732,9.840297068166246
2018-06-13,-1.8666979614727743e-05,11.3518481466768,9.74140361313342
2018-06-14,5.349453519043479e-16,11.201367014207689,9.63705508062622
2018-06-15,-1.1428536673378656e-05,11.007858896895495,9.506815796091528
2018-06-18,5.516420653606248e-16,10.897595095594914,9.379572504392511
2018-06-19,6.55253916165971e-05,10.775660132031902,9.249746035112798
2018-06-20,6.607128039126664e-16,10.629119934845848,9.182428618790398
2018-06-21,-3.771476480811755e-05,10.416626877091046,9.143635898396544
2018-06-22,5.9761223747401e-16,10.232113908433886,9.079184320447276
2018-06-25,2.895276345398195e-05,10.091758024968192,9.023245358898269
2018-06-26,3.304648221735817e-16,9.97792797922576,8.994796774996074
2018-06-27,-2.133362696918155e-05,9.964798684644036,8.978368172331969
2018-06-28,2.6389480878297183e-16,9.923184880088414,8.946924109607322
2018-06-29,1.90477851929017e-05,9.79969012167322,8.96344375190354
2018-07-02,4.399692415946177e-16,9.660201170702829,8.993201685468506
2018-07-03,9.904642157208515e-06,9.50356780813194,9.042070085821866
2018-07-04,1.5200514458246772e-15,9.552894244361552,9.094160584805875
2018-07-05,-2.7048511496148824e-05,9.74146525216926,9.166574503615472
2018-07-06,7.199102425303751e-17,9.866799717311595,9.211473921605108
2018-07-10,-9.523612509023532e-06,9.955910552003118,9.242562882528302
2018-07-11,6.268856961311188e-16,10.021739306369325,9.263455752554805
2018-07-12,2.171488068601515e-05,10.11175386476742,9.299547784277229
2018-07-13,1.2513861474827692e-15,10.224741190569835,9.34916272375478
2018-07-16,-1.2952767295793194e-05,10.347273004103457,9.416967263849337
2018-07-17,8.127179484951341e-16,10.408317169320265,9.4685842909883
2018-07-18,-7.619248517007696e-06,10.47706035420651,9.545873677953674
2018-07-19,1.0807327255335508e-15,10.570186132027397,9.610240622203092
2018-07-20,6.323938178988322e-05,10.645054114234814,9.660501628067042
2018-07-23,5.143455106271233e-16,10.772050434685458,9.75513107573078
2018-07-24,9.905202331187551e-06,10.844478714791256,9.834671994005966
2018-07-25,2.289834988289385e-16,10.932262549978656,9.914647033679962
2018-07-26,-4.152461313603612e-05,11.036078500250076,10.002976008318122
2018-07-27,9.115971866258121e-16,11.000941736128208,10.051141366870343
2018-07-30,3.806935429048752e-07,11.034184668611353,10.10672041278097
2018-07-31,6.765421556309549e-16,11.065215918889798,10.157541416820369
2018-08-01,1.79051443914861e-05,11.086327299302488,10.192245178815526
2018-08-02,6.229825683101708e-16,11.124160410776126,10.237649900801978
2018-08-03,3.809624259423273e-05,11.181455827327436,10.286591341177624
2018-08-06,9.684093804640526e-16,11.27072819829462,10.36056423375101
2018-08-07,-2.7810346720744204e-05,11.32702522870594,10.429876242524664
2018-08-08,2.699663409488906e-16,11.297292944733035,10.47136619817694
2018-08-09,3.695281755115528e-05,11.239519340753215,10.481372904881203
2018-08-10,6.203804830962056e-16,11.222836180949583,10.519065748655764
2018-08-13,5.714436389423492e-06,11.20470075469328,10.498793330160025
2018-08-14,2.1829326540823146e-15,11.162381439803983,10.484785959907772
2018-08-15,-2.666725778135916e-05,11.161015527544354,10.504480468313265
2018-08-16,1.3634926521177704e-15,11.14517369046796,10.501748181726324
2018-08-17,-4.342931323173763e-05,11.11020524080654,10.502212092141118
2018-08-20,1.177660399753755e-15,11.144406952677132,10.469026172576354
2018-08-21,-4.6095960584810166e-05,11.215790539327214,10.414388299365845
2018-08-22,5.006845632538059e-16,11.33207086425038,10.329046271407249
2018-08-23,-2.8952763453661675e-05,11.337609969407518,10.2744573446509
2018-08-24,8.064295758947182e-16,11.394655200292808,10.20242603009368
2018-08-27,3.466686373932554e-05,11.40300379071309,10.148735286479871
2018-08-28,5.067560954197248e-16,11.37836826566584,10.126752378078736
2018-08-29,2.3620028920154053e-05,11.362884512678152,10.102345641393043
2018-08-30,1.1559763563040448e-15,11.32284697726057,10.09843599429508
2018-08-31,6.4764956840570025e-06,11.27410399006722,10.062747886964589
2018-09-03,4.399692415946177e-16,11.146762016973389,10.035315971653487
2018-09-04,-2.8572181944362283e-05,11.000839309629455,9.989446709626394
2018-09-05,2.1206994493816467e-16,10.908082782107492,9.925636874973302
2018-09-06,2.4381416004960483e-05,10.854436027785251,9.869102141477416
2018-09-10,3.799044412389208e-16,10.691427752050467,9.83657442188421
2018-09-11,-4.9906145017159474e-05,10.649266375698916,9.795211584786204
2018-09-12,5.826502474937101e-16,10.62816413661559,9.718989270582007
2018-09-13,-1.4139325656515678e-05,10.490339372663872,9.653407437922564
2018-09-14,8.211747254405212e-16,10.39521286731109,9.582845911222885
2018-09-17,3.592109099491317e-05,10.248159556323635,9.525205208350483
2018-09-18,7.517857864014489e-16,10.154259252283548,9.500602008257186
2018-09-19,-1.1463939604708245e-05,10.126454481626316,9.51579193757689
2018-09-20,5.334274688628682e-16,10.132752937921744,9.52072962564696
2018-09-21,4.127130292580147e-05,10.118266719135066,9.527584065474064
2018-09-24,1.973247953923618e-16,10.17475638952243,9.56575306028759
2018-09-25,-6.87858783167709e-06,10.180339923430036,9.57531623922185
2018-09-26,-3.447762908503904e-17,10.141539746312995,9.578687061707145
2018-09-27,3.210048734566943e-05,10.106304269364298,9.57879366824118
2018-09-28,-3.447762908503904e-17,10.063175845413197,9.603731458377544
2018-10-01,-4.738570280507048e-05,10.04878614582181,9.60156130157791
2018-10-02,6.889020603972895e-16,10.01198191539416,9.562919134108247
2018-10-03,0.000108910619237,10.142308933030616,9.623012190703207
2018-10-04,-8.847089727481715e-17,10.552134367462331,9.76192242958659
2018-10-05,2.369296343911198e-05,10.941219770276534,9.913044906552216
2018-10-08,1.119764003743029e-15,11.30488472575854,10.06876371204454
2018-10-09,-7.642775781969459e-06,11.937579854333954,10.312645546411009
2018-10-10,1.852467831908733e-15,12.402891524376887,10.528441963606287
2018-10-11,-5.731465646972725e-06,12.664019164044989,10.675826558572966
2018-10-15,6.29704621779581e-16,12.862863105516752,10.80537727484461
2018-10-16,6.30531802975863e-05,13.055475370976854,10.938527611253445
2018-10-17,1.7394939655357433e-15,13.331370595739465,11.108366904256728
2018-10-18,-1.7578899657625605e-05,13.6030320453204,11.272821109943305
2018-10-19,5.332106284283711e-16,13.799634549887552,11.40872154945019
2018-10-22,1.0317265558375558e-05,13.977858371486072,11.54202678631547
2018-10-23,1.2663481374630692e-16,14.155391019739254,11.671197353265528
2018-10-24,-3.401022899457255e-05,14.284808725011915,11.79276547509779
2018-10-25,1.0759622359746146e-15,14.325741312105066,11.87696322598556
2018-10-26,8.865767794068906e-05,14.36007793783079,11.983077822296
2018-10-29,3.898791012257874e-16,14.499684428270609,12.148153140841268
2018-10-30,4.700265653805351e-05,14.489013251400484,12.28195721696574
2018-10-31,-1.6588293239028218e-16,14.327290956124996,12.439970164504544
2018-11-01,2.4075001396819213e-05,14.256111915380645,12.573268591460762
2018-11-05,1.396886079030324e-15,14.33535906771504,12.713079354164435
2018-11-06,-3.592053082086084e-05,14.404628537842171,12.84106696464567
2018-11-07,9.410874857174178e-16,14.400131336104728,12.92962233241714
2018-11-08,-3.2482077164068014e-05,14.434030819158366,12.979963187162776
2018-11-09,1.332050789115691e-15,14.441498816615578,13.00059143321505
2018-11-12,2.5985863394027134e-05,14.421177356638903,13.045959266900931
2018-11-13,1.2329547105505156e-15,14.390843154209414,13.107311842007997
2018-11-14,2.675386052707323e-06,14.339259871284852,13.148891988273428
2018-11-16,5.746271514173174e-17,14.34089341796976,13.188762461485252
2018-11-19,3.859636501315719e-05,14.39638283492168,13.264043623156429
2018-11-21,1.6436504934880247e-16,14.48382737864344,13.362348735284696
2018-11-22,3.3444342275213475e-05,14.551505172525276,13.448759935075488
2018-11-23,-1.1926223897340549e-17,14.66719907709182,13.553196384847569
2018-11-26,-3.047845052246332e-05,14.785421226207962,13.65858776130496
2018-11-27,1.6067876196235176e-15,14.771821932227226,13.730812437229252
2018-11-28,2.739044107194716e-05,14.850800861660298,13.827521048615283
2018-11-29,1.2993078835066285e-15,15.01866617457522,13.936633986622914
2018-11-30,-2.3533650248456703e-05,15.120808846815024,14.020303656107387
2018-12-03,9.209213253091877e-16,15.179276526707476,14.078155540558608
