Date,Close,High,Low,Open,RSI,EMA_short,EMA_long,MACD,BB_upper,BB_middle,BB_lower,ATR,OBV,wavelet_cA,wavelet_cD,target
2017-05-02,13.414456367492676,13.457798329322715,13.197745180526343,13.269982702120496,59.10990019169346,13.003610997306096,12.810097894651134,0.1074665833684438,13.310260557593097,13.03520894050598,12.760157323418868,0.2187559627303432,150954800.0,18.970906126770263,1.452830911130576e-16,2.0
2017-05-03,13.407230377197266,13.457796221046774,13.248308956839397,13.414454266006612,65.22885528567595,13.040960576413967,12.83379822691943,0.1266041279750229,13.360156277966588,13.04604468345642,12.731933088946256,0.2222219618289822,162245900.0,18.96108024164088,-8.488861004307853e-07,2.0
2017-05-04,13.746747016906738,13.891220667578082,13.342217488268613,13.43612667013017,64.89141214424983,13.07425783103063,12.856285762224443,0.1395787163699999,13.40522490318006,13.057602548599244,12.709980194018426,0.2213123405702961,152586100.0,19.4408360698214,7.346553920761778e-16,2.0
2017-05-05,13.652835845947266,13.746745014127086,13.623941671149018,13.681731398561295,72.17498712835598,13.13539321156482,12.891205811427673,0.1752373000024913,13.55272015269573,13.094804763793944,12.63688937489216,0.2447188290516657,188150200.0,19.31313587365597,-1.1032382356722902e-05,2.0
2017-05-08,13.645612716674805,13.67450827089582,13.558928809643476,13.609494651714394,67.97433172690906,13.182433451054134,12.921073655918637,0.1936864410624892,13.64167954946756,13.123338317871092,12.604997086274627,0.2360107231020982,179609400.0,19.29781057081228,2.992397996059992e-17,2.0
2017-05-09,13.688956260681152,13.768416280391737,13.58059930848474,13.681732372013666,67.64821020024966,13.22454065701965,12.949486952418876,0.205357439374799,13.715976533812675,13.159818124771116,12.603659715729558,0.2274084901128301,170199600.0,19.356749023134466,5.091860165462332e-06,2.0
2017-05-10,13.862323760986328,13.905665709878068,13.68173069981908,13.72507264871082,68.62108326912832,13.266760257352514,12.97848574882132,0.2156187328521888,13.790263089537149,13.19485330581665,12.599443522096152,0.2245805245266992,181532700.0,19.604286268793675,1.9183873239958515e-15,2.0
2017-05-11,14.10793399810791,14.144052068338612,13.811761413204746,13.833431704216745,72.21960579298238,13.320902394046495,13.013146063023868,0.2350309003263149,13.893269174907925,13.236028480529786,12.578787786151649,0.224534416350434,192891500.0,19.93826650927219,2.88535008059422e-05,2.0
2017-05-12,14.223512649536133,14.29575016361506,14.071813732188785,14.136827357078223,76.35639534538761,13.392450721688444,13.05607892322324,0.2671542880570374,14.040226378507436,13.291290044784546,12.542353711061654,0.2322312905492506,215715700.0,20.11508449355928,5.618335657819884e-16,0.0
2017-05-15,14.259631156921388,14.339092562637536,14.07181416565705,14.230736977089348,78.0154420177637,13.468001806038234,13.101860637980607,0.2984976405177519,14.171623743492445,13.366055631637574,12.560487519782704,0.2316388006118952,226383200.0,20.16419835755624,4.243086096091106e-06,0.0
2017-05-16,14.317420959472656,14.346316517252044,14.165723414578949,14.21628926287685,78.5226230571962,13.539968110663976,13.147263403429267,0.3225339640830302,14.28572304329441,13.440821075439452,12.595919107584496,0.2341844860667944,237209900.0,20.24789089909104,3.8055496254241206e-16,0.0
2017-05-17,14.187393188476562,14.389657952118917,14.09348538474517,14.20906485602195,79.34373645168436,13.610645642373855,13.193151935038811,0.3423002535290571,14.393073565375374,13.515225458145142,12.63737735091491,0.2303565301101016,250628100.0,20.071079432536965,-1.5275244382937205e-05,0.0
2017-05-18,13.580598831176758,13.87677136705491,13.038819600499773,13.183294613139967,72.61664023737936,13.663077237474102,13.232141788114802,0.3435132193286314,14.4689122377529,13.572292900085449,12.675673562417998,0.2350576756289334,238409600.0,19.20586705219837,6.839147304038562e-16,2.0
2017-05-19,13.450572967529297,13.7178499496408,13.291650178128672,13.493914920176817,50.91996506573872,13.65557920053798,13.245806770195664,0.2921436202208642,14.467519470845142,13.595408916473389,12.723298362101636,0.3003088122252089,191079200.0,19.029058179252623,-1.527502031394663e-05,1.0
2017-05-22,13.414456367492676,13.602273372511023,13.320548553891564,13.320548553891564,47.635528203373184,13.636942270264464,13.253836817149924,0.2381950777204426,14.456321088702843,13.614190530776977,12.772059972851109,0.3093010236028461,163669400.0,18.970906126770263,1.452830911130576e-16,2.0
2017-05-23,13.645612716674805,13.710626335856231,13.414453794170113,13.414453794170113,46.73382024959479,13.616716279103391,13.260135623045718,0.1903321309981542,14.433615044145188,13.635500717163088,12.837386390180988,0.3073312946754613,137816600.0,19.285232003381694,2.7155504531968785e-05,1.0
2017-05-24,13.623945236206056,13.826208646168588,13.609497456118405,13.78286668372178,52.88148480148407,13.619343227973522,13.275252371815489,0.1691034669083464,14.413859369578471,13.66656265258789,12.919265935597307,0.3065342408905082,154317100.0,19.267168126070924,7.32920668600201e-17,0.0
2017-05-25,13.667284965515137,13.753970254061134,13.55892938819458,13.69617914315319,52.2724823970763,13.619761592358298,13.288926601791587,0.1488157576620334,14.40707159919803,13.68606686592102,12.965062132644013,0.3001183086876279,144092000.0,19.32610139117646,5.091412024901213e-06,0.0
2017-05-26,13.746747016906738,13.782865085120578,13.602271988419409,13.725075349288844,53.427808291023695,13.62408189900892,13.303764184682707,0.1346822230388706,14.390499788389372,13.711711072921752,13.032922357454137,0.2926127770575512,152956900.0,19.4408360698214,7.346553920761778e-16,0.0
2017-05-29,13.746747016906738,13.746747016906738,13.746747016906738,13.746747016906738,55.55224479085228,13.635233273363266,13.3211360604562,0.1284129538805789,14.369116987619885,13.741689538955688,13.114262090291492,0.2846113713178096,164777500.0,19.4408360698214,7.346553920761778e-16,0.0
2017-05-30,13.573375701904297,13.681731267537678,13.573375701904297,13.660059603284694,55.55224479085227,13.645370886412673,13.337826686199358,0.1220377378291477,14.343799226551896,13.769500970840454,13.195202715129012,0.2642819876522518,164777500.0,19.195652004818484,5.869870561836521e-16,0.0
2017-05-31,13.515586853027344,13.638390215325684,13.450574605049166,13.587824368111544,49.8036097627754,13.638825869639184,13.347063902501512,0.1018219766168151,14.33605916721099,13.777446937561034,13.218834707911078,0.2577883681772654,155332300.0,19.117070859866665,-6.788848123713597e-06,0.0
2017-06-01,13.400004386901855,13.602269108395175,13.385557989364663,13.522807721769995,48.01985378701698,13.62762232267447,13.353672645659389,0.0802131161939847,14.328971245764622,13.782864761352538,13.236758276940456,0.2527903140414977,139985800.0,18.95046793981557,1.5651542562000742e-15,0.0
