Date,wavelet_cD,target
2017-08-30,1.8323016715005025e-15,0.0
2017-08-31,-2.6197272666814413e-05,2.0
2017-09-01,1.560383766641138e-15,2.0
2017-09-04,-1.0583011609071984e-05,2.0
2017-09-05,7.793245215825806e-16,2.0
2017-09-06,5.54365085759863e-05,2.0
2017-09-07,2.948162547422584e-15,2.0
2017-09-08,-2.520106108342378e-06,2.0
2017-09-11,7.363901155521546e-16,2.0
2017-09-12,-6.0478513335777626e-06,2.0
2017-09-13,6.197299617927143e-16,2.0
2017-09-14,-5.039764075542071e-06,2.0
2017-09-15,2.240829050093041e-15,2.0
2017-09-18,1.562367196651952e-05,0.0
2017-09-19,7.268491364342824e-16,0.0
2017-09-20,-2.318488656341197e-05,0.0
2017-09-21,-9.107298248878236e-17,0.0
2017-09-22,7.560542395135088e-06,0.0
2017-09-25,1.3981871216373065e-15,1.0
2017-09-26,4.031004612525466e-06,0.0
2017-09-27,2.2594773274597912e-15,0.0
2017-09-28,-1.1591771071159211e-05,2.0
2017-09-29,1.3487475025719675e-16,2.0
2017-10-02,3.781839681283716e-06,2.0
2017-10-03,3.712308238590367e-16,2.0
2017-10-04,-2.0165778382954382e-05,0.0
2017-10-05,4.78783679369599e-16,0.0
2017-10-06,-2.672069827923396e-05,0.0
2017-10-09,1.2763227974499358e-15,1.0
2017-10-10,4.839849551755175e-05,1.0
2017-10-11,2.0768976816132323e-15,0.0
2017-10-12,2.0768976816132323e-15,0.0
2017-10-13,2.854921160588831e-15,0.0
2017-10-16,-1.1595132111375752e-05,0.0
2017-10-17,2.7759912424318856e-15,0.0
2017-10-18,4.0330212357987845e-06,0.0
2017-10-19,2.894819800536297e-15,0.0
2017-10-20,-4.537849104431935e-06,0.0
2017-10-23,1.5972466405056453e-15,0.0
2017-10-24,1.613298121954645e-05,0.0
2017-10-25,1.3053794156725473e-15,0.0
2017-10-26,-1.3612651038470182e-05,0.0
2017-10-27,8.825405684032006e-16,0.0
2017-10-30,-2.8233613406824804e-05,0.0
2017-10-31,1.0234868508263162e-16,0.0
2017-11-01,-3.555552211925196e-05,0.0
2017-11-02,1.6106907474444654e-15,2.0
2017-11-03,2.925066343346852e-05,1.0
2017-11-06,3.942159099157294e-16,0.0
2017-11-07,-4.084982878914357e-05,0.0
2017-11-08,1.3760693973186022e-15,2.0
2017-11-09,-5.799806747907232e-05,0.0
2017-11-10,2.912167035296065e-15,1.0
2017-11-13,1.0591526241021578e-05,0.0
2017-11-14,1.1986939218999737e-15,0.0
2017-11-15,1.1986939218999737e-15,2.0
2017-11-16,2.942091015256665e-15,2.0
2017-11-17,2.925223191808067e-05,2.0
2017-11-20,7.212112851373575e-16,2.0
2017-11-21,4.286869213657998e-05,0.0
2017-11-22,6.652664530371055e-16,0.0
2017-11-23,-6.557160587180623e-06,0.0
2017-11-24,-1.6132928326584306e-16,0.0
2017-11-27,1.3111408279416896e-05,2.0
2017-11-28,2.0582494042464816e-15,0.0
2017-11-29,-4.437981470711578e-05,0.0
2017-11-30,2.2221807727262907e-15,0.0
2017-12-01,-1.2606132266963085e-06,2.0
2017-12-04,1.268082860939046e-15,0.0
2017-12-05,-1.2611509928976694e-05,0.0
2017-12-06,2.163633855412073e-15,2.0
2017-12-07,-7.061988458098838e-06,2.0
2017-12-08,8.326672684688674e-16,0.0
2017-12-11,5.55131402415511e-06,0.0
2017-12-12,1.6783449630075609e-15,0.0
2017-12-13,-4.7929518714425086e-05,0.0
2017-12-14,3.0184188481996443e-16,0.0
2017-12-15,7.315858845618681e-06,2.0
2017-12-18,1.3634926521177704e-15,0.0
2017-12-19,-1.164330698634128e-05,2.0
2017-12-20,1.8604909279851256e-15,2.0
2017-12-21,8.759088455601288e-05,2.0
2017-12-22,2.0729945537922845e-15,1.0
2017-12-25,2.0729945537922845e-15,1.0
2017-12-26,1.9359513991901167e-15,2.0
2017-12-27,-1.1646892091425607e-05,2.0
2017-12-28,2.940356291780688e-16,2.0
2017-12-29,2.940356291780688e-16,2.0
2018-01-02,2.77642492330088e-15,2.0
2018-01-03,1.5194131340402588e-05,2.0
2018-01-04,1.2984405217686401e-15,2.0
2018-01-05,6.583824822120436e-06,0.0
2018-01-08,7.806255641895632e-18,0.0
2018-01-09,-2.481812684299641e-05,0.0
2018-01-10,1.3760693973186022e-15,2.0
2018-01-11,4.71022552914987e-05,2.0
2018-01-12,1.5664552988070568e-15,2.0
2018-01-15,1.4181562699552149e-05,2.0
2018-01-16,1.9268441009412385e-15,2.0
2018-01-17,3.849239691245494e-05,2.0
2018-01-18,2.690989792109022e-15,2.0
2018-01-19,1.924642252582433e-05,2.0
2018-01-22,5.173812767100827e-16,2.0
2018-01-23,-9.116702871774225e-06,2.0
2018-01-24,1.7277845820729e-15,2.0
2018-01-25,1.7277845820729e-15,2.0
2018-01-26,7.246807320893114e-16,2.0
2018-01-29,-6.128336984764825e-05,0.0
2018-01-30,-7.25981774696294e-16,2.0
2018-01-31,3.899789699009313e-05,0.0
2018-02-01,5.30825383648903e-16,0.0
2018-02-02,-3.343739612611703e-05,0.0
2018-02-05,1.4510961876545993e-15,0.0
2018-02-06,9.119100413066978e-05,2.0
2018-02-07,3.183217578417441e-15,0.0
2018-02-08,-1.2665286532216602e-05,0.0
2018-02-09,1.5525775109992425e-15,2.0
2018-02-14,0.0001104450450069,0.0
2018-02-15,2.8839777788114418e-15,0.0
2018-02-16,-8.682658456971807e-05,2.0
2018-02-19,9.250412935646324e-16,2.0
2018-02-20,6.297598846352658e-05,2.0
2018-02-21,3.194059600142296e-15,0.0
2018-02-22,1.4729635925496507e-05,0.0
2018-02-23,3.155462002801812e-15,0.0
2018-02-26,-3.0459964800721995e-06,0.0
2018-02-27,3.583505020499089e-15,0.0
2018-02-28,-8.989341948368494e-05,0.0
2018-03-01,7.35089072945172e-16,2.0
2018-03-02,1.371729135244684e-05,2.0
2018-03-05,2.834971840615097e-15,1.0
2018-03-06,-9.65312449618212e-06,0.0
2018-03-07,2.452465314162211e-15,1.0
2018-03-08,-1.828763048587626e-05,0.0
2018-03-09,7.281501790412648e-16,1.0
2018-03-12,2.9974630967023307e-05,0.0
2018-03-13,1.5378323614534397e-15,0.0
2018-03-14,-5.943972860526173e-05,0.0
2018-03-15,2.1545265571631944e-15,0.0
2018-03-16,-1.0668381967903625e-05,0.0
2018-03-19,4.122136659789888e-15,0.0
2018-03-20,8.12855777210979e-06,1.0
2018-03-21,3.527126507529843e-15,1.0
2018-03-22,-8.127885564123468e-06,2.0
2018-03-23,7.055987738535663e-16,2.0
2018-03-26,3.149830141585151e-05,0.0
2018-03-27,-1.4268100589909238e-15,0.0
2018-03-28,2.33699677106387e-05,2.0
2018-03-29,3.208804749688099e-15,0.0
2018-04-02,-1.2451076392517874e-05,0.0
2018-04-03,3.2959746043559335e-17,0.0
2018-04-04,1.67706821171381e-05,2.0
2018-04-05,2.338407245616736e-15,0.0
2018-04-06,1.270360236625169e-05,0.0
2018-04-09,1.476683358925257e-15,0.0
2018-04-10,1.2705394919554098e-05,1.0
2018-04-11,2.4216739724636227e-15,1.0
2018-04-12,2.2866708326768626e-05,0.0
2018-04-13,1.2394599235854289e-15,0.0
2018-04-16,-3.760418666510449e-05,1.0
2018-04-17,2.970713952610282e-16,2.0
2018-04-18,4.878792776029763e-05,0.0
2018-04-19,2.338407245616736e-15,0.0
2018-04-20,-5.590750196560884e-06,1.0
2018-04-23,2.5318289131881503e-15,1.0
2018-04-24,-1.2703826431888394e-05,0.0
2018-04-25,3.548376870110559e-15,2.0
2018-04-26,5.945765414375106e-05,0.0
2018-04-27,2.387846864682075e-15,0.0
2018-04-30,-2.490148057817613e-05,0.0
2018-05-02,1.0612170864288115e-15,0.0
2018-05-03,-4.879913121674838e-05,0.0
2018-05-04,1.330532906074211e-15,1.0
2018-05-07,3.55799456857632e-06,1.0
2018-05-08,5.000340419503146e-16,2.0
2018-05-09,7.62440211350213e-06,0.0
2018-05-10,3.3653635433950063e-16,0.0
2018-05-11,-3.964926610419868e-05,0.0
2018-05-14,2.931682674400804e-16,0.0
2018-05-15,-9.150761386158418e-06,2.0
2018-05-16,2.2811613709095013e-15,0.0
2018-05-17,-0.0001275905948623,0.0
2018-05-18,2.304146456966194e-15,1.0
2018-05-21,-3.15164510142278e-05,0.0
2018-05-22,2.082535532910157e-15,0.0
2018-05-23,-4.3716345854281045e-05,0.0
2018-05-24,1.5573480005581786e-15,0.0
2018-05-25,-2.0335174682726848e-05,0.0
2018-05-28,2.9989032090949053e-15,0.0
2018-05-29,-7.625298384771138e-06,0.0
2018-05-30,1.403391292065237e-15,2.0
2018-06-01,4.3477712177459465e-05,0.0
2018-06-04,1.9047263766225338e-15,0.0
2018-06-05,-7.068262396042746e-05,0.0
2018-06-06,2.546574062733953e-15,0.0
2018-06-07,-6.254622376673097e-05,0.0
2018-06-08,2.429046547236524e-15,0.0
2018-06-11,-6.051301999447601e-05,0.0
2018-06-12,1.6488546639159553e-15,0.0
2018-06-13,-1.9833035644946543e-05,0.0
2018-06-14,3.152859917587847e-16,0.0
2018-06-15,1.881374493227116e-05,2.0
2018-06-18,2.115495278953717e-15,2.0
2018-06-19,8.644678730495171e-05,2.0
2018-06-20,1.3938503129473645e-15,0.0
2018-06-21,-5.4409375432139424e-05,0.0
2018-06-22,7.307522642552301e-16,1.0
2018-06-25,4.067976028692289e-06,0.0
2018-06-26,2.753439837244187e-15,2.0
2018-06-27,-3.610359534243725e-05,2.0
2018-06-28,8.74734312761305e-16,2.0
2018-06-29,3.5087441596712374e-05,2.0
2018-07-02,1.1835150914851766e-15,2.0
2018-07-03,4.832679337810108e-05,1.0
2018-07-04,6.9735883734267655e-16,1.0
2018-07-05,-1.3734768746238165e-05,2.0
2018-07-06,1.938987165273076e-15,2.0
2018-07-10,5.59523158441674e-06,2.0
2018-07-11,2.33884092648573e-15,2.0
2018-07-12,4.069611733284679e-05,2.0
2018-07-13,-6.938893903907227e-17,2.0
2018-07-16,-8.139985300751468e-06,2.0
2018-07-17,1.2862974574368025e-15,2.0
2018-07-18,-2.8996344909070805e-05,0.0
2018-07-19,1.5161483180037294e-15,2.0
2018-07-20,6.51142806830686e-05,0.0
2018-07-23,1.5191840840866888e-15,0.0
2018-07-24,-1.525911136850914e-06,0.0
2018-07-25,1.960237527853792e-16,1.0
2018-07-26,-3.764451911933073e-05,0.0
2018-07-27,1.4467593789646573e-15,0.0
2018-07-30,3.408495607058054e-05,0.0
2018-07-31,1.5161483180037294e-15,0.0
2018-08-01,2.875098915462726e-05,2.0
2018-08-02,2.3652954594943765e-15,2.0
2018-08-03,5.54669819834196e-05,0.0
2018-08-06,2.2252165388092493e-15,0.0
2018-08-07,-1.424699089986681e-05,0.0
2018-08-08,3.681950577760773e-16,0.0
2018-08-09,-1.2213338989718308e-05,0.0
2018-08-10,2.242130092700023e-16,0.0
2018-08-13,1.730082980447344e-05,1.0
2018-08-14,8.357030345518268e-16,0.0
2018-08-15,-1.526583347589679e-05,0.0
2018-08-16,2.255574199638844e-15,0.0
2018-08-17,-5.7500633889544846e-05,0.0
2018-08-20,1.1817803680091998e-15,1.0
2018-08-21,-2.839920053382015e-05,0.0
2018-08-22,8.083811398051921e-16,1.0
2018-08-23,-8.623347344171445e-05,0.0
2018-08-24,2.3219273725949563e-15,1.0
2018-08-27,7.125646514126883e-05,1.0
2018-08-28,7.819266067965458e-16,0.0
2018-08-29,3.666175168128829e-05,0.0
2018-08-30,1.0503750647039569e-15,0.0
2018-08-31,2.943238354277764e-05,1.0
2018-09-03,-3.287300986976049e-16,0.0
2018-09-04,-1.859594968297348e-05,1.0
2018-09-05,2.797241605012601e-16,2.0
2018-09-06,5.423729030425194e-05,1.0
2018-09-10,3.926112907004509e-15,0.0
2018-09-11,-7.644814812356833e-05,0.0
2018-09-12,4.518954654919582e-16,2.0
2018-09-13,-1.1880372181386108e-05,2.0
2018-09-14,2.720913772069622e-15,2.0
2018-09-17,5.165534110313213e-05,2.0
2018-09-18,1.4710455076283324e-15,0.0
2018-09-19,1.5497072876929918e-05,2.0
2018-09-20,9.710114656780178e-16,0.0
2018-09-21,3.77079306995618e-05,0.0
2018-09-24,1.4610708476414658e-15,0.0
2018-09-25,5.164794683359692e-06,2.0
2018-09-26,1.8752360775309285e-15,2.0
2018-09-27,6.146777878751966e-05,2.0
2018-09-28,2.0816681711721685e-15,2.0
2018-10-01,-2.5577049168182264e-05,2.0
2018-10-02,8.643259719054441e-16,2.0
2018-10-03,0.0001059269139886,0.0
2018-10-04,1.7564075194265172e-15,2.0
2018-10-05,-8.268601010012235e-06,2.0
2018-10-08,1.796739840242978e-15,0.0
2018-10-09,-1.343339569361392e-05,0.0
2018-10-10,7.936359902593892e-16,0.0
2018-10-11,-2.945187755846752e-05,1.0
2018-10-15,3.1433189384699745e-15,1.0
2018-10-16,9.921088835000529e-05,1.0
2018-10-17,1.2741543931049648e-15,0.0
2018-10-18,-7.595855695651053e-05,0.0
2018-10-19,2.9303816317938214e-15,1.0
2018-10-22,3.617104016852843e-05,1.0
2018-10-23,3.039235529911366e-15,1.0
2018-10-24,-6.56240380721533e-05,0.0
2018-10-25,1.377804120794579e-15,2.0
2018-10-26,4.650488684722733e-05,0.0
2018-10-29,1.377804120794579e-15,0.0
2018-10-30,7.285743946061499e-05,2.0
2018-10-31,2.458970527197124e-15,0.0
2018-11-01,3.643992319185985e-05,1.0
2018-11-05,1.805413457622862e-15,1.0
2018-11-06,1.6541011202630528e-05,1.0
2018-11-07,3.0075768264747893e-15,0.0
2018-11-08,-3.618269176263811e-05,0.0
2018-11-09,1.3725999503666486e-15,2.0
2018-11-12,7.235642077042543e-06,2.0
2018-11-13,-1.3574211199518516e-16,1.0
2018-11-14,2.2742125859802256e-05,2.0
2018-11-16,2.1853178988617827e-15,1.0
2018-11-19,-1.5507828171165867e-06,0.0
2018-11-21,3.696695727306576e-15,0.0
2018-11-22,-6.201786861090991e-06,0.0
2018-11-23,1.1345091532888318e-15,0.0
2018-11-26,-4.419473356082754e-05,0.0
2018-11-27,1.1817803680091998e-15,2.0
2018-11-28,6.822817012547147e-05,2.0
2018-11-29,1.3361707573711357e-15,0.0
2018-11-30,-2.5585115656877586e-05,0.0
2018-12-03,3.364929862526012e-15,0.0
2018-12-04,-3.102910054342701e-06,0.0
2018-12-05,2.12720466241656e-15,0.0
2018-12-06,2.482148788106016e-05,1.0
2018-12-07,2.1788126858268697e-15,0.0
2018-12-10,-7.368515102189853e-05,0.0
2018-12-11,2.6185650869869903e-15,1.0
2018-12-12,1.86145474281316e-05,1.0
2018-12-13,-5.399326818977812e-16,1.0
2018-12-14,-2.016533024560294e-05,0.0
2018-12-17,3.2608464539674027e-15,0.0
2018-12-18,4.349608585081958e-05,0.0
2018-12-19,4.453902524570452e-16,0.0
2018-12-20,-7.750553046863458e-07,0.0
2018-12-21,9.037909309839165e-16,0.0
2018-12-26,-5.818852628438134e-05,2.0
2018-12-27,1.6315074291561869e-15,2.0
2018-12-28,9.310455495798332e-05,2.0
2019-01-02,1.8691645453650092e-16,2.0
2019-01-03,4.734850732430627e-05,2.0
2019-01-04,8.370040771588094e-16,1.0
2019-01-07,5.433453633013098e-06,2.0
2019-01-08,2.155393918901183e-15,1.0
2019-01-09,4.424425285480624e-05,0.0
2019-01-10,2.104219576359867e-15,0.0
2019-01-11,-1.7851815923423595e-05,0.0
2019-01-14,3.655929725621121e-16,0.0
2019-01-15,-4.5797052292769706e-05,0.0
2019-01-16,1.38821246165044e-15,1.0
2019-01-17,1.38821246165044e-15,1.0
2019-01-18,2.40996458900078e-15,1.0
2019-01-21,-2.4061893347125576e-05,1.0
2019-01-22,2.329733628236852e-15,1.0
2019-01-23,1.9407304200061773e-05,2.0
2019-01-24,5.347285114698508e-16,2.0
2019-01-28,5.200645751203938e-05,2.0
2019-01-29,3.655929725621121e-16,0.0
2019-01-30,1.8628439716625225e-05,2.0
2019-01-31,3.185385982762412e-15,2.0
2019-02-01,3.495255196592651e-06,0.0
2019-02-04,1.758142242902494e-15,0.0
2019-02-05,-0.000131231270956,0.0
2019-02-06,3.4165378859363216e-15,0.0
2019-02-07,1.0096109273951236e-05,1.0
2019-02-08,1.8370721610594387e-15,1.0
2019-02-11,-3.26143900143943e-05,0.0
2019-02-12,3.647689789110231e-15,0.0
2019-02-13,-6.67786665722093e-05,0.0
2019-02-14,4.156397448440431e-15,1.0
2019-02-15,-3.028339829595425e-05,1.0
2019-02-18,4.0414720181569655e-15,1.0
2019-02-19,6.600383534403507e-05,1.0
2019-02-20,3.642919299551295e-17,0.0
2019-02-21,5.280324753183761e-05,0.0
2019-02-22,1.960237527853792e-15,0.0
2019-02-25,-4.435964848244559e-05,0.0
2019-02-26,9.163676761847483e-16,0.0
2019-02-27,-2.5348050461049525e-05,0.0
2019-02-28,1.6072213004925118e-15,0.0
2019-03-01,-2.971919209443768e-05,0.0
2019-03-06,9.510621457042845e-16,2.0
2019-03-07,3.8040897507228295e-05,2.0
2019-03-08,1.1401470045857565e-15,2.0
2019-03-11,9.272229293333942e-05,2.0
2019-03-12,7.229460086133346e-16,0.0
2019-03-13,3.169906740622388e-05,0.0
2019-03-14,2.02919278602387e-15,0.0
2019-03-15,-7.927567698931721e-07,0.0
2019-03-18,-1.663599813461758e-15,0.0
2019-03-19,-6.815310694891809e-05,0.0
2019-03-20,1.884777056648801e-15,0.0
2019-03-21,-4.913433871210887e-05,0.0
2019-03-22,2.112459512870757e-15,0.0
2019-03-25,3.9633357212342894e-06,0.0
2019-03-26,5.403663627667754e-16,0.0
2019-03-27,-9.113588310875106e-05,0.0
2019-03-28,1.6917890699463813e-15,2.0
2019-03-29,2.615223476549371e-05,0.0
2019-04-01,2.2538394761628666e-15,0.0
2019-04-02,-4.281065821535581e-05,0.0
2019-04-03,3.9105003957207166e-15,0.0
2019-04-04,3.9642544031051e-05,1.0
2019-04-05,1.7377592420597665e-15,0.0
2019-04-08,-1.6648564407955885e-05,0.0
2019-04-09,2.155393918901183e-15,0.0
2019-04-10,-4.757212834224402e-06,0.0
2019-04-11,1.702197410802242e-15,0.0
2019-04-12,-2.7749175832449385e-05,0.0
2019-04-15,1.497933721505973e-15,0.0
2019-04-16,-2.378942519744472e-06,0.0
2019-04-17,3.0682921481339768e-15,0.0
2019-04-18,3.488577933233967e-05,2.0
2019-04-22,1.5009694875889325e-15,2.0
2019-04-23,3.329824916627243e-05,1.0
2019-04-24,-4.163336342344337e-17,1.0
2019-04-25,4.043507673438807e-05,1.0
2019-04-26,1.5413018084053933e-15,0.0
2019-04-29,-2.1405329105428188e-05,0.0
2019-04-30,2.488027145419736e-15,0.0
2019-05-02,1.7846438266111517e-05,0.0
2019-05-03,1.7876325419940997e-15,0.0
2019-05-06,-5.86960429853978e-05,0.0
2019-05-07,1.5330618718945033e-15,0.0
2019-05-08,2.9348133529223924e-05,0.0
2019-05-09,3.8593260531794016e-15,0.0
2019-05-10,-1.18980736454684e-05,0.0
2019-05-13,5.7462715141731735e-16,1.0
2019-05-14,-1.1897177369589364e-05,0.0
2019-05-15,1.519617764955683e-15,2.0
2019-05-16,-3.251983281935683e-05,2.0
2019-05-17,1.775055796793268e-15,2.0
2019-05-20,6.504101005908947e-05,2.0
2019-05-21,-5.0133508455729725e-16,2.0
2019-05-22,2.379614732549856e-06,0.0
2019-05-23,4.430483757644765e-15,2.0
2019-05-24,-3.965890107972096e-05,0.0
2019-05-27,1.6072213004925118e-15,2.0
2019-05-28,7.37664881366373e-05,2.0
2019-05-29,2.499302848013585e-15,2.0
2019-05-30,2.8555376758160247e-05,1.0
2019-05-31,1.979753166958531e-15,1.0
2019-06-03,7.538583615222198e-06,0.0
2019-06-04,2.3930510351100054e-15,0.0
2019-06-05,-5.3961012997744313e-05,0.0
2019-06-06,3.7921055184853e-15,0.0
2019-06-07,2.936090547433004e-05,0.0
2019-06-10,2.248201624865942e-15,0.0
2019-06-11,1.3489412991930794e-05,0.0
2019-06-12,3.01798516733065e-15,0.0
2019-06-13,-4.919797436146603e-05,0.0
2019-06-14,4.961742822162663e-15,2.0
2019-06-17,-3.171923362462175e-06,2.0
2019-06-18,-3.183217578417441e-16,2.0
2019-06-19,4.364397151041758e-05,2.0
2019-06-21,2.3180242447740085e-15,1.0
2019-06-24,-6.34832810875131e-06,0.0
2019-06-25,1.5616848092481206e-15,1.0
2019-06-26,6.745065005989538e-05,1.0
2019-06-27,4.234026323990392e-15,2.0
2019-06-28,7.945493264173951e-07,0.0
2019-07-01,1.154024792393571e-15,0.0
2019-07-02,-1.0319730317826566e-05,2.0
2019-07-03,2.2447321779139884e-15,2.0
2019-07-04,3.3343735209703795e-05,1.0
2019-07-05,2.248201624865942e-15,0.0
2019-07-08,-7.937874897091801e-06,0.0
2019-07-10,2.1289393858925365e-15,0.0
2019-07-11,-3.968937445875728e-06,0.0
2019-07-12,4.067926551165613e-15,0.0
2019-07-15,-7.938771172480777e-06,1.0
2019-07-16,3.393552799879629e-15,2.0
2019-07-17,-7.939443379688643e-06,2.0
2019-07-18,3.722716579446228e-15,2.0
2019-07-19,-7.700518411362517e-05,0.0
2019-07-22,1.4797191250082165e-15,0.0
2019-07-23,2.858159285201896e-05,0.0
2019-07-24,2.953366717850514e-15,0.0
2019-07-25,-9.129362781493035e-05,0.0
2019-07-26,-1.48318857196017e-16,0.0
2019-07-29,1.1907932695361284e-05,0.0
2019-07-30,3.5600862535734016e-15,0.0
2019-07-31,-7.541586139624438e-05,0.0
2019-08-01,1.8470468210463054e-15,0.0
2019-08-02,3.970057796632339e-06,0.0
2019-08-05,2.6493564286855786e-15,2.0
2019-08-06,8.259683059347192e-05,2.0
2019-08-07,1.2125717097077882e-15,2.0
2019-08-08,1.588336815006898e-05,0.0
2019-08-09,2.2039661762285334e-15,0.0
2019-08-12,-0.0001207174967239,0.0
2019-08-13,1.2429293705373825e-15,0.0
2019-08-14,-6.274273243911301e-05,0.0
2019-08-15,7.398595625041082e-16,0.0
2019-08-16,-3.2841596167571506e-05,0.0
2019-08-19,3.5839387013680835e-15,0.0
2019-08-20,-3.0387142330614084e-05,0.0
2019-08-21,3.820728455838918e-15,0.0
2019-08-22,-4.3183285267769066e-05,0.0
2019-08-23,1.6432168126190305e-15,2.0
2019-08-26,-7.988066388297209e-07,1.0
2019-08-27,1.6102570665754712e-15,2.0
2019-08-28,3.0387142335296536e-05,2.0
2019-08-29,6.401129626354418e-16,0.0
2019-08-30,-1.1995543740386805e-05,0.0
2019-09-02,8.018759267702793e-16,0.0
2019-09-03,-5.120025658643e-05,2.0
2019-09-04,3.703634621210483e-16,2.0
2019-09-05,7.520209939800102e-05,2.0
2019-09-06,2.8267319041042068e-15,2.0
2019-09-09,6.880066689104233e-05,1.0
2019-09-10,4.878476095315776e-15,0.0
2019-09-11,-1.2799503971247085e-05,1.0
2019-09-12,6.114900252818245e-16,0.0
2019-09-13,3.840164889448109e-05,0.0
2019-09-16,1.3248950547772864e-15,0.0
2019-09-17,1.040039522565107e-05,0.0
2019-09-18,1.113258790708116e-15,0.0
2019-09-19,-4.7200173520220174e-05,0.0
2019-09-20,3.5691935518222806e-15,0.0
2019-09-23,-8.799869045041965e-06,1.0
2019-09-24,1.2984405217686401e-15,0.0
2019-09-25,3.199999231842405e-05,2.0
2019-09-26,2.060851489460447e-15,0.0
2019-09-27,-1.200092140332329e-05,0.0
2019-09-30,1.8166891602167112e-15,0.0
2019-10-01,-6.362802978494278e-05,0.0
2019-10-02,6.041174505089233e-16,0.0
2019-10-03,8.008232639145248e-07,1.0
2019-10-04,2.089474426814064e-15,1.0
2019-10-07,-4.962258546393431e-05,0.0
2019-10-08,1.6263032587282568e-15,2.0
2019-10-09,4.1619730508171866e-05,2.0
2019-10-10,2.089474426814064e-15,2.0
2019-10-11,3.441433777136033e-05,2.0
2019-10-14,1.8132197132647576e-15,2.0
2019-10-15,-6.401880641022841e-06,2.0
2019-10-16,3.495034123224272e-15,2.0
2019-10-17,-1.6808773875986397e-05,0.0
2019-10-18,1.2503019453102837e-15,2.0
2019-10-21,4.48198865880523e-05,2.0
2019-10-22,-2.866630544051673e-16,2.0
2019-10-23,4.081935538397452e-05,2.0
2019-10-24,2.2126397936084174e-15,0.0
2019-10-25,1.9207434488219093e-05,0.0
2019-10-28,4.9439619065339e-16,0.0
2019-10-29,-5.282341375064704e-05,0.0
2019-10-30,2.342744054306678e-15,0.0
2019-10-31,-5.122154315945812e-05,2.0
2019-11-01,-1.89084858881472e-16,2.0
2019-11-04,9.608758804223808e-06,2.0
2019-11-05,1.6692376647586826e-15,0.0
2019-11-06,-4.003444103197222e-05,0.0
2019-11-07,3.146788385421928e-15,0.0
2019-11-08,-4.403698885487722e-05,0.0
2019-11-11,1.1149935141840928e-15,0.0
2019-11-12,-4.964319983119395e-05,0.0
2019-11-13,-6.761084747619608e-16,0.0
2019-11-14,1.841557399039117e-05,1.0
2019-11-18,1.540868127536399e-15,0.0
2019-11-19,-3.12258332854083e-05,0.0
2019-11-21,3.5197539327569416e-15,0.0
2019-11-22,1.921662132594628e-05,0.0
2019-11-25,-1.8691645453650092e-16,0.0
2019-11-26,-5.764919175898662e-05,0.0
2019-11-27,-8.495808223596415e-16,0.0
2019-11-28,-8.006888204337408e-06,2.0
2019-11-29,2.4988691671445906e-15,2.0
2019-12-02,3.96508345926307e-05,2.0
2019-12-03,4.253108282226137e-15,2.0
2019-12-04,0.0001017325629431,2.0
2019-12-05,2.214374517084395e-15,0.0
2019-12-06,-5.286733131020221e-05,0.0
2019-12-09,1.2771901591879242e-15,0.0
2019-12-10,-4.24550604214073e-05,0.0
2019-12-11,1.7286519438108885e-15,0.0
2019-12-12,-8.005991908961382e-07,1.0
2019-12-13,-2.8102520310824275e-16,1.0
2019-12-16,-6.655616587752239e-05,0.0
2019-12-17,1.4177027607420456e-15,2.0
2019-12-18,3.688716527785541e-05,2.0
2019-12-19,8.530502693115949e-16,2.0
2019-12-20,-1.2830425518823869e-05,2.0
2019-12-23,3.811621157590039e-15,2.0
2019-12-26,4.490525694409797e-05,2.0
2019-12-27,1.996666720849305e-15,0.0
2019-12-30,-1.603752774329524e-05,0.0
2020-01-02,3.3180923286746378e-15,0.0
2020-01-03,-3.2089619986545945e-05,0.0
2020-01-06,3.694527322961605e-15,0.0
2020-01-07,-6.899000534961496e-05,0.0
2020-01-08,2.297641243931281e-15,0.0
2020-01-09,-5.695636984210436e-05,0.0
2020-01-10,1.1462185367516753e-15,0.0
2020-01-13,3.6901057568946346e-05,0.0
2020-01-14,6.414140052424244e-16,0.0
2020-01-15,-3.449455453618773e-05,0.0
2020-01-16,1.5673226605450452e-15,0.0
2020-01-17,1.9252696461655693e-05,0.0
2020-01-20,3.696262046437582e-15,0.0
2020-01-21,-5.856115333575636e-05,0.0
2020-01-22,1.639313684798083e-15,0.0
2020-01-23,6.41763270804313e-05,0.0
2020-01-24,2.0599841277224584e-15,0.0
2020-01-27,-5.936309694381647e-05,0.0
2020-01-28,2.789001668501712e-15,0.0
2020-01-29,-4.171473583799339e-05,0.0
2020-01-30,3.5288612310058202e-15,2.0
2020-01-31,-5.053835621588723e-05,1.0
2020-02-03,2.4082298655248024e-15,2.0
2020-02-04,2.0865994587539616e-05,2.0
2020-02-05,2.5023386140965442e-15,0.0
2020-02-06,-6.419806177535882e-06,0.0
2020-02-07,2.301978052621223e-15,2.0
2020-02-10,4.574618859120444e-05,2.0
2020-02-11,8.070800971982095e-16,0.0
2020-02-12,-1.1234380723033118e-05,0.0
2020-02-13,2.9256111422348848e-15,0.0
2020-02-14,-4.655059695808216e-05,0.0
2020-02-17,4.280430176972772e-16,0.0
2020-02-18,1.1235725144069422e-05,0.0
2020-02-19,1.5434702127503641e-15,0.0
2020-02-20,-9.630045369684192e-06,0.0
