Date,Open,High,Low,Close,ATR,Volume,wavelet_cD,EMA_long,OBV,MACD,RSI
2017-05-02,13.269982702120496,13.457798329322715,13.197745180526343,13.414456367492676,0.2187559627303432,11291100.0,1.452830911130576e-16,12.810097894651134,150954800.0,0.1074665833684438,59.10990019169346
2017-05-03,13.414454266006612,13.457796221046774,13.248308956839397,13.407230377197266,0.2222219618289822,9659800.0,-8.488861004307853e-07,12.83379822691943,162245900.0,0.1266041279750229,65.22885528567595
2017-05-04,13.43612667013017,13.891220667578082,13.342217488268613,13.746747016906738,0.2213123405702961,35564100.0,7.346553920761778e-16,12.856285762224443,152586100.0,0.1395787163699999,64.89141214424983
2017-05-05,13.681731398561295,13.746745014127086,13.623941671149018,13.652835845947266,0.2447188290516657,8540800.0,-1.1032382356722902e-05,12.891205811427673,188150200.0,0.1752373000024913,72.17498712835598
2017-05-08,13.609494651714394,13.67450827089582,13.558928809643476,13.645612716674805,0.2360107231020982,9409800.0,2.9923979960599916e-17,12.921073655918637,179609400.0,0.1936864410624892,67.97433172690906
2017-05-09,13.681732372013666,13.768416280391737,13.58059930848474,13.688956260681152,0.2274084901128301,11333100.0,5.091860165462332e-06,12.949486952418876,170199600.0,0.205357439374799,67.64821020024966
2017-05-10,13.72507264871082,13.905665709878068,13.68173069981908,13.862323760986328,0.2245805245266992,11358800.0,1.9183873239958515e-15,12.97848574882132,181532700.0,0.2156187328521888,68.62108326912832
2017-05-11,13.833431704216745,14.144052068338612,13.811761413204746,14.10793399810791,0.224534416350434,22824200.0,2.88535008059422e-05,13.013146063023868,192891500.0,0.2350309003263149,72.21960579298238
2017-05-12,14.136827357078223,14.29575016361506,14.071813732188785,14.223512649536133,0.2322312905492506,10667500.0,5.618335657819884e-16,13.05607892322324,215715700.0,0.2671542880570374,76.35639534538761
2017-05-15,14.230736977089348,14.339092562637536,14.07181416565705,14.259631156921388,0.2316388006118952,10826700.0,4.243086096091106e-06,13.101860637980607,226383200.0,0.2984976405177519,78.0154420177637
2017-05-16,14.21628926287685,14.346316517252044,14.165723414578949,14.317420959472656,0.2341844860667944,13418200.0,3.8055496254241206e-16,13.147263403429267,237209900.0,0.3225339640830302,78.5226230571962
2017-05-17,14.20906485602195,14.389657952118917,14.09348538474517,14.187393188476562,0.2303565301101016,12218500.0,-1.5275244382937205e-05,13.193151935038811,250628100.0,0.3423002535290571,79.34373645168436
2017-05-18,13.183294613139967,13.87677136705491,13.038819600499773,13.580598831176758,0.2350576756289334,47330400.0,6.839147304038562e-16,13.232141788114802,238409600.0,0.3435132193286314,72.61664023737936
2017-05-19,13.493914920176817,13.7178499496408,13.291650178128672,13.450572967529297,0.3003088122252089,27409800.0,-1.527502031394663e-05,13.245806770195664,191079200.0,0.2921436202208642,50.91996506573872
2017-05-22,13.320548553891564,13.602273372511023,13.320548553891564,13.414456367492676,0.3093010236028461,25852800.0,1.452830911130576e-16,13.253836817149924,163669400.0,0.2381950777204426,47.635528203373184
2017-05-23,13.414453794170113,13.710626335856231,13.414453794170113,13.645612716674805,0.3073312946754613,16500500.0,2.7155504531968785e-05,13.260135623045718,137816600.0,0.1903321309981542,46.73382024959479
2017-05-24,13.78286668372178,13.826208646168588,13.609497456118405,13.623945236206056,0.3065342408905082,10225100.0,7.32920668600201e-17,13.275252371815489,154317100.0,0.1691034669083464,52.88148480148407
2017-05-25,13.69617914315319,13.753970254061134,13.55892938819458,13.667284965515137,0.3001183086876279,8864900.0,5.091412024901213e-06,13.288926601791587,144092000.0,0.1488157576620334,52.2724823970763
2017-05-26,13.725075349288844,13.782865085120578,13.602271988419409,13.746747016906738,0.2926127770575512,11820600.0,7.346553920761778e-16,13.303764184682707,152956900.0,0.1346822230388706,53.427808291023695
2017-05-29,13.746747016906738,13.746747016906738,13.746747016906738,13.746747016906738,0.2846113713178096,0.0,7.346553920761778e-16,13.3211360604562,164777500.0,0.1284129538805789,55.55224479085228
2017-05-30,13.660059603284694,13.681731267537678,13.573375701904297,13.573375701904297,0.2642819876522518,9445200.0,5.869870561836521e-16,13.337826686199358,164777500.0,0.1220377378291477,55.55224479085227
2017-05-31,13.587824368111544,13.638390215325684,13.450574605049166,13.515586853027344,0.2577883681772654,15346500.0,-6.788848123713597e-06,13.347063902501512,155332300.0,0.1018219766168151,49.8036097627754
2017-06-01,13.522807721769995,13.602269108395175,13.385557989364663,13.400004386901855,0.2527903140414977,17828200.0,1.5651542562000742e-15,13.353672645659389,139985800.0,0.0802131161939847,48.01985378701698
2017-06-02,13.443351927256789,13.551707520739953,13.22663936247433,13.414456367492676,0.2502132286835701,27939700.0,1.6977722041883363e-06,13.355489576688504,122157600.0,0.0531487340499179,44.58068159963074
2017-06-05,13.378334241962976,13.710624811669328,13.363886466458602,13.660058975219728,0.2555600093680025,16514200.0,1.2611439670351388e-15,13.357801999857296,150097300.0,0.0324916270149469,45.11003551881705
2017-06-06,13.623942955592778,13.8551018870352,13.616719066758211,13.775640487670898,0.2620727476424827,15896400.0,1.3578144386714591e-05,13.369655214577392,166611500.0,0.0355292397604749,53.27772504811581
2017-06-07,13.833432144058335,13.876774105276471,13.5372595497382,13.6094970703125,0.2603806099735189,12376100.0,7.366069559866517e-16,13.3855762056791,182507900.0,0.0467244217964033,56.554110910184605
2017-06-08,13.530032713906447,13.573376043503233,13.38555908203125,13.38555908203125,0.2660330346567155,13847400.0,-2.630751470648093e-05,13.39435741605688,170131800.0,0.0417094978267726,51.01605444780313
2017-06-09,13.450574858234027,13.48669292754799,12.988255579682352,13.082164764404297,0.2630262456298965,19905900.0,-4.1112946380650333e-16,13.394012383349992,156284400.0,0.0194411053628673,44.66699680158147
2017-06-12,13.046043784734856,13.147176847002536,12.952135988860435,13.060491561889648,0.2798413243610209,14460500.0,-2.5460981334258365e-06,13.381783064959963,136378500.0,-0.0224295876359352,37.802786647356456
2017-06-13,13.082165197142189,13.30610026549144,13.082165197142189,13.284428596496582,0.2737841482025266,13088100.0,1.4847064550016498e-15,13.369183398172892,121918000.0,-0.0567075702414552,37.36109041900267
2017-06-14,13.262755810538504,13.356663602886304,13.002701342781808,13.132728576660156,0.2717716164453312,25729100.0,-1.7821230480747014e-05,13.365859680460098,135006100.0,-0.0650533764139851,44.5679833739456
2017-06-15,13.132728576660154,13.132728576660154,13.132728576660154,13.132728576660156,0.2776423767067001,0.0,1.2999584048101198e-15,13.35671728423265,109277000.0,-0.0829521905085997,41.11680328119439
2017-06-16,13.161624327881016,13.161624327881016,12.814885914568402,12.84378147125244,0.2578107783705073,45495200.0,-3.3944576725272084e-05,13.347933413347452,109277000.0,-0.0960301537963044,41.11680328119439
