ticker,brier_up,note
PETR4.SA,0.20748467066701362,
VALE3.SA,0.0413061476552124,
BBDC4.SA,0.07359418122089013,
ITUB4.SA,0.03070156209553017,
BBAS3.SA,0.12812254863334477,
B3SA3.SA,0.1944390259498773,
ABEV3.SA,0.10768652961355572,
VIVT3.SA,0.10404162067302095,
