Ticker,Estratégia,Capital_Inicial,Capital_Final,Retorno_Total,Acurácia_ML,Precisão_ML,Recall_ML,F1_Score_ML
PETR4.SA,Modelo de Predição,100043.73900000002,117372.04602099113,17.32073110641248,53.78%,49.65%,61.74%,0.55
PETR4.SA,Simulação Simples,100000.0,114745.59538080497,14.745595380804977,53.78%,49.65%,61.74%,0.55
PETR4.SA,Buy and Hold,100000.0,117383.78592864318,17.38378592864318,53.78%,49.65%,61.74%,0.55
VALE3.SA,Modelo de Predição,100043.73900000002,104241.86261256436,4.196288198069387,51.79%,38.00%,39.18%,0.39
VALE3.SA,Simulação Simples,100000.0,100378.48546892412,0.3784854689241168,51.79%,38.00%,39.18%,0.39
VALE3.SA,Buy and Hold,100000.0,77351.39470303607,-22.64860529696393,51.79%,38.00%,39.18%,0.39
BBDC4.SA,Modelo de Predição,100043.73900000002,82834.3523922705,-17.201862685009704,52.59%,45.54%,46.79%,0.46
BBDC4.SA,Simulação Simples,100000.0,79628.18201359888,-20.37181798640112,52.59%,45.54%,46.79%,0.46
BBDC4.SA,Buy and Hold,100000.0,73345.80009197087,-26.65419990802913,52.59%,45.54%,46.79%,0.46
ITUB4.SA,Modelo de Predição,99924.906769945,109014.83765799672,9.096761940423214,47.81%,43.11%,66.67%,0.52
ITUB4.SA,Simulação Simples,100000.0,108707.7281931794,8.707728193179399,47.81%,43.11%,66.67%,0.52
ITUB4.SA,Buy and Hold,100000.0,98317.21066214197,-1.6827893378580372,47.81%,43.11%,66.67%,0.52
BBAS3.SA,Modelo de Predição,100041.41348651383,108280.9786155094,8.236154250365836,53.39%,46.27%,27.68%,0.35
BBAS3.SA,Simulação Simples,100000.0,103520.429226187,3.520429226187005,53.39%,46.27%,27.68%,0.35
BBAS3.SA,Buy and Hold,100000.0,95679.13605531956,-4.320863944680431,53.39%,46.27%,27.68%,0.35
B3SA3.SA,Modelo de Predição,100043.73900000002,116931.65951730788,16.880537139168574,50.20%,40.86%,35.19%,0.38
B3SA3.SA,Simulação Simples,100000.0,105322.40696684326,5.322406966843274,50.20%,40.86%,35.19%,0.38
B3SA3.SA,Buy and Hold,100000.0,74775.60944246201,-25.22439055753799,50.20%,40.86%,35.19%,0.38
ABEV3.SA,Modelo de Predição,100043.73900000002,100404.71163718612,0.3608148203918304,47.41%,45.59%,51.67%,0.48
ABEV3.SA,Simulação Simples,100000.0,100020.02902942052,0.0200290294205318,47.41%,45.59%,51.67%,0.48
ABEV3.SA,Buy and Hold,100000.0,90350.64598780114,-9.649354012198865,47.41%,45.59%,51.67%,0.48
VIVT3.SA,Modelo de Predição,100043.73900000002,118238.85203471904,18.1871581536142,52.99%,52.17%,20.00%,0.29
VIVT3.SA,Simulação Simples,100000.0,110040.75696305202,10.040756963052022,52.99%,52.17%,20.00%,0.29
VIVT3.SA,Buy and Hold,100000.0,94069.11177018368,-5.930888229816311,52.99%,52.17%,20.00%,0.29
