,ticker,label,capital_inicial,capital_final,retorno_total,retorno_anual_pct,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown_pct,volatilidade_pct,win_rate_pct,ml_metrics
0,ABEV3.SA,Modelo de Predição,100000.0,111054.15853864801,11.054158538648018,11.14734789947267,0.7786087154907235,0.6030473898513103,0.7176479863624536,15.533169619795487,15.093733289366643,55.0561797752809,
1,ABEV3.SA,Simulação Simples,100000.0,113282.82184169075,13.28282184169074,13.395904916322387,0.9099542772502378,0.6968584645829545,0.8843609359507818,15.147553868286106,15.132162798371626,53.93258426966292,
2,ABEV3.SA,Buy and Hold,100000.0,90350.64598780114,-9.649354012198863,-9.68587277529711,-0.40074044817287446,-0.541980789323025,-0.49916688072336607,19.40407737240271,20.355644058466158,46.0,
3,ABEV3.SA,Métricas de ML,,,,,,,,,,,"{'Acurácia': '66.14%', 'Precisão (Up)': '44.94%', 'Recall (Up)': '52.63%', 'F1-Score (Up)': '0.48', 'Distribuição Predições': 'Up: 89, Not-Up: 162'}"
4,B3SA3.SA,Modelo de Predição,100000.0,106250.4297015295,6.250429701529492,6.301976776007501,0.4560459990348758,0.3475975148636837,0.472241683034641,13.344812629649262,16.39552757027879,54.6875,
5,B3SA3.SA,Simulação Simples,100000.0,107482.22186844388,7.482221868443895,7.544283048742728,0.5183527822854774,0.3936964781140442,0.5382436810764964,14.01648233687395,16.809483018172877,56.25,
6,B3SA3.SA,Buy and Hold,100000.0,74775.60944246201,-25.22439055753799,-25.310936676535988,-0.9181851192869608,-1.4632680358875503,-0.7398142204969136,34.21255766013162,27.71794463219498,49.2,
7,B3SA3.SA,Métricas de ML,,,,,,,,,,,"{'Acurácia': '68.13%', 'Precisão (Up)': '31.25%', 'Recall (Up)': '35.71%', 'F1-Score (Up)': '0.33', 'Distribuição Predições': 'Up: 64, Not-Up: 187'}"
8,BBAS3.SA,Modelo de Predição,100000.0,102485.67226479435,2.4856722647943474,2.505804740105999,0.4468606103086351,0.24350212354463305,0.4430486158786516,5.655823425012853,5.9554147120854735,48.0,
9,BBAS3.SA,Simulação Simples,100000.0,103408.97241835004,3.4089724183500314,3.436707566249897,0.5971938766686672,0.31694055532750876,0.639775038704569,5.37174375106697,5.978518701323731,52.0,
10,BBAS3.SA,Buy and Hold,100000.0,95679.13605531957,-4.320863944680431,-4.337699675634998,-0.17594236199285773,-0.25411692712941314,-0.2684132960179686,16.160524608827934,17.04757031834731,52.800000000000004,
