Ticker,Estratégia,Capital_Inicial,Capital_Final,Retorno_Total,Acurácia_ML,Precisão_ML,Recall_ML,F1_Score_ML
PETR4.SA,Modelo de Predição,100000.0,109396.73557343792,9.39673557343792,51.00%,47.59%,68.70%,0.56
PETR4.SA,Buy and Hold,100000.0,117383.78592864318,17.38378592864318,51.00%,47.59%,68.70%,0.56
VALE3.SA,Modelo de Predição,100000.0,92825.05520526729,-7.174944794732729,49.40%,37.07%,44.33%,0.40
VALE3.SA,Buy and Hold,100000.0,77351.39470303607,-22.64860529696393,49.40%,37.07%,44.33%,0.40
BBDC4.SA,Modelo de Predição,100000.0,77293.77351773404,-22.70622648226597,45.82%,39.85%,48.62%,0.44
BBDC4.SA,Buy and Hold,100000.0,73345.80009197087,-26.65419990802913,45.82%,39.85%,48.62%,0.44
ITUB4.SA,Modelo de Predição,100000.0,100000.0,0.0,43.82%,43.32%,99.07%,0.60
ITUB4.SA,Buy and Hold,100000.0,98317.21066214197,-1.6827893378580372,43.82%,43.32%,99.07%,0.60
BBAS3.SA,Modelo de Predição,100000.0,96568.98993035044,-3.431010069649554,50.60%,44.83%,46.43%,0.46
BBAS3.SA,Buy and Hold,100000.0,95679.13605531956,-4.320863944680431,50.60%,44.83%,46.43%,0.46
B3SA3.SA,Modelo de Predição,100000.0,135393.2048690637,35.39320486906368,58.96%,53.42%,36.11%,0.43
B3SA3.SA,Buy and Hold,100000.0,74775.60944246201,-25.22439055753799,58.96%,53.42%,36.11%,0.43
ABEV3.SA,Modelo de Predição,100000.0,112653.70953896055,12.653709538960566,55.38%,53.08%,57.50%,0.55
ABEV3.SA,Buy and Hold,100000.0,90350.64598780114,-9.649354012198865,55.38%,53.08%,57.50%,0.55
VIVT3.SA,Modelo de Predição,100000.0,103281.30423940184,3.281304239401828,52.59%,50.77%,27.50%,0.36
VIVT3.SA,Buy and Hold,100000.0,94069.11177018368,-5.930888229816311,52.59%,50.77%,27.50%,0.36
