Date,Model_strategy_realistic,Model_strategy_simple,Buy_and_Hold
2024-06-06,91521.88832317112,88443.26675912277,88864.66976438751
2024-06-07,91521.88832317112,88443.26675912277,87791.65655544116
2024-06-10,91521.88832317112,88443.26675912277,86562.56188767315
2024-06-11,91521.88832317112,88443.26675912277,88572.02400235574
2024-06-12,91521.88832317112,88443.26675912277,86874.71683587777
2024-06-13,91521.88832317112,88443.26675912277,85899.25752723453
2024-06-14,91521.88832317112,88443.26675912277,87596.56469371253
2024-06-17,91521.88832317112,88443.26675912277,86426.01352334068
2024-06-18,91521.88832317112,88443.26675912277,86484.5410818593
2024-06-19,91521.88832317112,88443.26675912277,86445.52270951355
2024-06-20,91521.88832317112,88443.26675912277,87128.3282866862
2024-06-21,91521.88832317112,88443.26675912277,86796.68009118631
2024-06-24,91521.88832317112,88443.26675912277,88201.34946507134
2024-06-25,91521.88832317112,88443.26675912277,88474.47807149144
2024-06-26,91521.88832317112,88443.26675912277,90093.74849327796
2024-06-27,91521.88832317112,88443.26675912277,89656.17051730024
2024-06-28,91521.88832317112,88443.26675912277,88658.90682411088
2024-07-01,91521.88832317112,88443.26675912277,89734.40649796161
2024-07-02,91521.88832317112,88443.26675912277,88932.6650161959
2024-07-03,91521.88832317112,88443.26675912277,88971.77105236836
2024-07-04,91521.88832317112,88443.26675912277,90242.80887652031
2024-07-05,91521.88832317112,88443.26675912277,90770.76825788466
2024-07-08,91521.88832317112,88443.26675912277,90966.31437762467
2024-07-09,91521.88832317112,88443.26675912277,91435.6027505721
2024-07-10,91521.88832317112,88443.26675912277,92784.86061650781
2024-07-11,91521.88832317112,88443.26675912277,95815.77367112595
2024-07-12,91521.88832317112,88443.26675912277,96734.81732253154
2024-07-15,91521.88832317112,88443.26675912277,95717.98865709775
2024-07-16,91521.88832317112,88443.26675912277,95933.08381020461
2024-07-17,91521.88832317112,88443.26675912277,97516.96992373644
2024-07-18,91521.88832317112,88443.26675912277,96578.377238964
2024-07-19,91521.88832317112,88443.26675912277,95874.41280178772
2024-07-22,91521.88832317112,88443.26675912277,96930.34750339398
2024-07-23,91521.88832317112,88443.26675912277,94974.93412262651
2024-07-24,91521.88832317112,88443.26675912277,95991.76278806035
2024-07-25,91521.88832317112,88443.26675912277,95405.13239827906
2024-07-26,91521.88832317112,88443.26675912277,95229.1353119059
2024-07-29,91521.88832317112,88443.26675912277,95121.9383906595
2024-07-30,91521.88832317112,88443.26675912277,93229.35606536054
2024-07-31,91521.88832317112,88443.26675912277,95634.50878570855
2024-08-01,91484.2150724585,88443.25889522737,99754.80427656021
2024-08-02,91283.92344804412,87534.36946261213,98729.6714559009
2024-08-05,90140.11054822544,85471.86106150776,96403.37633244034
2024-08-06,90131.94914664772,85541.7625887742,96482.21799045021
2024-08-07,91096.26468019013,86870.17423708914,97980.52827018946
2024-08-08,92176.0062054793,88251.01379729297,99537.9717857958
2024-08-09,92550.67785903043,88722.93566185629,100070.25060298765
2024-08-12,92349.59895764686,88513.18868551908,99833.67781232529
2024-08-13,92967.35495070944,89177.39804255472,100582.8369369143
2024-08-14,93969.50132100044,90226.11879272811,101765.68495134856
2024-08-15,93296.13066961167,89631.83640494941,100405.39738211903
2024-08-16,93296.13066961167,89631.83640494941,102909.12409093606
2024-08-19,93296.13066961167,89631.83640494941,102751.40889716115
2024-08-20,93296.13066961167,89631.83640494941,103362.54531124042
2024-08-21,93296.13066961167,89631.83640494941,103658.2752460863
2024-08-22,93296.13066961167,89631.83640494941,102435.97054017255
2024-08-23,93296.13066961167,89631.83640494941,104821.39889950019
2024-08-26,93296.13066961167,89631.83640494941,103283.70365323058
2024-08-27,93296.13066961167,89631.83640494941,102875.99513386066
2024-08-28,93296.13066961167,89631.83640494941,102994.83540518818
2024-08-29,93296.13066961167,89631.83640494941,102638.31459120564
2024-08-30,93296.13066961167,89631.83640494941,102658.11864661396
2024-09-02,93296.13066961167,89631.83640494941,103430.5804102428
2024-09-03,93296.13066961167,89631.83640494941,105391.44488714676
2024-09-04,93317.2531799501,89796.55745483168,107966.31477609661
2024-09-05,93640.03980973011,90801.44717439593,109174.53748365765
2024-09-06,93480.89415612168,90537.86139354207,108857.61681105295
2024-09-09,92742.49937261571,89269.41240614036,107332.5053086424
2024-09-10,92949.22143441736,89565.92735337041,107689.01815318615
2024-09-11,93309.31979986592,90010.71634485075,108223.80734359875
2024-09-12,93229.39379160499,89944.81824257376,108144.57518308787
2024-09-13,93577.32504876006,90356.6515546615,108639.74032380625
2024-09-16,94974.17773035855,91921.62874580146,110521.38060963814
2024-09-17,94775.8196619893,91690.99864434022,110244.08398672771
2024-09-18,95004.66862310437,91938.11321375186,110541.20060392405
2024-09-19,94043.78345400174,90933.23012244172,109332.9858658018
2024-09-20,94176.8356890717,91065.0130704875,109491.43424794597
2024-09-23,93595.99604969523,90488.44113096136,108798.19667538919
2024-09-24,94170.21646591774,91065.0130704875,109491.43424794597
2024-09-25,94531.85445704276,91427.43274824866,109927.18722243939
2024-09-26,93850.31341913783,90850.866262714,109055.68924289134
2024-09-27,93850.31341913783,90850.866262714,110125.25168483896
2024-09-30,93850.31341913783,90850.866262714,110560.99668989358
2024-10-01,93850.31341913783,90850.866262714,110065.82357973642
2024-10-02,93850.31341913783,90850.866262714,111095.77791086739
2024-10-03,93850.31341913783,90850.866262714,108322.83559007914
2024-10-04,93850.31341913783,90850.866262714,108184.1992327821
2024-10-07,93850.31341913783,90850.866262714,106639.27570552444
2024-10-08,93850.31341913783,90850.866262714,107213.6650373149
2024-10-09,93850.31341913783,90850.866262714,106738.30395200485
2024-10-10,93850.31341913783,90850.866262714,106560.05151445237
2024-10-11,93850.31341913783,90850.866262714,104321.89041463794
2024-10-14,93850.31341913783,90850.866262714,105351.82880689132
2024-10-15,93850.31341913783,90850.866262714,105272.61258525804
2024-10-16,93850.31341913783,90850.866262714,107550.37382645032
2024-10-17,93850.31341913783,90850.866262714,107946.52665956588
2024-10-18,93850.31341913783,90850.866262714,108560.53207161177
2024-10-21,93850.31341913783,90850.866262714,107847.48247420789
2024-10-22,93850.31341913783,90850.866262714,106183.7266450615
2024-10-23,93850.31341913783,90850.866262714,106302.55894695022
2024-10-24,93850.31341913783,90850.866262714,106500.62340934982
2024-10-25,93850.31341913783,90850.866262714,105827.18989220138
2024-10-28,93850.31341913783,90850.866262714,106678.88381634108
2024-10-29,93850.31341913783,90850.866262714,102816.5829676357
2024-10-30,93850.31341913783,90850.866262714,104341.69447004625
2024-10-31,93850.31341913783,90850.866262714,104262.45434009658
2024-11-01,93850.31341913783,90850.866262714,103767.3051382558
2024-11-04,93850.31341913783,90850.866262714,105747.97367056808
2024-11-05,93850.31341913783,90850.866262714,105015.1200177559
2024-11-06,93850.31341913783,90850.866262714,104797.25946938679
2024-11-07,93850.31341913783,90850.866262714,105648.93745464891
2024-11-08,93850.31341913783,90850.866262714,102994.83540518818
2024-11-11,93850.31341913783,90850.866262714,104975.50393750047
2024-11-12,93850.31341913783,90850.866262714,103490.00851534534
2024-11-13,93850.31341913783,90850.866262714,103113.68364595449
2024-11-14,93850.31341913783,90850.866262714,102202.56161671222
2024-11-18,93850.31341913783,90850.866262714,102182.76553074269
2024-11-19,93850.31341913783,90850.866262714,103252.32000325152
2024-11-21,93850.31341913783,90850.866262714,100122.87280735833
2024-11-22,93850.31341913783,90850.866262714,101014.17484231468
2024-11-25,93850.31341913783,90850.866262714,101093.40700282555
2024-11-26,93850.31341913783,90850.866262714,102757.16283197195
2024-11-27,93850.31341913783,90850.866262714,100756.67430537376
2024-11-28,93850.31341913783,90850.866262714,97726.26332539975
2024-11-29,93850.31341913783,90850.866262714,98082.77616994349
2024-12-02,93850.31341913783,90850.866262714,98142.19630560724
2024-12-03,93850.31341913783,90850.866262714,101588.56417410512
2024-12-04,93850.31341913783,90850.866262714,101113.19511935629
2024-12-05,93850.31341913783,90850.866262714,102836.37905360524
2024-12-06,93850.31341913783,90850.866262714,102321.40985747855
2024-12-09,93850.31341913783,90850.866262714,101152.81119961172
2024-12-10,93850.31341913783,90850.866262714,101885.67282186271
2024-12-11,93850.31341913783,90850.866262714,103490.00851534534
2024-12-12,93850.31341913783,90850.866262714,98558.13725525355
2024-12-13,93850.31341913783,90850.866262714,97884.7117075439
2024-12-16,93850.31341913783,90850.866262714,97448.95873305049
2024-12-17,93850.31341913783,90850.866262714,97547.99494896967
2024-12-18,93850.31341913783,90850.866262714,96379.40426054166
2024-12-19,93850.31341913783,90850.866262714,97369.73454197841
2024-12-20,93850.31341913783,90850.866262714,98340.27670688446
2024-12-23,93850.31341913783,90850.866262714,95151.38546701109
2024-12-26,93850.31341913783,90850.866262714,95904.03520579282
2024-12-27,93850.31341913783,90850.866262714,94853.53566144548
2024-12-30,,,94069.11177018369
