ticker,corr_next_return,corr_same_return,note
PETR4.SA,0.02672058955007997,0.5510435233490909,
VALE3.SA,0.2826938296144152,0.456137893303078,
BBDC4.SA,0.2407256437372867,0.3523931673208704,
ITUB4.SA,0.2493196778205514,0.2096714731559526,
BBAS3.SA,0.16993483349361435,0.5543765932047144,
B3SA3.SA,0.10647231118358756,0.5335713407693902,
ABEV3.SA,0.09686111115665721,0.2662044664091606,
VIVT3.SA,0.02147212921170292,0.5258857591913298,
