,ticker,label,capital_inicial,capital_final,retorno_total,ml_metrics
0,ABEV3.SA,Modelo de Predição,100000.0,97024.51655964821,-2.9754834403517894,
1,ABEV3.SA,Simulação Simples,100000.0,96224.89677085106,-3.775103229148935,
2,ABEV3.SA,Buy and Hold,100000.0,90350.64598780114,-9.649354012198863,
3,ABEV3.SA,Métricas de ML,,,,"{'Acurácia': '76.10%', 'Precisão (Up)': '0.00%', 'Recall (Up)': '0.00%', 'F1-Score (Up)': '0.00', 'Distribuição Predições': 'Up: 4, Not-Up: 247'}"
4,B3SA3.SA,Modelo de Predição,100000.0,105983.79684423644,5.983796844236444,
5,B3SA3.SA,Simulação Simples,100000.0,108515.11570134477,8.515115701344754,
6,B3SA3.SA,Buy and Hold,100000.0,74775.60944246201,-25.22439055753799,
7,B3SA3.SA,Métricas de ML,,,,"{'Acurácia': '83.27%', 'Precisão (Up)': '39.29%', 'Recall (Up)': '30.56%', 'F1-Score (Up)': '0.34', 'Distribuição Predições': 'Up: 28, Not-Up: 223'}"
8,BBAS3.SA,Modelo de Predição,100000.0,100000.0,0.0,
9,BBAS3.SA,Simulação Simples,100000.0,100000.0,0.0,
10,BBAS3.SA,Buy and Hold,100000.0,95679.13605531957,-4.320863944680431,
11,BBAS3.SA,Métricas de ML,,,,"{'Acurácia': '81.67%', 'Precisão (Up)': '0.00%', 'Recall (Up)': '0.00%', 'F1-Score (Up)': '0.00', 'Distribuição Predições': 'Up: 0, Not-Up: 251'}"
12,BBDC4.SA,Modelo de Predição,100000.0,104683.4046384527,4.683404638452693,
13,BBDC4.SA,Simulação Simples,100000.0,105815.12199177418,5.815121991774186,
14,BBDC4.SA,Buy and Hold,100000.0,73345.80009197087,-26.65419990802913,
15,BBDC4.SA,Métricas de ML,,,,"{'Acurácia': '80.08%', 'Precisão (Up)': '44.44%', 'Recall (Up)': '8.16%', 'F1-Score (Up)': '0.14', 'Distribuição Predições': 'Up: 9, Not-Up: 242'}"
16,ITUB4.SA,Modelo de Predição,100000.0,100000.0,0.0,
17,ITUB4.SA,Simulação Simples,100000.0,100000.0,0.0,
18,ITUB4.SA,Buy and Hold,100000.0,98317.21066214197,-1.6827893378580372,
19,ITUB4.SA,Métricas de ML,,,,"{'Acurácia': '76.49%', 'Precisão (Up)': '0.00%', 'Recall (Up)': '0.00%', 'F1-Score (Up)': '0.00', 'Distribuição Predições': 'Up: 0, Not-Up: 251'}"
20,PETR4.SA,Modelo de Predição,100000.0,100166.41960878231,0.16641960878229778,
21,PETR4.SA,Simulação Simples,100000.0,101507.58032138883,1.507580321388824,
22,PETR4.SA,Buy and Hold,100000.0,117383.78592864318,17.38378592864318,
23,PETR4.SA,Métricas de ML,,,,"{'Acurácia': '65.34%', 'Precisão (Up)': '38.46%', 'Recall (Up)': '5.95%', 'F1-Score (Up)': '0.10', 'Distribuição Predições': 'Up: 13, Not-Up: 238'}"
24,VALE3.SA,Modelo de Predição,100000.0,95530.71482270857,-4.469285177291427,
25,VALE3.SA,Simulação Simples,100000.0,95138.68259452634,-4.861317405473664,
26,VALE3.SA,Buy and Hold,100000.0,77351.39470303607,-22.64860529696393,
27,VALE3.SA,Métricas de ML,,,,"{'Acurácia': '72.91%', 'Precisão (Up)': '25.71%', 'Recall (Up)': '17.65%', 'F1-Score (Up)': '0.21', 'Distribuição Predições': 'Up: 35, Not-Up: 216'}"
28,VIVT3.SA,Modelo de Predição,100000.0,99035.72686849194,-0.9642731315080644,
29,VIVT3.SA,Simulação Simples,100000.0,99067.27885931985,-0.9327211406801483,
30,VIVT3.SA,Buy and Hold,100000.0,94069.11177018369,-5.930888229816311,
31,VIVT3.SA,Métricas de ML,,,,"{'Acurácia': '74.50%', 'Precisão (Up)': '25.00%', 'Recall (Up)': '1.61%', 'F1-Score (Up)': '0.03', 'Distribuição Predições': 'Up: 4, Not-Up: 247'}"
