Date,Model_strategy_realistic,Model_strategy_simple,Buy_and_Hold
2024-11-27,108290.86021455961,108348.77122278637,91539.03091514115
2024-11-28,107180.58537855028,107053.74670707843,90444.92262169774
2024-11-29,109775.30161701258,109902.76348066295,92851.92947162924
2024-12-02,113952.64738806145,114392.11868711548,96644.78489947264
2024-12-03,119045.00304925076,119572.14596714162,101021.15827201963
2024-12-04,119725.70246760955,120262.80919286456,101604.6687415699
2024-12-05,123926.64101359414,124493.16126574563,105178.70400575527
2024-12-06,122078.50212589424,122766.49268065032,103719.91288157293
2024-12-09,122078.50212589424,122766.49268065032,103646.97781045582
2024-12-10,122078.50212589424,122766.49268065032,104084.61813777186
2024-12-11,122078.50212589424,122766.49268065032,100656.4530158207
2024-12-12,122078.50212589424,122766.49268065032,95550.69903148923
2024-12-13,122078.50212589424,122766.49268065032,95404.81393894833
2024-12-16,122078.50212589424,122766.49268065032,93654.2750551442
2024-12-17,122078.50212589424,122766.49268065032,95550.69903148923
2024-12-18,122078.50212589424,122766.49268065032,93070.75711044061
2024-12-19,122078.50212589424,122766.49268065032,93216.62725267482
2024-12-20,122078.50212589424,122766.49268065032,94121.6739678981
2024-12-23,122078.50212589424,122766.49268065032,94044.71726428522
2024-12-26,122078.50212589424,122766.49268065032,93429.04868507567
2024-12-27,122078.50212589424,122766.49268065032,92890.31438401897
2024-12-30,,,90350.64598780114
