Ticker,Estratégia,Capital_Inicial,Capital_Final,Retorno_Total,Acurácia_ML,Precisão_ML,Recall_ML,F1_Score_ML
PETR4.SA,Modelo de Predição,99847.24570059095,115883.97553325735,16.061264104124895,54.18%,50.00%,42.61%,0.46
PETR4.SA,Buy and Hold,100000.0,117383.78592864318,17.38378592864318,54.18%,50.00%,42.61%,0.46
VALE3.SA,Modelo de Predição,100000.0,93411.99533507506,-6.58800466492494,56.57%,42.68%,36.08%,0.39
VALE3.SA,Buy and Hold,100000.0,77351.39470303607,-22.64860529696393,56.57%,42.68%,36.08%,0.39
BBDC4.SA,Modelo de Predição,100000.0,79325.85060228835,-20.67414939771165,43.43%,41.08%,69.72%,0.52
BBDC4.SA,Buy and Hold,100000.0,73345.80009197087,-26.65419990802913,43.43%,41.08%,69.72%,0.52
ITUB4.SA,Modelo de Predição,99929.89895626598,97805.35103162336,-2.126038299680888,55.38%,46.30%,23.15%,0.31
ITUB4.SA,Buy and Hold,100000.0,98317.21066214197,-1.6827893378580372,55.38%,46.30%,23.15%,0.31
BBAS3.SA,Modelo de Predição,100000.0,111868.27283381727,11.868272833817285,55.78%,50.88%,25.89%,0.34
BBAS3.SA,Buy and Hold,100000.0,95679.13605531956,-4.320863944680431,55.78%,50.88%,25.89%,0.34
B3SA3.SA,Modelo de Predição,100000.0,118464.94666943912,18.46494666943912,59.76%,54.12%,42.59%,0.48
B3SA3.SA,Buy and Hold,100000.0,74775.60944246201,-25.22439055753799,59.76%,54.12%,42.59%,0.48
ABEV3.SA,Modelo de Predição,100000.0,99847.77454907328,-0.1522254509267129,54.58%,52.05%,63.33%,0.57
ABEV3.SA,Buy and Hold,100000.0,90350.64598780114,-9.649354012198865,54.58%,52.05%,63.33%,0.57
VIVT3.SA,Modelo de Predição,100000.0,105749.43963593165,5.749439635931641,54.98%,55.74%,28.33%,0.38
VIVT3.SA,Buy and Hold,100000.0,94069.11177018368,-5.930888229816311,54.98%,55.74%,28.33%,0.38
