,ticker,label,capital_inicial,capital_final,retorno_total,retorno_anual_pct,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown_pct,volatilidade_pct,win_rate_pct,ml_metrics,adaptive_analysis
39,B3SA3.SA,Métricas de ML P(up),,,,,,,,,,,"{'Acurácia': '64.54%', 'Precisão (Up)': '32.63%', 'Recall (Up)': '55.36%', 'F1-Score (Up)': '0.41', 'Distribuição Predições': 'Up: 95, Not-Up: 156'}",
40,B3SA3.SA,Métricas de ML Score,,,,,,,,,,,"{'Acurácia': '68.92%', 'Precisão (Up)': '36.90%', 'Recall (Up)': '55.36%', 'F1-Score (Up)': '0.44', 'Distribuição Predições': 'Up: 84, Not-Up: 167'}",
41,B3SA3.SA,Análise Adaptativa,,,,,,,,,,,,"{'method': 'quick_testing', 'best_strategy': 'ultra_quick', 'total_strategies_tested': 6, 'best_sharpe': np.float64(4.174934784659807)}"
42,ABEV3.SA,Modelo P(up) Realista,100000.0,129470.10384376418,29.470103843764186,29.73789652098391,1.7065576635487114,1.8381326011317431,4.11519342381936,7.226366651165527,16.07625201030728,54.285714285714285,,
43,ABEV3.SA,Modelo Score Realista,100000.0,94847.13644810309,-5.152863551896914,-5.1929971591710755,-0.321397485153701,-0.26110934852571654,-0.44456911873885285,11.680966896446819,13.70777069166748,52.89855072463768,,
44,ABEV3.SA,Simulação Simples,100000.0,129512.64025633963,29.512640256339616,29.780861966403815,1.6287681099611335,1.6343218696983537,3.965868563354573,7.509291215948253,16.95682504895803,53.57142857142857,,
45,ABEV3.SA,Buy and Hold,100000.0,90350.64598780114,-9.649354012198863,-9.68587277529711,-0.40074044817287446,-0.541980789323025,-0.49916688072336607,19.40407737240271,20.355644058466158,46.0,,
46,ABEV3.SA,Métricas de ML P(up),,,,,,,,,,,"{'Acurácia': '64.54%', 'Precisão (Up)': '45.00%', 'Recall (Up)': '84.00%', 'F1-Score (Up)': '0.59', 'Distribuição Predições': 'Up: 140, Not-Up: 111'}",
47,ABEV3.SA,Métricas de ML Score,,,,,,,,,,,"{'Acurácia': '54.18%', 'Precisão (Up)': '35.51%', 'Recall (Up)': '65.33%', 'F1-Score (Up)': '0.46', 'Distribuição Predições': 'Up: 138, Not-Up: 113'}",
48,ABEV3.SA,Análise Adaptativa,,,,,,,,,,,,"{'method': 'quick_testing', 'best_strategy': 'ultra_quick', 'total_strategies_tested': 6, 'best_sharpe': np.float64(1.6172589159204795)}"
49,VIVT3.SA,Modelo P(up) Realista,100000.0,90959.10636470489,-9.040893635295111,-9.109821901946425,-0.44517515211714637,-0.5120026121720189,-0.3831341888409478,23.777105169093186,17.92568001309721,48.94736842105264,,
50,VIVT3.SA,Modelo Score Realista,100000.0,102112.57745436773,2.1125774543677256,2.1296567775180852,0.2283784845535911,0.20675092374235823,0.2669791512995371,7.976865486131979,12.915184238177227,50.45045045045045,,
51,VIVT3.SA,Simulação Simples,100000.0,93458.22049511198,-6.541779504888023,-6.592349660755936,-0.25696026199323424,-0.30916752318303237,-0.2747137323171649,23.997160990644904,19.35315390053854,49.473684210526315,,
52,VIVT3.SA,Buy and Hold,100000.0,94069.11177018369,-5.930888229816311,-5.953799491437328,-0.15813278750606483,-0.2299356338405818,-0.2799112045204126,21.270314997351758,22.709159146712526,48.8,,
53,VIVT3.SA,Métricas de ML P(up),,,,,,,,,,,"{'Acurácia': '42.63%', 'Precisão (Up)': '36.46%', 'Recall (Up)': '76.09%', 'F1-Score (Up)': '0.49', 'Distribuição Predições': 'Up: 192, Not-Up: 59'}",
54,VIVT3.SA,Métricas de ML Score,,,,,,,,,,,"{'Acurácia': '59.36%', 'Precisão (Up)': '45.54%', 'Recall (Up)': '55.43%', 'F1-Score (Up)': '0.50', 'Distribuição Predições': 'Up: 112, Not-Up: 139'}",
55,VIVT3.SA,Análise Adaptativa,,,,,,,,,,,,"{'method': 'quick_testing', 'best_strategy': 'quick_aggressive', 'total_strategies_tested': 6, 'best_sharpe': np.float64(0.8431486663036389)}"
