Ticker,Estratégia,Capital_Inicial,Capital_Final,Retorno_Total,Acurácia_ML,Precisão_ML,Recall_ML,F1_Score_ML
PETR4.SA,Modelo de Predição,100000.0,99441.96138396334,-0.5580386160366602,87.65%,30.00%,11.11%,0.16
PETR4.SA,Buy and Hold,100000.0,117383.78592864318,17.38378592864318,87.65%,30.00%,11.11%,0.16
VALE3.SA,Modelo de Predição,100000.0,93229.05614038304,-6.770943859616951,60.56%,18.82%,34.78%,0.24
VALE3.SA,Buy and Hold,100000.0,77351.39470303607,-22.64860529696393,60.56%,18.82%,34.78%,0.24
BBDC4.SA,Modelo de Predição,99900.09990009991,92380.49901329108,-7.527120487695649,88.45%,0.00%,0.00%,0.00
BBDC4.SA,Buy and Hold,100000.0,73345.80009197087,-26.65419990802913,88.45%,0.00%,0.00%,0.00
ITUB4.SA,Modelo de Predição,100000.0,100000.0,0.0,93.63%,0.00%,0.00%,0.00
ITUB4.SA,Buy and Hold,100000.0,98317.21066214197,-1.6827893378580372,93.63%,0.00%,0.00%,0.00
BBAS3.SA,Modelo de Predição,100000.0,99438.59536785368,-0.5614046321463229,96.81%,0.00%,0.00%,0.00
BBAS3.SA,Buy and Hold,100000.0,95679.13605531956,-4.320863944680431,96.81%,0.00%,0.00%,0.00
B3SA3.SA,Modelo de Predição,100000.0,89107.57072920926,-10.89242927079075,56.97%,13.00%,38.24%,0.19
B3SA3.SA,Buy and Hold,100000.0,74775.60944246201,-25.22439055753799,56.97%,13.00%,38.24%,0.19
ABEV3.SA,Modelo de Predição,100000.0,98515.42852756169,-1.484571472438312,85.26%,0.00%,0.00%,0.00
ABEV3.SA,Buy and Hold,100000.0,90350.64598780114,-9.649354012198865,85.26%,0.00%,0.00%,0.00
VIVT3.SA,Modelo de Predição,100000.0,100588.48970684435,0.5884897068443751,93.23%,0.00%,0.00%,0.00
VIVT3.SA,Buy and Hold,100000.0,94069.11177018368,-5.930888229816311,93.23%,0.00%,0.00%,0.00
