Ticker,Estratégia,Capital_Inicial,Capital_Final,Retorno_Total,Acurácia_ML,Precisão_ML,Recall_ML,F1_Score_ML
PETR4.SA,Modelo de Predição,100000.0,137691.3325019822,37.6913325019822,57.37%,53.28%,56.52%,0.55
PETR4.SA,Buy and Hold,100000.0,117383.78592864318,17.38378592864318,57.37%,53.28%,56.52%,0.55
VALE3.SA,Modelo de Predição,100000.0,91144.27890231188,-8.855721097688118,58.96%,45.83%,34.02%,0.39
VALE3.SA,Buy and Hold,100000.0,77351.39470303607,-22.64860529696393,58.96%,45.83%,34.02%,0.39
BBDC4.SA,Modelo de Predição,100145.65480559607,78711.51367388005,-21.40296668220327,47.41%,40.80%,46.79%,0.44
BBDC4.SA,Buy and Hold,100000.0,73345.80009197087,-26.65419990802913,47.41%,40.80%,46.79%,0.44
ITUB4.SA,Modelo de Predição,100000.0,100586.0320185797,0.5860320185796963,54.58%,43.75%,19.44%,0.27
ITUB4.SA,Buy and Hold,100000.0,98317.21066214197,-1.6827893378580372,54.58%,43.75%,19.44%,0.27
BBAS3.SA,Modelo de Predição,100000.0,99500.86209206704,-0.499137907932945,55.78%,50.53%,42.86%,0.46
BBAS3.SA,Buy and Hold,100000.0,95679.13605531956,-4.320863944680431,55.78%,50.53%,42.86%,0.46
B3SA3.SA,Modelo de Predição,100000.0,78930.76273974404,-21.06923726025596,47.41%,41.77%,62.26%,0.50
B3SA3.SA,Buy and Hold,100000.0,74775.60944246201,-25.22439055753799,47.41%,41.77%,62.26%,0.50
ABEV3.SA,Modelo de Predição,100000.0,102597.70377631656,2.5977037763165622,51.79%,49.61%,53.33%,0.51
ABEV3.SA,Buy and Hold,100000.0,90350.64598780114,-9.649354012198865,51.79%,49.61%,53.33%,0.51
VIVT3.SA,Modelo de Predição,100000.0,100000.0,0.0,52.59%,0.00%,0.00%,0.00
VIVT3.SA,Buy and Hold,100000.0,94069.11177018368,-5.930888229816311,52.59%,0.00%,0.00%,0.00
