Ticker,Estratégia,Capital_Inicial,Capital_Final,Retorno_Total,Acurácia_ML,Precisão_ML,Recall_ML,F1_Score_ML
PETR4.SA,Modelo de Predição,99847.24570059095,111065.03281662238,11.234948983640349,65.65%,63.29%,78.21%,0.70
PETR4.SA,Buy and Hold,100000.0,117383.78592864318,17.38378592864318,65.65%,63.29%,78.21%,0.70
VALE3.SA,Modelo de Predição,100342.89035868408,94614.35926218536,-5.708955638034374,68.09%,65.61%,62.75%,0.64
VALE3.SA,Buy and Hold,100000.0,77351.39470303607,-22.64860529696393,68.09%,65.61%,62.75%,0.64
BBDC4.SA,Modelo de Predição,100145.65480559607,84044.20614660248,-16.07803023531068,68.24%,74.19%,46.31%,0.57
BBDC4.SA,Buy and Hold,100000.0,73345.80009197087,-26.65419990802913,68.24%,74.19%,46.31%,0.57
ITUB4.SA,Modelo de Predição,100000.0,101073.6835110502,1.073683511050194,68.09%,88.50%,33.78%,0.49
ITUB4.SA,Buy and Hold,100000.0,98317.21066214197,-1.6827893378580372,68.09%,88.50%,33.78%,0.49
BBAS3.SA,Modelo de Predição,100000.0,98762.22059601662,-1.2377794039833856,66.26%,90.60%,33.54%,0.49
BBAS3.SA,Buy and Hold,100000.0,95679.13605531956,-4.320863944680431,66.26%,90.60%,33.54%,0.49
B3SA3.SA,Modelo de Predição,100000.0,100529.57234315276,0.5295723431527621,68.24%,65.88%,50.55%,0.57
B3SA3.SA,Buy and Hold,100000.0,74775.60944246201,-25.22439055753799,68.24%,65.88%,50.55%,0.57
ABEV3.SA,Modelo de Predição,100000.0,97265.69744752716,-2.734302552472845,70.38%,66.67%,38.33%,0.49
ABEV3.SA,Buy and Hold,100000.0,90350.64598780114,-9.649354012198865,70.38%,66.67%,38.33%,0.49
VIVT3.SA,Modelo de Predição,100000.0,99332.07501473186,-0.6679249852681424,69.47%,66.67%,33.33%,0.44
VIVT3.SA,Buy and Hold,100000.0,94069.11177018368,-5.930888229816311,69.47%,66.67%,33.33%,0.44
