Ticker,Estratégia,Capital_Inicial,Capital_Final,Retorno_Total,Acurácia_ML,Precisão_ML,Recall_ML,F1_Score_ML
PETR4.SA,Modelo de Predição,100000.0,138364.29891694148,38.364298916941486,54.58%,50.34%,65.22%,0.57
PETR4.SA,Buy and Hold,100000.0,117383.78592864318,17.38378592864318,54.58%,50.34%,65.22%,0.57
VALE3.SA,Modelo de Predição,100000.0,94822.22011923124,-5.177779880768762,48.61%,35.19%,39.18%,0.37
VALE3.SA,Buy and Hold,100000.0,77351.39470303607,-22.64860529696393,48.61%,35.19%,39.18%,0.37
BBDC4.SA,Modelo de Predição,100000.0,99252.00260899308,-0.7479973910069271,47.41%,42.58%,60.55%,0.50
BBDC4.SA,Buy and Hold,100000.0,73345.80009197087,-26.65419990802913,47.41%,42.58%,60.55%,0.50
ITUB4.SA,Modelo de Predição,100000.0,106456.63034275356,6.456630342753567,46.61%,33.75%,25.00%,0.29
ITUB4.SA,Buy and Hold,100000.0,98317.21066214197,-1.6827893378580372,46.61%,33.75%,25.00%,0.29
BBAS3.SA,Modelo de Predição,100000.0,100000.0,0.0,58.96%,58.82%,26.79%,0.37
BBAS3.SA,Buy and Hold,100000.0,95679.13605531956,-4.320863944680431,58.96%,58.82%,26.79%,0.37
B3SA3.SA,Modelo de Predição,100000.0,97971.5343101563,-2.028465689843695,60.96%,54.90%,51.85%,0.53
B3SA3.SA,Buy and Hold,100000.0,74775.60944246201,-25.22439055753799,60.96%,54.90%,51.85%,0.53
ABEV3.SA,Modelo de Predição,100000.0,101052.7377566816,1.052737756681621,56.97%,53.66%,73.33%,0.62
ABEV3.SA,Buy and Hold,100000.0,90350.64598780114,-9.649354012198865,56.97%,53.66%,73.33%,0.62
VIVT3.SA,Modelo de Predição,100000.0,107481.50328391904,7.481503283919055,55.78%,58.82%,25.00%,0.35
VIVT3.SA,Buy and Hold,100000.0,94069.11177018368,-5.930888229816311,55.78%,58.82%,25.00%,0.35
