Date,Model_P_up_realistic,Model_Score_realistic,Model_strategy_simple,Buy_and_Hold
2024-05-27,98865.60711436401,93485.57352033028,99410.7560789032,100831.99862700401
2024-05-28,98865.60711436401,93485.57352033028,99410.7560789032,100500.92317995983
2024-05-29,98865.60711436401,93485.57352033028,99410.7560789032,100500.92317995983
2024-05-31,98865.60711436401,93485.57352033028,99410.7560789032,99765.18013628008
2024-06-03,98865.60711436401,93485.57352033028,99410.7560789032,99875.53344609961
2024-06-04,98865.60711436401,93485.57352033028,99410.7560789032,100169.83997412286
2024-06-05,98865.60711436401,93485.57352033028,99410.7560789032,100390.5621113475
2024-06-06,98865.60711436401,93485.57352033028,99410.7560789032,101714.87941710983
2024-06-07,98865.60711436401,93485.57352033028,99410.7560789032,99985.90227350473
2024-06-10,98865.60711436401,93485.57352033028,99410.7560789032,100096.27110090984
2024-06-11,98865.60711436401,93485.57352033028,99410.7560789032,101199.8662694475
2024-06-12,98865.60711436401,93485.57352033028,99410.7560789032,99284.30567688365
2024-06-13,98865.60711436401,93485.57352033028,99410.7560789032,99957.66802655027
2024-06-14,98865.60711436401,93485.57352033028,99410.7560789032,99709.78235577585
2024-06-17,98865.60711436401,93485.57352033028,99410.7560789032,99709.78235577585
2024-06-18,98865.60711436401,93485.57352033028,99410.7560789032,98314.97641753725
2024-06-19,98865.60711436401,93485.57352033028,99410.7560789032,99031.21385614871
2024-06-20,98865.60711436401,93485.57352033028,99410.7560789032,99483.59026963588
2024-06-21,98865.60711436401,93485.57352033028,99410.7560789032,100312.93538950651
2024-06-24,98865.60711436401,93485.57352033028,99410.7560789032,101066.88056106622
2024-06-25,98865.60711436401,93485.57352033028,99410.7560789032,101368.45707793155
2024-06-26,98865.60711436401,93485.57352033028,99410.7560789032,100689.90409588997
2024-06-27,98865.60711436401,93485.57352033028,99410.7560789032,100652.21963932009
2024-06-28,98865.60711436401,93485.57352033028,99410.7560789032,100689.90409588997
2024-07-01,98865.60711436401,93485.57352033028,99410.7560789032,99370.4981059623
2024-07-02,98865.60711436401,93485.57352033028,99410.7560789032,99709.78235577585
2024-07-03,98865.60711436401,93485.57352033028,99410.7560789032,100689.90409588997
2024-07-04,98865.60711436401,93485.57352033028,99410.7560789032,101217.67269889529
2024-07-05,98865.60711436401,93485.57352033028,99410.7560789032,100765.30404420088
2024-07-08,98865.60711436401,93485.57352033028,99410.7560789032,99106.62156325243
2024-07-09,98865.60711436401,93485.57352033028,99410.7560789032,98767.34507223163
2024-07-10,98865.60711436401,93485.57352033028,99410.7560789032,100312.93538950651
2024-07-11,98865.60711436401,93485.57352033028,99410.7560789032,99822.86676065667
2024-07-12,98865.60711436401,93485.57352033028,99410.7560789032,101142.28050937717
2024-07-15,98865.60711436401,93485.57352033028,99410.7560789032,101594.65692286432
2024-07-16,98865.60711436401,93485.57352033028,99410.7560789032,101933.94117267789
2024-07-17,98865.60711436401,93485.57352033028,99410.7560789032,102951.7551281547
2024-07-18,98865.60711436401,93485.57352033028,99410.7560789032,102499.3864734603
2024-07-19,98865.60711436401,93485.57352033028,99410.7560789032,102197.80219780219
2024-07-22,98865.60711436401,93485.57352033028,99410.7560789032,102310.90212026857
2024-07-23,98865.60711436401,93485.57352033028,99410.7560789032,101707.74132774513
2024-07-24,98865.60711436401,93485.57352033028,99410.7560789032,101293.07264720621
2024-07-25,98865.60711436401,93485.57352033028,99410.7560789032,101368.45707793155
2024-07-26,98865.60711436401,93485.57352033028,99410.7560789032,102235.50993075043
2024-07-29,98865.60711436401,93485.57352033028,99410.7560789032,102386.28655099391
2024-07-30,98865.60711436401,93485.57352033028,99410.7560789032,101594.65692286432
2024-07-31,98865.60711436401,93485.57352033028,99410.7560789032,100086.75106215931
2024-08-01,98865.60711436401,93485.57352033028,99410.7560789032,99408.19032132496
2024-08-02,98865.60711436401,93485.57352033028,99410.7560789032,98616.55293440257
2024-08-05,98865.60711436401,93485.57352033028,99410.7560789032,98767.34507223163
2024-08-06,98865.60711436401,93485.57352033028,99410.7560789032,100463.72752733558
2024-08-07,98865.60711436401,93485.57352033028,99410.7560789032,99144.30601982231
2024-08-08,98865.60711436401,93485.57352033028,99410.7560789032,98729.64509807617
2024-08-09,98865.60711436401,93485.57352033028,99410.7560789032,100086.75106215931
2024-08-12,98865.60711436401,93360.16890900346,99410.7560789032,102235.50993075043
2024-08-13,98865.60711436401,93748.19024554445,99410.7560789032,103554.90816188534
2024-08-14,98865.60711436401,94453.83581104864,99410.7560789032,105288.99834993752
2024-08-15,98865.60711436401,94837.63181829502,99410.7560789032,106118.35122860095
2024-08-16,98865.60711436401,95319.90684058555,99410.7560789032,106947.68858967879
2024-08-19,98865.60711436401,97190.80688151947,99410.7560789032,109812.69265567417
2024-08-20,98865.60711436401,97524.44586479841,99410.7560789032,110302.76904331679
2024-08-21,98865.60711436401,97163.47643576932,99410.7560789032,109812.69265567417
2024-08-22,98865.60711436401,95583.56559773438,99410.7560789032,107339.61624855692
2024-08-23,98865.60711436401,95583.56559773438,99410.7560789032,108144.35823649776
2024-08-26,98865.60711436401,95583.56559773438,99410.7560789032,108565.91672503216
2024-08-27,98865.60711436401,95583.56559773438,99410.7560789032,107339.61624855692
2024-08-28,98865.60711436401,95583.56559773438,99410.7560789032,107991.07552618385
2024-08-29,98865.60711436401,95583.56559773438,99410.7560789032,108450.93917471117
2024-08-30,98865.60711436401,95583.56559773438,99410.7560789032,107761.151460713
2024-09-02,98865.60711436401,95583.56559773438,99410.7560789032,108910.81058203129
2024-09-03,98865.60711436401,95583.56559773438,99410.7560789032,109907.17923424282
2024-09-04,98865.60711436401,95583.56559773438,99410.7560789032,111095.15127434679
2024-09-05,98865.60711436401,95583.56559773438,99410.7560789032,112091.51992655835
2024-09-06,98865.60711436401,95583.56559773438,99410.7560789032,110252.07309124191
2024-09-09,98865.60711436401,95583.56559773438,99410.7560789032,111631.65627803105
2024-09-10,98865.60711436401,95583.56559773438,99410.7560789032,109983.82834819258
2024-09-11,98865.60711436401,95583.56559773438,99410.7560789032,110022.13350818548
2024-09-12,98865.60711436401,95583.56559773438,99410.7560789032,108890.42823337796
2024-09-13,98865.60711436401,95583.56559773438,99410.7560789032,109623.31604131183
2024-09-16,98865.60711436401,95583.56559773438,99410.7560789032,110201.89697828382
2024-09-17,98865.60711436401,95583.56559773438,99410.7560789032,109507.58588809041
2024-09-18,98865.60711436401,95583.56559773438,99410.7560789032,108967.57391006612
2024-09-19,98865.60711436401,95583.56559773438,99410.7560789032,107656.09740636745
2024-09-20,98865.60711436401,95583.56559773438,99410.7560789032,106074.62267244943
2024-09-23,98865.60711436401,95583.56559773438,99410.7560789032,105688.90204780144
2024-09-24,98865.60711436401,95583.56559773438,99410.7560789032,105611.7486123205
2024-09-25,98865.60711436401,95583.56559773438,99410.7560789032,105303.18142315345
2024-09-26,98865.60711436401,95583.56559773438,99410.7560789032,105997.47699576129
2024-09-27,98865.60711436401,95583.56559773438,99410.7560789032,105110.32111082945
2024-09-30,98865.60711436401,95583.56559773438,99410.7560789032,104840.30736302452
2024-10-01,98865.60711436401,95583.56559773438,99410.7560789032,104454.57897958373
2024-10-02,98865.60711436401,95583.56559773438,99410.7560789032,104724.58496859588
2024-10-03,98865.60711436401,95583.56559773438,99410.7560789032,103760.2834069759
2024-10-04,98865.60711436401,95583.56559773438,99410.7560789032,103605.99205359959
2024-10-07,98865.60711436401,95583.56559773438,99410.7560789032,104107.41955509063
2024-10-08,98865.60711436401,95583.56559773438,99410.7560789032,104068.85059614295
2024-10-09,98865.60711436401,95583.56559773438,99410.7560789032,101947.36388420063
2024-10-10,98865.60711436401,95583.56559773438,99410.7560789032,101060.19248168323
2024-10-11,98865.60711436401,95583.56559773438,99410.7560789032,101561.63550075986
2024-10-14,98865.60711436401,95583.56559773438,99410.7560789032,102294.51554990094
2024-10-15,98865.60711436401,95583.56559773438,99410.7560789032,102101.65523757694
2024-10-16,98865.60711436401,95583.56559773438,99410.7560789032,103220.24815257323
2024-10-17,98865.60711436401,95583.56559773438,99410.7560789032,103065.95679919692
2024-10-18,98865.60711436401,95583.56559773438,99410.7560789032,102950.24992235386
2024-10-21,98865.60711436401,95583.56559773438,99410.7560789032,102680.23617454893
2024-10-22,98865.60711436401,95583.56559773438,99410.7560789032,101445.920865124
2024-10-23,98865.60711436401,95583.56559773438,99410.7560789032,101561.63550075986
2024-10-24,98865.60711436401,95583.56559773438,99410.7560789032,101677.35789518847
2024-10-25,98865.60711436401,95583.56559773438,99410.7560789032,101715.92685413615
2024-10-28,98865.60711436401,95583.56559773438,99410.7560789032,101523.06654181216
2024-10-29,98865.60711436401,95583.56559773438,99410.7560789032,100944.4700872546
2024-10-30,98865.60711436401,95583.56559773438,99410.7560789032,101715.92685413615
2024-10-31,98865.60711436401,95583.56559773438,99410.7560789032,101561.63550075986
2024-11-01,98865.60711436401,95583.56559773438,99410.7560789032,100635.89513929476
2024-11-04,98865.60711436401,95583.56559773438,99410.7560789032,101214.47607626677
