ticker,avg_precision_up,note
PETR4.SA,0.6877797442827922,
VALE3.SA,0.9998505091307264,
BBDC4.SA,0.9879123971078967,
ITUB4.SA,0.9993271013918866,
BBAS3.SA,0.8756837105744066,
B3SA3.SA,0.7416654295240022,
ABEV3.SA,0.7587925133374532,
VIVT3.SA,0.45061132313325764,
