Ticker,Estratégia,Capital_Inicial,Capital_Final,Retorno_Total,Acurácia_ML,Precisão_ML,Recall_ML,F1_Score_ML
PETR4.SA,Modelo de Predição,100000.0,103976.0912356584,3.9760912356583855,47.41%,34.04%,55.17%,0.42
PETR4.SA,Buy and Hold,100000.0,117383.78592864318,17.38378592864318,47.41%,34.04%,55.17%,0.42
VALE3.SA,Modelo de Predição,100000.0,89621.25435299815,-10.378745647001852,66.53%,28.57%,22.22%,0.25
VALE3.SA,Buy and Hold,100000.0,77351.39470303607,-22.64860529696393,66.53%,28.57%,22.22%,0.25
BBDC4.SA,Modelo de Predição,100000.0,98822.9444873311,-1.1770555126689008,47.01%,28.57%,54.79%,0.38
BBDC4.SA,Buy and Hold,100000.0,73345.80009197087,-26.65419990802913,47.01%,28.57%,54.79%,0.38
ITUB4.SA,Modelo de Predição,100000.0,100000.0,0.0,70.92%,25.00%,1.41%,0.03
ITUB4.SA,Buy and Hold,100000.0,98317.21066214197,-1.6827893378580372,70.92%,25.00%,1.41%,0.03
BBAS3.SA,Modelo de Predição,100000.0,109285.95181790325,9.285951817903236,62.95%,30.00%,26.09%,0.28
BBAS3.SA,Buy and Hold,100000.0,95679.13605531956,-4.320863944680431,62.95%,30.00%,26.09%,0.28
B3SA3.SA,Modelo de Predição,100000.0,109834.33338845102,9.834333388451013,60.16%,42.05%,43.02%,0.43
B3SA3.SA,Buy and Hold,100000.0,74775.60944246201,-25.22439055753799,60.16%,42.05%,43.02%,0.43
ABEV3.SA,Modelo de Predição,100000.0,102169.68885673278,2.169688856732788,58.96%,37.65%,39.02%,0.38
ABEV3.SA,Buy and Hold,100000.0,90350.64598780114,-9.649354012198865,58.96%,37.65%,39.02%,0.38
VIVT3.SA,Modelo de Predição,100000.0,103619.5792747971,3.6195792747971023,65.34%,50.00%,28.74%,0.36
VIVT3.SA,Buy and Hold,100000.0,94069.11177018368,-5.930888229816311,65.34%,50.00%,28.74%,0.36
