,ticker,label,capital_inicial,capital_final,retorno_total,ml_metrics
0,ABEV3.SA,Modelo de Predição,100000.0,113924.62987787688,13.924629877876882,
1,ABEV3.SA,Simulação Simples,100000.0,117489.31163857602,17.489311638576034,
2,ABEV3.SA,Buy and Hold,100000.0,90350.64598780114,-9.649354012198863,
3,ABEV3.SA,Métricas de ML,,,,"{'Acurácia': '53.39%', 'Precisão (Up)': '28.06%', 'Recall (Up)': '69.64%', 'F1-Score (Up)': '0.40', 'Distribuição Predições': 'Up: 139, Not-Up: 112'}"
4,B3SA3.SA,Modelo de Predição,100000.0,102166.97861864048,2.1669786186404805,
5,B3SA3.SA,Simulação Simples,100000.0,101383.32779077248,1.3833277907724817,
6,B3SA3.SA,Buy and Hold,100000.0,74775.60944246201,-25.22439055753799,
7,B3SA3.SA,Métricas de ML,,,,"{'Acurácia': '82.47%', 'Precisão (Up)': '33.33%', 'Recall (Up)': '22.22%', 'F1-Score (Up)': '0.27', 'Distribuição Predições': 'Up: 24, Not-Up: 227'}"
8,BBAS3.SA,Modelo de Predição,100000.0,100017.03590534888,0.017035905348872227,
9,BBAS3.SA,Simulação Simples,100000.0,100196.56986321988,0.19656986321987535,
10,BBAS3.SA,Buy and Hold,100000.0,95679.13605531957,-4.320863944680431,
11,BBAS3.SA,Métricas de ML,,,,"{'Acurácia': '80.88%', 'Precisão (Up)': '25.00%', 'Recall (Up)': '2.17%', 'F1-Score (Up)': '0.04', 'Distribuição Predições': 'Up: 4, Not-Up: 247'}"
12,BBDC4.SA,Modelo de Predição,100000.0,107499.25889322403,7.499258893224026,
13,BBDC4.SA,Simulação Simples,100000.0,103663.26007220338,3.6632600722033892,
14,BBDC4.SA,Buy and Hold,100000.0,73345.80009197087,-26.65419990802913,
15,BBDC4.SA,Métricas de ML,,,,"{'Acurácia': '66.93%', 'Precisão (Up)': '28.75%', 'Recall (Up)': '46.94%', 'F1-Score (Up)': '0.36', 'Distribuição Predições': 'Up: 80, Not-Up: 171'}"
16,ITUB4.SA,Modelo de Predição,100000.0,100000.0,0.0,
17,ITUB4.SA,Simulação Simples,100000.0,100000.0,0.0,
18,ITUB4.SA,Buy and Hold,100000.0,98317.21066214197,-1.6827893378580372,
19,ITUB4.SA,Métricas de ML,,,,"{'Acurácia': '76.49%', 'Precisão (Up)': '0.00%', 'Recall (Up)': '0.00%', 'F1-Score (Up)': '0.00', 'Distribuição Predições': 'Up: 0, Not-Up: 251'}"
20,PETR4.SA,Modelo de Predição,100000.0,101993.93753601887,1.9939375360188638,
21,PETR4.SA,Simulação Simples,100000.0,103307.08338928428,3.307083389284271,
22,PETR4.SA,Buy and Hold,100000.0,117383.78592864318,17.38378592864318,
23,PETR4.SA,Métricas de ML,,,,"{'Acurácia': '67.33%', 'Precisão (Up)': '75.00%', 'Recall (Up)': '3.57%', 'F1-Score (Up)': '0.07', 'Distribuição Predições': 'Up: 4, Not-Up: 247'}"
24,VALE3.SA,Modelo de Predição,100000.0,99823.1849021712,-0.17681509782880855,
25,VALE3.SA,Simulação Simples,100000.0,101177.68090383479,1.177680903834788,
26,VALE3.SA,Buy and Hold,100000.0,77351.39470303607,-22.64860529696393,
27,VALE3.SA,Métricas de ML,,,,"{'Acurácia': '76.89%', 'Precisão (Up)': '36.00%', 'Recall (Up)': '17.65%', 'F1-Score (Up)': '0.24', 'Distribuição Predições': 'Up: 25, Not-Up: 226'}"
28,VIVT3.SA,Modelo de Predição,100000.0,94463.23679657505,-5.536763203424955,
29,VIVT3.SA,Simulação Simples,100000.0,93555.29763683834,-6.4447023631616585,
30,VIVT3.SA,Buy and Hold,100000.0,94069.11177018369,-5.930888229816311,
31,VIVT3.SA,Métricas de ML,,,,"{'Acurácia': '69.32%', 'Precisão (Up)': '22.22%', 'Recall (Up)': '9.68%', 'F1-Score (Up)': '0.13', 'Distribuição Predições': 'Up: 27, Not-Up: 224'}"
