,ticker,label,capital_inicial,capital_final,retorno_total,retorno_anual_pct,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown_pct,volatilidade_pct,win_rate_pct,ml_metrics
0,ABEV3.SA,Modelo de Predição,200000.0,198891.03790539413,-0.5544810473029349,-0.5589044765368478,0.006784617294281609,0.005581175002694307,-0.037777647248596474,14.794581379273492,11.311681869786502,49.473684210526315,
1,ABEV3.SA,Simulação Simples,200000.0,206050.81618128548,3.025408090642734,3.0499767707514724,0.294967582491717,0.2697375417197942,0.18743228593581468,16.27241942615971,13.131123658308145,47.368421052631575,
2,ABEV3.SA,Buy and Hold,200000.0,180701.29197560227,-9.649354012198863,-9.68587277529711,-0.40074044817287446,-0.541980789323025,-0.49916688072336607,19.40407737240271,20.355644058466158,46.0,
3,ABEV3.SA,Métricas de ML,,,,,,,,,,,"{'Acurácia': '56.97%', 'Precisão (Up)': '10.53%', 'Recall (Up)': '30.30%', 'F1-Score (Up)': '0.16', 'Distribuição Predições': 'Up: 95, Not-Up: 156'}"
4,B3SA3.SA,Modelo de Predição,200000.0,179265.71590965163,-10.367142045174182,-10.445588947126904,-0.7732731076820634,-0.6772825475723331,-0.5804079278620947,17.99697841068908,13.19825622615673,53.96825396825397,
5,B3SA3.SA,Simulação Simples,200000.0,180750.25084662082,-9.62487457668959,-9.698013475382572,-0.5771780023473109,-0.5633310334985189,-0.4727014484790266,20.516149266280205,15.63326575736551,55.55555555555556,
6,B3SA3.SA,Buy and Hold,200000.0,149551.21888492402,-25.22439055753799,-25.310936676535988,-0.9181851192869608,-1.4632680358875503,-0.7398142204969136,34.21255766013162,27.71794463219498,49.2,
7,B3SA3.SA,Métricas de ML,,,,,,,,,,,"{'Acurácia': '65.34%', 'Precisão (Up)': '19.05%', 'Recall (Up)': '25.00%', 'F1-Score (Up)': '0.22', 'Distribuição Predições': 'Up: 63, Not-Up: 188'}"
8,BBAS3.SA,Modelo de Predição,200000.0,191578.36347212724,-4.210818263936378,-4.243779728067554,-0.6397567707032733,-0.37360192913838264,-0.5368483495333074,7.904987938878369,6.476369873604465,52.94117647058824,
9,BBAS3.SA,Simulação Simples,200000.0,186915.12215975253,-6.542438920123739,-6.593013991631347,-0.7841983529400645,-0.47942603583546395,-0.6288653463609181,10.483983621904787,8.29136351202482,52.94117647058824,
10,BBAS3.SA,Buy and Hold,200000.0,191358.27211063914,-4.320863944680431,-4.337699675634998,-0.17594236199285773,-0.25411692712941314,-0.2684132960179686,16.160524608827934,17.04757031834731,52.800000000000004,
