Date,Open,High,Low,Close,ATR,Volume,EMA_long,wavelet_cD,OBV,MACD,RSI
2017-05-02,10.315629843144556,10.596370172292035,10.243885356791443,10.571414947509766,0.2929364824985286,15989800.0,10.04319991469982,7.203439233993691e-16,173060400.0,-0.0576552710612165,52.24766834186688
2017-05-03,10.552698400436666,10.593248850745708,10.381134226319713,10.537100791931152,0.2971899348558188,8382600.0,10.063914229711976,-4.031116645950971e-06,189050200.0,-0.0153282883874243,58.65207879432349
2017-05-04,10.55893596204842,10.55893596204842,10.094156265258787,10.094156265258787,0.2911131269679742,15072400.0,10.082470565485275,8.367872367243123e-16,180667600.0,0.0152712473181058,57.76951937239768
2017-05-05,10.153426698868431,10.415450667416753,10.106637426942834,10.328109741210938,0.3035178819552356,9927800.0,10.082928828221494,2.748410199030177e-05,165595200.0,0.0037366051042102,47.77576058345361
2017-05-08,10.200214008169254,10.312510129972996,10.044247436759726,10.069201469421388,0.3047876333982877,9507000.0,10.092543765985786,8.606396845189934e-16,175523000.0,0.0133198652108248,52.45425986280199
2017-05-09,10.081679869145198,10.278198097670256,10.031770609988264,10.106635093688965,0.3032929670449252,9771600.0,10.09162838180679,4.397581798437503e-06,166016000.0,2.267278452450228e-05,47.39414639037843
2017-05-10,10.259478525772735,10.40296745300293,10.234524498829773,10.40296745300293,0.2992311470904299,11147000.0,10.092216880311971,3.408731630294426e-16,175787600.0,-0.0074094557877781,48.17261203054864
2017-05-11,10.449757654685476,10.870866815544003,10.449757654685476,10.727377891540527,0.2990240908206824,27938800.0,10.104403177280243,3.8110695056371886e-05,186934600.0,0.0104911383049817,53.97849263943655
2017-05-12,10.792883992486097,11.039311408996582,10.733617136207606,11.039311408996582,0.3110866102292818,21332000.0,10.128833558231628,1.6143770348309161e-15,214873400.0,0.0502751585367242,59.347526897650894
2017-05-15,11.033077016310653,11.033077016310653,10.758576655431368,10.839678764343262,0.3111471036026227,12296000.0,10.164538571987116,-2.3452201099773097e-05,236205400.0,0.1057556241160746,63.729239632331655
2017-05-16,10.824082342236828,10.88334922221357,10.771053079158074,10.839678764343262,0.3089747928856649,17371400.0,10.191014657961867,4.217546450968612e-16,223909400.0,0.1320929218014406,59.32237545994064
2017-05-17,10.767934348349142,10.767934348349142,10.418569492936925,10.546462059020996,0.2949263178977956,12964800.0,10.216452466055255,-3.444615559066041e-05,223909400.0,0.1512222242979373,59.322375459940645
2017-05-18,7.860713469456534,9.283128078084776,7.860713469456534,8.447147369384766,0.3039393860055485,65887200.0,10.229394018720578,6.633148891266316e-16,210944600.0,0.1410957329598225,53.0710111819057
2017-05-19,8.843302651281272,9.017985003847352,8.659262092430092,8.727887153625488,0.4740686148311853,35617800.0,10.159501993256429,3.298040702957492e-05,145057400.0,-0.0359127552442686,29.280363789862047
2017-05-22,8.56880115804551,8.637426813737314,8.153930201681398,8.32237434387207,0.4809806876619996,27283000.0,10.10336023483953,4.046242507715903e-16,180675200.0,-0.1517901605901581,33.569107419647914
2017-05-23,8.480343303050892,8.546301241186244,8.38611750597953,8.518033981323242,0.4876218493964347,17227600.0,10.033517650880022,2.2985464991685887e-05,153392200.0,-0.2731960993390334,30.67533312162801
2017-05-24,8.700205341800574,8.932629521738765,8.66879653930664,8.66879653930664,0.4687864956762732,24206000.0,9.97408691874054,6.303551430830723e-16,170619800.0,-0.3495931902505766,33.647436540901126
2017-05-25,8.709627178803245,8.844684604215328,8.546301892301514,8.70334529876709,0.4649157131576481,18383800.0,9.922899060723523,4.058677156915753e-06,194825800.0,-0.3934378501256113,35.92688055987412
2017-05-26,8.763021978861005,9.10851759360548,8.731613177689134,9.064545631408691,0.4530204987830885,20298000.0,9.875073422999742,7.26415455565288e-17,213209600.0,-0.4205494307530735,36.46552762282166
2017-05-29,9.064545631408691,9.064545631408691,9.064545631408691,9.064545631408691,0.4496027699298958,0.0,9.843288019407936,7.26415455565288e-17,233507600.0,-0.4081844097718061,41.95919339755326
2017-05-30,9.020573122809418,9.136785508101983,8.99858714158265,9.10851764678955,0.4174882863634747,8749400.0,9.812749102231496,7.966717563423488e-16,233507600.0,-0.3938450410853793,41.95919339755326
2017-05-31,9.108517570153614,9.187039273344594,8.835261779456863,8.901220321655273,0.3975390063746075,20885200.0,9.785132182410242,-2.4352623113844e-05,242257000.0,-0.3746144912740607,42.659219131703885
2017-06-01,8.98602187786205,9.045697927493205,8.747315882118682,8.806992530822754,0.3942703269112591,12395800.0,9.750468972184557,1.2756722761464445e-15,221371800.0,-0.3718152489394466,40.197803791798485
2017-06-02,8.904360768468011,8.967177768097592,8.734753611414801,8.819557189941406,0.3874211639443493,14365600.0,9.713469896052722,1.4760557468065146e-06,208976000.0,-0.3729016463911101,39.09360389055062
2017-06-05,8.73161354522143,8.850966874883767,8.60283799416207,8.66879653930664,0.3763499491399523,11255400.0,9.678414495813062,6.303551430830723e-16,223341600.0,-0.3685009120843325,39.33291062582184
2017-06-06,8.684499329514331,9.01429080728707,8.640527372107162,8.98602294921875,0.3671913013957912,18424200.0,9.638821634773594,3.72667384760945e-05,212086200.0,-0.372880093380834,37.432435956734
2017-06-07,9.045697178791366,9.092810665437268,8.976598316955776,9.023711204528809,0.3676607395232281,14753200.0,9.613221686320465,2.990229591715021e-16,230510400.0,-0.3467559196072596,43.606883595014736
2017-06-08,8.91692065063041,8.92634346669359,8.73475040025188,8.888652801513672,0.3497001401631041,13290000.0,9.590103628210986,-1.586622685529151e-05,245263600.0,-0.3193301571718088,44.31003234841523
2017-06-09,8.90435732551594,8.970315239484716,8.65622856556227,8.744173049926758,0.3453616161712345,15518600.0,9.562595752654229,5.26488574958961e-16,231973600.0,-0.3049775360492663,42.275743446589765
2017-06-12,8.706483186471074,8.744173854401382,8.452073124928237,8.536876678466797,0.3431276917248925,16140000.0,9.530500744704131,-2.4352511079401944e-05,216455000.0,-0.3017825277630468,40.15206616784355
2017-06-13,8.593130589628629,8.675029998128597,8.504931087980216,8.630929946899414,0.3394829087069105,15264200.0,9.491535095047766,1.113258790708116e-15,200315000.0,-0.3123766616978525,37.25999202986465
2017-06-14,8.66242699986797,8.804176045644256,8.56477799100528,8.627777099609375,0.3273840516670155,20118000.0,9.457785873551751,-3.703863596066053e-07,215579200.0,-0.309614236253882,39.392993870057
2017-06-15,8.627777099609375,8.627777099609375,8.627777099609375,8.627777099609375,0.321099337593584,0.0,9.425236509867736,8.636754506019528e-16,195461200.0,-0.3041730846356891,39.34470504021487
2017-06-16,8.586827716954543,8.772676199005598,8.583677671399977,8.659276962280273,0.2981636706226137,35992000.0,9.39396359181839,3.7005025674125263e-06,195461200.0,-0.2964437141697456,39.34470504021486
2017-06-19,8.693926589022563,8.741176069234859,8.482878349985224,8.545877456665039,0.2903661604071142,12884400.0,9.365152351444346,6.691695808580533e-16,231453200.0,-0.2844968540854182,40.19417161458895
2017-06-20,8.523827931097424,8.523827931097424,8.174181289010589,8.18993091583252,0.2880755574672943,20331600.0,9.333023924198098,-4.181545493717577e-05,218568800.0,-0.2809407635375418,38.124194987284014
2017-06-21,8.240331031066729,8.284430469965026,8.098581976308209,8.145832061767578,0.2940484581949483,16384400.0,9.288196747399448,6.08237418764368e-16,198237200.0,-0.3033476444164424,32.4714173297531
2017-06-22,8.158431061378906,8.249780579213411,8.117481671156034,8.18993091583252,0.2863198892993675,12957600.0,9.24339813227663,5.180591559301355e-06,181852800.0,-0.3209637970598908,31.841502283778244
2017-06-23,8.221431211053108,8.227731302443543,8.026132583618164,8.026132583618164,0.2753183906392253,10174000.0,9.202085692416077,3.7307396755226213e-16,194810400.0,-0.3275900616607181,33.23628297848932
2017-06-26,8.123782247882891,8.536428623546705,8.098581882165615,8.495478630065918,0.2700526997953791,18916200.0,9.155969884227924,5.513726417912684e-05,184636400.0,-0.342114893058401,30.721528489398985
2017-06-27,8.407279259074768,8.498628176190826,8.202531106136261,8.221430778503418,0.2872129383763192,20896600.0,9.130068266417648,5.970701363877673e-16,203552600.0,-0.3121552912395753,43.83499025924007
2017-06-28,8.287583467097381,8.363182789621154,8.114335094748322,8.312783241271973,0.2878475192104796,9644200.0,9.094435423754346,1.0731793549256948e-05,182656000.0,-0.3069867105518682,39.172496833333554
2017-06-29,8.38522851029422,8.486027551606451,8.256079062702037,8.366328239440918,0.2850618174720762,10378800.0,9.063782396990332,4.460407737605365e-16,192300200.0,-0.292151452748886,41.40968092694864
2017-06-30,8.404129517424316,8.47972881043624,8.369479616156852,8.44192886352539,0.2811251511458147,10265400.0,9.03643125355702,8.881318196075254e-06,202679000.0,-0.2729276303684127,42.73904414349809
